inst,elapsed,alg,lb,ub,blb
SBF1-0.75/scholl_c=2049,150.041428336,S_hoffmann/cbfs,35,39,35
SBF1-0.75/scholl_c=2111,150.10565507,S_hoffmann/cbfs,34,38,34
SBF1-0.75/scholl_c=2177,151.072391172,S_hoffmann/cbfs,33,37,33
SBF1-0.75/scholl_c=2247,149.038625261,S_hoffmann/cbfs,32,36,32
SBF1-0.75/scholl_c=2322,149.102553837,S_hoffmann/cbfs,31,35,31
SBF1-0.75/scholl_c=2402,149.097279371,S_hoffmann/cbfs,30,33,30
SBF1-0.75/scholl_c=2488,148.091513156,S_hoffmann/cbfs,29,32,29
SBF1-0.75/scholl_c=2580,145.030695068,S_hoffmann/cbfs,28,31,28
SBF1-0.75/scholl_c=2680,146.026090234,S_hoffmann/cbfs,27,30,27
SBF1-0.75/scholl_c=2787,146.001746966,S_hoffmann/cbfs,26,29,26
SBF1-0.75/Tonge70_c=160,0.494146403,S_hoffmann/cbfs,23,23,23
SBF1-0.75/Tonge70_c=168,1.430483649,S_hoffmann/cbfs,23,23,23
SBF1-0.75/Tonge70_c=176,3.109512753,S_hoffmann/cbfs,23,23,23
SBF1-0.75/Tonge70_c=185,4.311622344,S_hoffmann/cbfs,23,23,23
SBF1-0.75/Tonge70_c=195,4.930129955,S_hoffmann/cbfs,23,23,23
SBF1-0.75/Tonge70_c=207,123.000432676,S_hoffmann/cbfs,21,22,21
SBF1-0.75/Tonge70_c=220,68.058397461,S_hoffmann/cbfs,20,20,20
SBF1-0.75/Tonge70_c=234,125.000511148,S_hoffmann/cbfs,18,19,18
SBF1-0.75/Tonge70_c=251,132.07681226,S_hoffmann/cbfs,17,17,17
SBF1-0.75/Tonge70_c=270,125.026336958,S_hoffmann/cbfs,16,16,16
SBF1-0.75/Tonge70_c=293,133.879129905,S_hoffmann/cbfs,14,15,14
SBF1-0.75/Tonge70_c=320,132.338237133,S_hoffmann/cbfs,13,13,13
SBF1-0.75/tonge70_c=364,133.943718832,S_hoffmann/cbfs,11,12,11
SBF1-0.75/tonge70_c=410,132.556170264,S_hoffmann/cbfs,10,10,10
SBF1-0.75/tonge70_c=468,133.022576836,S_hoffmann/cbfs,9,9,9
SBF1-0.75/tonge70_c=527,134.045539946,S_hoffmann/cbfs,8,8,8
SBF1-0.75/warnecke_c=104,120.000386601,S_hoffmann/cbfs,19,20,19
SBF1-0.75/warnecke_c=111,0.468523437,S_hoffmann/cbfs,18,18,18
SBF1-0.75/warnecke_c=54,0.163601146,S_hoffmann/cbfs,31,31,31
SBF1-0.75/warnecke_c=56,0.194580704,S_hoffmann/cbfs,31,31,31
SBF1-0.75/warnecke_c=58,0.229590266,S_hoffmann/cbfs,31,31,31
SBF1-0.75/warnecke_c=60,0.028813493,S_hoffmann/cbfs,32,32,32
SBF1-0.75/warnecke_c=62,0.027543821,S_hoffmann/cbfs,32,32,32
SBF1-0.75/warnecke_c=65,0.04015276,S_hoffmann/cbfs,32,32,32
SBF1-0.75/warnecke_c=68,0.253868656,S_hoffmann/cbfs,32,32,32
SBF1-0.75/warnecke_c=71,0.072218279,S_hoffmann/cbfs,32,32,32
SBF1-0.75/warnecke_c=74,0.379339774,S_hoffmann/cbfs,32,32,32
SBF1-0.75/warnecke_c=78,0.691869239,S_hoffmann/cbfs,29,29,29
SBF1-0.75/warnecke_c=82,0.083101924,S_hoffmann/cbfs,28,28,28
SBF1-0.75/warnecke_c=86,0.140076225,S_hoffmann/cbfs,25,25,25
SBF1-0.75/warnecke_c=92,0.097665042,S_hoffmann/cbfs,23,23,23
SBF1-0.75/warnecke_c=97,0.281067069,S_hoffmann/cbfs,21,21,21
SBF1-0.75/wee-mag_c=28,0.020744229,S_hoffmann/cbfs,63,63,63
SBF1-0.75/wee-mag_c=29,0.022140726,S_hoffmann/cbfs,63,63,63
SBF1-0.75/wee-mag_c=30,0.021822862,S_hoffmann/cbfs,63,63,63
SBF1-0.75/wee-mag_c=31,0.02724397,S_hoffmann/cbfs,63,63,63
SBF1-0.75/wee-mag_c=32,0.027919126,S_hoffmann/cbfs,63,63,63
SBF1-0.75/wee-mag_c=33,0.029160958,S_hoffmann/cbfs,63,63,63
SBF1-0.75/wee-mag_c=34,0.032567236,S_hoffmann/cbfs,63,63,63
SBF1-0.75/wee-mag_c=35,0.022022918,S_hoffmann/cbfs,63,63,63
SBF1-0.75/wee-mag_c=36,0.023283656,S_hoffmann/cbfs,63,63,63
SBF1-0.75/wee-mag_c=37,0.022595473,S_hoffmann/cbfs,63,63,63
SBF1-0.75/wee-mag_c=38,0.030415166,S_hoffmann/cbfs,63,63,63
SBF1-0.75/wee-mag_c=39,0.030703749,S_hoffmann/cbfs,63,63,63
SBF1-0.75/wee-mag_c=40,0.025620325,S_hoffmann/cbfs,63,63,63
SBF1-0.75/wee-mag_c=41,0.031255968,S_hoffmann/cbfs,63,63,63
SBF1-0.75/wee-mag_c=42,0.029916864,S_hoffmann/cbfs,63,63,63
SBF1-0.75/wee-mag_c=43,0.025825282,S_hoffmann/cbfs,63,63,63
SBF1-0.75/wee-mag_c=45,0.032184554,S_hoffmann/cbfs,62,62,62
SBF1-0.75/wee-mag_c=46,0.030666252,S_hoffmann/cbfs,61,61,61
SBF1-0.75/wee-mag_c=47,0.025456699,S_hoffmann/cbfs,61,61,61
SBF1-0.75/wee-mag_c=49,0.032563534,S_hoffmann/cbfs,60,60,60
SBF1-0.75/wee-mag_c=50,0.03329057,S_hoffmann/cbfs,60,60,60
SBF1-0.75/wee-mag_c=52,0.035132517,S_hoffmann/cbfs,60,60,60
SBF1-0.75/wee-mag_c=54,0.033041897,S_hoffmann/cbfs,60,60,60
SBF1-0.75/wee-mag_c=56,0.047924539,S_hoffmann/cbfs,55,55,55
SBF1-1.00/Arc111_c=10027,133.009014562,S_hoffmann/cbfs,16,18,16
SBF1-1.00/Arc111_c=10743,133.003723424,S_hoffmann/cbfs,15,17,15
SBF1-1.00/arc111_c=11378,133.000328382,S_hoffmann/cbfs,14,16,14
SBF1-1.00/Arc111_c=11570,133.000063732,S_hoffmann/cbfs,14,16,14
SBF1-1.00/Arc111_c=17067,132.015814323,S_hoffmann/cbfs,10,11,10
SBF1-1.00/arc111_c=5755,1.894317553,S_hoffmann/cbfs,27,27,27
SBF1-1.00/Arc111_c=5785,3.41276868,S_hoffmann/cbfs,27,27,27
SBF1-1.00/Arc111_c=6016,133.009679015,S_hoffmann/cbfs,26,28,26
SBF1-1.00/Arc111_c=6267,133.006535397,S_hoffmann/cbfs,25,28,25
SBF1-1.00/Arc111_c=6540,133.021853521,S_hoffmann/cbfs,24,28,24
SBF1-1.00/Arc111_c=6837,133.008791579,S_hoffmann/cbfs,24,28,24
SBF1-1.00/Arc111_c=7162,133.00693169,S_hoffmann/cbfs,23,27,23
SBF1-1.00/Arc111_c=7520,133.017523368,S_hoffmann/cbfs,22,26,22
SBF1-1.00/Arc111_c=7916,133.018714706,S_hoffmann/cbfs,21,24,21
SBF1-1.00/Arc111_c=8356,133.00844532,S_hoffmann/cbfs,19,23,19
SBF1-1.00/arc111_c=8847,133.00926533,S_hoffmann/cbfs,18,21,18
SBF1-1.00/Arc111_c=9400,133.005684508,S_hoffmann/cbfs,17,20,17
SBF1-1.00/arc83_c=10816,141.953489487,S_hoffmann/cbfs,8,9,8
SBF1-1.00/Arc83_c=3786,0.412489184,S_hoffmann/cbfs,22,22,22
SBF1-1.00/Arc83_c=3985,2.245465448,S_hoffmann/cbfs,22,22,22
SBF1-1.00/Arc83_c=4206,7.405855983,S_hoffmann/cbfs,22,22,22
SBF1-1.00/Arc83_c=4454,11.254502857,S_hoffmann/cbfs,22,22,22
SBF1-1.00/Arc83_c=4732,127.000618722,S_hoffmann/cbfs,21,22,21
SBF1-1.00/Arc83_c=5048,129.000680401,S_hoffmann/cbfs,19,20,19
SBF1-1.00/Arc83_c=5408,132.001838604,S_hoffmann/cbfs,17,18,17
SBF1-1.00/Arc83_c=5824,130.000538533,S_hoffmann/cbfs,16,17,16
SBF1-1.00/arc83_c=5853,132.000477945,S_hoffmann/cbfs,15,17,15
SBF1-1.00/Arc83_c=6309,132.002964377,S_hoffmann/cbfs,14,16,14
SBF1-1.00/arc83_c=6842,132.000117615,S_hoffmann/cbfs,13,14,13
SBF1-1.00/Arc83_c=6883,132.000258784,S_hoffmann/cbfs,13,14,13
SBF1-1.00/Arc83_c=7571,132.003243955,S_hoffmann/cbfs,11,13,11
SBF1-1.00/arc83_c=8412,132.000165627,S_hoffmann/cbfs,10,12,10
SBF1-1.00/arc83_c=8898,132.001291365,S_hoffmann/cbfs,10,11,10
SBF1-1.00/barthol2_c=101,136.055536394,S_hoffmann/cbfs,44,52,44
SBF1-1.00/barthol2_c=104,136.040545259,S_hoffmann/cbfs,43,52,43
SBF1-1.00/barthol2_c=106,136.025207804,S_hoffmann/cbfs,43,52,43
SBF1-1.00/barthol2_c=109,136.035293156,S_hoffmann/cbfs,42,52,42
SBF1-1.00/barthol2_c=112,135.035662799,S_hoffmann/cbfs,40,52,40
SBF1-1.00/barthol2_c=115,136.026329461,S_hoffmann/cbfs,39,50,39
SBF1-1.00/barthol2_c=118,136.032484582,S_hoffmann/cbfs,38,48,38
SBF1-1.00/barthol2_c=121,136.055481037,S_hoffmann/cbfs,37,47,37
SBF1-1.00/barthol2_c=125,136.059546438,S_hoffmann/cbfs,35,45,35
SBF1-1.00/barthol2_c=129,135.031528006,S_hoffmann/cbfs,34,43,34
SBF1-1.00/barthol2_c=133,136.070975844,S_hoffmann/cbfs,33,41,33
SBF1-1.00/barthol2_c=137,137.000712655,S_hoffmann/cbfs,32,40,32
SBF1-1.00/barthol2_c=142,137.027550365,S_hoffmann/cbfs,31,38,31
SBF1-1.00/barthol2_c=146,137.022122443,S_hoffmann/cbfs,30,37,30
SBF1-1.00/barthol2_c=152,137.016980713,S_hoffmann/cbfs,29,35,29
SBF1-1.00/barthol2_c=157,137.052333924,S_hoffmann/cbfs,28,33,28
SBF1-1.00/barthol2_c=163,137.015768501,S_hoffmann/cbfs,27,32,27
SBF1-1.00/barthol2_c=170,137.024835813,S_hoffmann/cbfs,26,30,26
SBF1-1.00/barthol2_c=84,9.350772524,S_hoffmann/cbfs,52,52,52
SBF1-1.00/barthol2_c=85,127.043865926,S_hoffmann/cbfs,51,52,51
SBF1-1.00/barthol2_c=87,136.025726003,S_hoffmann/cbfs,50,52,50
SBF1-1.00/barthol2_c=89,137.006700685,S_hoffmann/cbfs,49,52,49
SBF1-1.00/barthol2_c=91,136.042866666,S_hoffmann/cbfs,48,52,48
SBF1-1.00/barthol2_c=93,136.046540509,S_hoffmann/cbfs,48,52,48
SBF1-1.00/barthol2_c=95,136.015429556,S_hoffmann/cbfs,47,52,47
SBF1-1.00/barthol2_c=97,136.011675294,S_hoffmann/cbfs,46,52,46
SBF1-1.00/barthol2_c=99,136.03985835,S_hoffmann/cbfs,45,52,45
SBF1-1.00/barthold_c=403,134.000709488,S_hoffmann/cbfs,15,16,15
SBF1-1.00/barthold_c=434,134.006283444,S_hoffmann/cbfs,14,15,14
SBF1-1.00/barthold_c=470,134.014595967,S_hoffmann/cbfs,13,14,13
SBF1-1.00/barthold_c=513,134.007753951,S_hoffmann/cbfs,12,13,12
SBF1-1.00/barthold_c=564,133.004337887,S_hoffmann/cbfs,11,12,11
SBF1-1.00/barthold_c=626,133.002742387,S_hoffmann/cbfs,10,11,10
SBF1-1.00/barthold_c=705,133.0083511,S_hoffmann/cbfs,9,10,9
SBF1-1.00/barthold_c=805,13.399114164,S_hoffmann/cbfs,8,8,8
SBF1-1.00/bowman8_c=20,0.002167055,S_hoffmann/cbfs,6,6,6
SBF1-1.00/buxey_c=27,0.006634541,S_hoffmann/cbfs,14,14,14
SBF1-1.00/buxey_c=30,0.015078709,S_hoffmann/cbfs,14,14,14
SBF1-1.00/buxey_c=33,0.020798277,S_hoffmann/cbfs,14,14,14
SBF1-1.00/buxey_c=36,0.018474489,S_hoffmann/cbfs,14,14,14
SBF1-1.00/buxey_c=41,0.033671325,S_hoffmann/cbfs,12,12,12
SBF1-1.00/buxey_c=47,0.04200702,S_hoffmann/cbfs,10,10,10
SBF1-1.00/buxey_c=54,0.042181334,S_hoffmann/cbfs,8,8,8
SBF1-1.00/gunther_c=41,0.00567721,S_hoffmann/cbfs,14,14,14
SBF1-1.00/gunther_c=44,0.009827487,S_hoffmann/cbfs,14,14,14
SBF1-1.00/gunther_c=49,0.018499857,S_hoffmann/cbfs,14,14,14
SBF1-1.00/gunther_c=54,0.020883047,S_hoffmann/cbfs,14,14,14
SBF1-1.00/gunther_c=61,0.038025862,S_hoffmann/cbfs,11,11,11
SBF1-1.00/gunther_c=69,0.073765176,S_hoffmann/cbfs,10,10,10
SBF1-1.00/gunther_c=81,0.042533233,S_hoffmann/cbfs,8,8,8
SBF1-1.00/hahn_c=2004,0.022844845,S_hoffmann/cbfs,11,11,11
SBF1-1.00/hahn_c=2338,0.128865348,S_hoffmann/cbfs,9,9,9
SBF1-1.00/hahn_c=2806,0.105578885,S_hoffmann/cbfs,7,7,7
SBF1-1.00/hahn_c=3507,30.045497858,S_hoffmann/cbfs,6,6,6
SBF1-1.00/hahn_c=4676,124.731080608,S_hoffmann/cbfs,5,5,5
SBF1-1.00/heskia_c=138,0.026166863,S_hoffmann/cbfs,10,10,10
SBF1-1.00/heskia_c=205,120.002861472,S_hoffmann/cbfs,7,7,7
SBF1-1.00/heskia_c=216,0.275174366,S_hoffmann/cbfs,6,6,6
SBF1-1.00/heskia_c=256,0.260377439,S_hoffmann/cbfs,5,5,5
SBF1-1.00/heskia_c=324,0.072585152,S_hoffmann/cbfs,4,4,4
SBF1-1.00/heskia_c=342,0.041123123,S_hoffmann/cbfs,4,4,4
SBF1-1.00/jackson_c=10,0.002714983,S_hoffmann/cbfs,8,8,8
SBF1-1.00/jackson_c=13,0.002520544,S_hoffmann/cbfs,6,6,6
SBF1-1.00/jackson_c=14,0.003279112,S_hoffmann/cbfs,5,5,5
SBF1-1.00/jackson_c=21,0.003232864,S_hoffmann/cbfs,3,3,3
SBF1-1.00/jackson_c=7,0.009008562,S_hoffmann/cbfs,9,9,9
SBF1-1.00/jackson_c=9,0.002445987,S_hoffmann/cbfs,8,8,8
SBF1-1.00/jaeschke_c=10,0.008627762,S_hoffmann/cbfs,8,8,8
SBF1-1.00/jaeschke_c=18,0.002550537,S_hoffmann/cbfs,4,4,4
SBF1-1.00/jaeschke_c=6,0.008724861,S_hoffmann/cbfs,8,8,8
SBF1-1.00/jaeschke_c=7,0.008227849,S_hoffmann/cbfs,8,8,8
SBF1-1.00/jaeschke_c=8,0.008865288,S_hoffmann/cbfs,8,8,8
SBF1-1.00/kilbrid_c=110,34.356937102,S_hoffmann/cbfs,6,6,6
SBF1-1.00/kilbrid_c=111,3.22125031,S_hoffmann/cbfs,6,6,6
SBF1-1.00/kilbrid_c=138,4.086003278,S_hoffmann/cbfs,5,5,5
SBF1-1.00/kilbrid_c=184,12.006600121,S_hoffmann/cbfs,4,4,4
SBF1-1.00/kilbrid_c=56,0.111189435,S_hoffmann/cbfs,11,11,11
SBF1-1.00/kilbrid_c=57,120.018789952,S_hoffmann/cbfs,11,11,11
SBF1-1.00/kilbrid_c=62,120.010917459,S_hoffmann/cbfs,11,11,11
SBF1-1.00/kilbrid_c=69,2.796093479,S_hoffmann/cbfs,10,10,10
SBF1-1.00/kilbrid_c=79,122.006065731,S_hoffmann/cbfs,9,9,9
SBF1-1.00/kilbrid_c=92,121.000110158,S_hoffmann/cbfs,7,8,7
SBF1-1.00/lutz1_c=1414,0.012216028,S_hoffmann/cbfs,11,11,11
SBF1-1.00/lutz1_c=1572,0.017712268,S_hoffmann/cbfs,12,12,12
SBF1-1.00/lutz1_c=1768,0.008918335,S_hoffmann/cbfs,12,12,12
SBF1-1.00/lutz1_c=2020,0.010575137,S_hoffmann/cbfs,11,11,11
SBF1-1.00/lutz1_c=2357,0.020396466,S_hoffmann/cbfs,9,9,9
SBF1-1.00/lutz1_c=2828,0.013171904,S_hoffmann/cbfs,7,7,7
SBF1-1.00/lutz2_c=11,0.445318325,S_hoffmann/cbfs,53,53,53
SBF1-1.00/lutz2_c=12,1.15351982,S_hoffmann/cbfs,54,54,54
SBF1-1.00/lutz2_c=13,0.116979208,S_hoffmann/cbfs,53,53,53
SBF1-1.00/lutz2_c=14,1.284876347,S_hoffmann/cbfs,54,54,54
SBF1-1.00/lutz2_c=15,0.910147122,S_hoffmann/cbfs,54,54,54
SBF1-1.00/lutz2_c=16,1.026372819,S_hoffmann/cbfs,50,50,50
SBF1-1.00/lutz2_c=17,1.282759016,S_hoffmann/cbfs,46,46,46
SBF1-1.00/lutz2_c=18,4.814509438,S_hoffmann/cbfs,42,42,42
SBF1-1.00/lutz2_c=19,5.478301026,S_hoffmann/cbfs,39,39,39
SBF1-1.00/lutz2_c=20,16.72892914,S_hoffmann/cbfs,35,35,35
SBF1-1.00/lutz2_c=21,22.416934971,S_hoffmann/cbfs,32,32,32
SBF1-1.00/lutz3_c=103,122.069949859,S_hoffmann/cbfs,23,23,23
SBF1-1.00/lutz3_c=110,122.416320876,S_hoffmann/cbfs,20,20,20
SBF1-1.00/lutz3_c=118,125.029610038,S_hoffmann/cbfs,19,19,19
SBF1-1.00/lutz3_c=127,122.983926626,S_hoffmann/cbfs,17,17,17
SBF1-1.00/lutz3_c=137,123.121381548,S_hoffmann/cbfs,16,16,16
SBF1-1.00/lutz3_c=150,125.499171426,S_hoffmann/cbfs,14,14,14
SBF1-1.00/lutz3_c=75,0.133664653,S_hoffmann/cbfs,23,23,23
SBF1-1.00/lutz3_c=79,120.056432812,S_hoffmann/cbfs,24,24,24
SBF1-1.00/lutz3_c=83,120.485162867,S_hoffmann/cbfs,24,24,24
SBF1-1.00/lutz3_c=87,122.023589662,S_hoffmann/cbfs,25,25,25
SBF1-1.00/lutz3_c=92,121.036594887,S_hoffmann/cbfs,26,26,26
SBF1-1.00/lutz3_c=97,121.047433459,S_hoffmann/cbfs,24,24,24
SBF1-1.00/mansoor_c=48,0.002682025,S_hoffmann/cbfs,5,5,5
SBF1-1.00/mansoor_c=62,0.003653835,S_hoffmann/cbfs,5,5,5
SBF1-1.00/mansoor_c=94,0.008636978,S_hoffmann/cbfs,3,3,3
SBF1-1.00/mertens_c=10,0.008868085,S_hoffmann/cbfs,6,6,6
SBF1-1.00/mertens_c=15,0.008845865,S_hoffmann/cbfs,3,3,3
SBF1-1.00/mertens_c=18,0.002677252,S_hoffmann/cbfs,3,3,3
SBF1-1.00/mertens_c=6,0.008813994,S_hoffmann/cbfs,6,6,6
SBF1-1.00/mertens_c=7,0.008809213,S_hoffmann/cbfs,6,6,6
SBF1-1.00/mertens_c=8,0.001675575,S_hoffmann/cbfs,6,6,6
SBF1-1.00/mitchell_c=14,0.004417493,S_hoffmann/cbfs,9,9,9
SBF1-1.00/mitchell_c=15,0.007698533,S_hoffmann/cbfs,10,10,10
SBF1-1.00/mitchell_c=21,0.004904199,S_hoffmann/cbfs,8,8,8
SBF1-1.00/mitchell_c=26,0.004531166,S_hoffmann/cbfs,6,6,6
SBF1-1.00/mitchell_c=35,0.009532635,S_hoffmann/cbfs,4,4,4
SBF1-1.00/mitchell_c=39,0.011456699,S_hoffmann/cbfs,4,4,4
SBF1-1.00/mukherje_c=176,125.008218744,S_hoffmann/cbfs,25,26,25
SBF1-1.00/mukherje_c=183,133.002535595,S_hoffmann/cbfs,24,26,24
SBF1-1.00/mukherje_c=192,134.018845196,S_hoffmann/cbfs,24,26,24
SBF1-1.00/mukherje_c=201,133.026072986,S_hoffmann/cbfs,23,26,23
SBF1-1.00/mukherje_c=211,133.020992167,S_hoffmann/cbfs,23,26,23
SBF1-1.00/mukherje_c=222,133.028452979,S_hoffmann/cbfs,22,25,22
SBF1-1.00/mukherje_c=234,133.001254846,S_hoffmann/cbfs,21,24,21
SBF1-1.00/mukherje_c=248,133.009379662,S_hoffmann/cbfs,19,22,19
SBF1-1.00/mukherje_c=263,134.027177182,S_hoffmann/cbfs,18,21,18
SBF1-1.00/mukherje_c=281,133.010452089,S_hoffmann/cbfs,17,20,17
SBF1-1.00/mukherje_c=301,134.002494936,S_hoffmann/cbfs,16,18,16
SBF1-1.00/mukherje_c=324,133.010121928,S_hoffmann/cbfs,15,16,15
SBF1-1.00/mukherje_c=351,133.001414578,S_hoffmann/cbfs,14,15,14
SBF1-1.00/roszieg_c=14,0.012472584,S_hoffmann/cbfs,11,11,11
SBF1-1.00/roszieg_c=16,0.008250259,S_hoffmann/cbfs,11,11,11
SBF1-1.00/roszieg_c=18,0.008951557,S_hoffmann/cbfs,11,11,11
SBF1-1.00/roszieg_c=21,0.008593311,S_hoffmann/cbfs,9,9,9
SBF1-1.00/roszieg_c=25,0.014652929,S_hoffmann/cbfs,7,7,7
SBF1-1.00/roszieg_c=32,0.021869164,S_hoffmann/cbfs,6,6,6
SBF1-1.00/sawyer30_c=25,0.018199226,S_hoffmann/cbfs,14,14,14
SBF1-1.00/sawyer30_c=27,0.009163951,S_hoffmann/cbfs,14,14,14
SBF1-1.00/sawyer30_c=30,0.010526558,S_hoffmann/cbfs,14,14,14
SBF1-1.00/Sawyer30_c=33,0.017356683,S_hoffmann/cbfs,14,14,14
SBF1-1.00/sawyer30_c=36,0.047230049,S_hoffmann/cbfs,14,14,14
SBF1-1.00/sawyer30_c=41,0.065199722,S_hoffmann/cbfs,12,12,12
SBF1-1.00/Sawyer30_c=47,0.100636121,S_hoffmann/cbfs,10,10,10
SBF1-1.00/sawyer30_c=54,0.06208711,S_hoffmann/cbfs,8,8,8
SBF1-1.00/sawyer30_c=75,0.410798975,S_hoffmann/cbfs,6,6,6
SBF1-1.00/scholl_c=1394,30.740003377,S_hoffmann/cbfs,51,51,51
SBF1-1.00/scholl_c=1422,150.090218906,S_hoffmann/cbfs,50,51,50
SBF1-1.00/scholl_c=1452,151.133152116,S_hoffmann/cbfs,49,52,49
SBF1-1.00/scholl_c=1483,151.015761627,S_hoffmann/cbfs,48,52,48
SBF1-1.00/scholl_c=1515,151.066567687,S_hoffmann/cbfs,47,52,47
SBF1-1.00/scholl_c=1548,151.045847816,S_hoffmann/cbfs,46,52,46
SBF1-1.00/scholl_c=1584,151.130518133,S_hoffmann/cbfs,45,52,45
SBF1-1.00/scholl_c=1620,150.145625129,S_hoffmann/cbfs,45,52,45
SBF1-1.00/scholl_c=1659,151.163313378,S_hoffmann/cbfs,44,51,44
SBF1-1.00/scholl_c=1699,151.114370666,S_hoffmann/cbfs,43,49,43
SBF1-1.00/scholl_c=1742,152.026960874,S_hoffmann/cbfs,41,48,41
SBF1-1.00/scholl_c=1787,151.054843032,S_hoffmann/cbfs,40,47,40
SBF1-1.00/scholl_c=1834,151.020763187,S_hoffmann/cbfs,39,46,39
SBF1-1.00/scholl_c=1883,152.073686037,S_hoffmann/cbfs,38,44,38
SBF1-1.00/scholl_c=1935,151.035076972,S_hoffmann/cbfs,37,43,37
SBF1-1.00/scholl_c=1991,151.040142133,S_hoffmann/cbfs,36,42,36
SBF1-1.00/scholl_c=2049,151.099797603,S_hoffmann/cbfs,35,40,35
SBF1-1.00/scholl_c=2111,150.032588476,S_hoffmann/cbfs,34,39,34
SBF1-1.00/scholl_c=2177,150.067548291,S_hoffmann/cbfs,33,38,33
SBF1-1.00/scholl_c=2247,149.002566244,S_hoffmann/cbfs,32,37,32
SBF1-1.00/scholl_c=2322,149.025514975,S_hoffmann/cbfs,31,36,31
SBF1-1.00/scholl_c=2402,149.051028093,S_hoffmann/cbfs,30,35,30
SBF1-1.00/scholl_c=2488,149.068794357,S_hoffmann/cbfs,29,33,29
SBF1-1.00/scholl_c=2580,148.096608097,S_hoffmann/cbfs,28,32,28
SBF1-1.00/scholl_c=2680,146.045334161,S_hoffmann/cbfs,27,31,27
SBF1-1.00/scholl_c=2787,147.049352435,S_hoffmann/cbfs,26,29,26
SBF1-1.00/Tonge70_c=160,0.496973083,S_hoffmann/cbfs,23,23,23
SBF1-1.00/Tonge70_c=168,1.439207464,S_hoffmann/cbfs,23,23,23
SBF1-1.00/Tonge70_c=176,3.231955655,S_hoffmann/cbfs,23,23,23
SBF1-1.00/Tonge70_c=185,4.22700067,S_hoffmann/cbfs,23,23,23
SBF1-1.00/Tonge70_c=195,5.919280508,S_hoffmann/cbfs,23,23,23
SBF1-1.00/Tonge70_c=207,4.978564008,S_hoffmann/cbfs,23,23,23
SBF1-1.00/Tonge70_c=220,126.02797215,S_hoffmann/cbfs,21,22,21
SBF1-1.00/Tonge70_c=234,131.016808722,S_hoffmann/cbfs,20,20,20
SBF1-1.00/Tonge70_c=251,107.991299729,S_hoffmann/cbfs,18,18,18
SBF1-1.00/Tonge70_c=270,132.055669353,S_hoffmann/cbfs,17,17,17
SBF1-1.00/Tonge70_c=293,129.009149635,S_hoffmann/cbfs,15,15,15
SBF1-1.00/Tonge70_c=320,133.307685144,S_hoffmann/cbfs,14,14,14
SBF1-1.00/tonge70_c=364,133.330966923,S_hoffmann/cbfs,12,12,12
SBF1-1.00/tonge70_c=410,139.061494792,S_hoffmann/cbfs,10,11,10
SBF1-1.00/tonge70_c=468,132.862719181,S_hoffmann/cbfs,9,9,9
SBF1-1.00/tonge70_c=527,47.395409153,S_hoffmann/cbfs,8,8,8
SBF1-1.00/warnecke_c=104,0.504197961,S_hoffmann/cbfs,21,21,21
SBF1-1.00/warnecke_c=111,0.63766831,S_hoffmann/cbfs,19,19,19
SBF1-1.00/warnecke_c=54,0.164103474,S_hoffmann/cbfs,31,31,31
SBF1-1.00/warnecke_c=56,0.199470091,S_hoffmann/cbfs,31,31,31
SBF1-1.00/warnecke_c=58,0.226506771,S_hoffmann/cbfs,31,31,31
SBF1-1.00/warnecke_c=60,0.020896497,S_hoffmann/cbfs,32,32,32
SBF1-1.00/warnecke_c=62,0.029294561,S_hoffmann/cbfs,32,32,32
SBF1-1.00/warnecke_c=65,0.045597773,S_hoffmann/cbfs,32,32,32
SBF1-1.00/warnecke_c=68,0.263715156,S_hoffmann/cbfs,32,32,32
SBF1-1.00/warnecke_c=71,0.072039867,S_hoffmann/cbfs,32,32,32
SBF1-1.00/warnecke_c=74,0.357433587,S_hoffmann/cbfs,32,32,32
SBF1-1.00/warnecke_c=78,0.418882247,S_hoffmann/cbfs,32,32,32
SBF1-1.00/warnecke_c=82,0.240805053,S_hoffmann/cbfs,30,30,30
SBF1-1.00/warnecke_c=86,0.127889122,S_hoffmann/cbfs,28,28,28
SBF1-1.00/warnecke_c=92,0.191848538,S_hoffmann/cbfs,25,25,25
SBF1-1.00/warnecke_c=97,0.431047061,S_hoffmann/cbfs,23,23,23
SBF1-1.00/wee-mag_c=28,0.013457891,S_hoffmann/cbfs,63,63,63
SBF1-1.00/wee-mag_c=29,0.014851926,S_hoffmann/cbfs,63,63,63
SBF1-1.00/wee-mag_c=30,0.028469258,S_hoffmann/cbfs,63,63,63
SBF1-1.00/wee-mag_c=31,0.027791276,S_hoffmann/cbfs,63,63,63
SBF1-1.00/wee-mag_c=32,0.028819084,S_hoffmann/cbfs,63,63,63
SBF1-1.00/wee-mag_c=33,0.029438998,S_hoffmann/cbfs,63,63,63
SBF1-1.00/wee-mag_c=34,0.028840824,S_hoffmann/cbfs,63,63,63
SBF1-1.00/wee-mag_c=35,0.028711214999999998,S_hoffmann/cbfs,63,63,63
SBF1-1.00/wee-mag_c=36,0.031371607,S_hoffmann/cbfs,63,63,63
SBF1-1.00/wee-mag_c=37,0.030199781,S_hoffmann/cbfs,63,63,63
SBF1-1.00/wee-mag_c=38,0.03034872,S_hoffmann/cbfs,63,63,63
SBF1-1.00/wee-mag_c=39,0.023597652,S_hoffmann/cbfs,63,63,63
