inst,elapsed,alg,lb,ub,blb
SBF1-0.75/Arc111_c=10027,1802.616040457,CABS,16,19,16
SBF1-0.75/Arc111_c=10743,1801.699543557,CABS,15,18,15
SBF1-0.75/arc111_c=11378,1801.371651656,CABS,14,17,14
SBF1-0.75/Arc111_c=11570,1803.372467371,CABS,14,16,14
SBF1-0.75/Arc111_c=17067,1802.654651217,CABS,10,11,10
SBF1-0.75/arc111_c=5755,97.082962861,CABS,27,27,27
SBF1-0.75/Arc111_c=5785,1803.19241953,CABS,27,28,27
SBF1-0.75/Arc111_c=6016,1802.867666866,CABS,26,28,26
SBF1-0.75/Arc111_c=6267,1803.228636121,CABS,25,29,25
SBF1-0.75/Arc111_c=6540,1803.579463411,CABS,24,29,24
SBF1-0.75/Arc111_c=6837,1801.755599087,CABS,23,28,23
SBF1-0.75/Arc111_c=7162,1803.572992537,CABS,22,26,22
SBF1-0.75/Arc111_c=7520,1804.132530751,CABS,21,25,21
SBF1-0.75/Arc111_c=7916,1802.626904475,CABS,20,24,20
SBF1-0.75/Arc111_c=8356,1801.298879963,CABS,19,23,19
SBF1-0.75/arc111_c=8847,1803.690505891,CABS,18,21,18
SBF1-0.75/Arc111_c=9400,1803.566353731,CABS,17,20,17
SBF1-0.75/arc83_c=10816,1801.800746181,CABS,8,9,8
SBF1-0.75/Arc83_c=3786,1813.268074638,CABS,22,22,22
SBF1-0.75/Arc83_c=3985,1803.92138351,CABS,22,22,22
SBF1-0.75/Arc83_c=4206,1807.295717672,CABS,22,22,22
SBF1-0.75/Arc83_c=4454,1806.521933285,CABS,21,22,21
SBF1-0.75/Arc83_c=4732,1805.913322268,CABS,20,21,20
SBF1-0.75/Arc83_c=5048,1806.771073644,CABS,18,19,18
SBF1-0.75/Arc83_c=5408,1805.593511038,CABS,16,18,16
SBF1-0.75/Arc83_c=5824,1805.360763557,CABS,15,17,15
SBF1-0.75/arc83_c=5853,1805.621955553,CABS,15,16,15
SBF1-0.75/Arc83_c=6309,1804.932500236,CABS,14,15,14
SBF1-0.75/arc83_c=6842,1806.272942569,CABS,12,14,12
SBF1-0.75/Arc83_c=6883,1808.838033585,CABS,12,14,12
SBF1-0.75/Arc83_c=7571,1804.08932569,CABS,12,13,12
SBF1-0.75/arc83_c=8412,1803.426835439,CABS,10,11,10
SBF1-0.75/arc83_c=8898,1805.176262365,CABS,10,11,10
SBF1-0.75/barthol2_c=101,1801.93106416,CABS,44,53,44
SBF1-0.75/barthol2_c=104,1801.48350465,CABS,43,53,43
SBF1-0.75/barthol2_c=106,1801.495620743,CABS,42,52,42
SBF1-0.75/barthol2_c=109,1800.064384226,CABS,41,50,41
SBF1-0.75/barthol2_c=112,1801.41597384,CABS,39,49,39
SBF1-0.75/barthol2_c=115,1801.020944981,CABS,38,48,38
SBF1-0.75/barthol2_c=118,1801.345484911,CABS,37,46,37
SBF1-0.75/barthol2_c=121,1801.507768896,CABS,36,45,36
SBF1-0.75/barthol2_c=125,1801.511401758,CABS,35,43,35
SBF1-0.75/barthol2_c=129,1801.429222363,CABS,34,41,34
SBF1-0.75/barthol2_c=133,1801.756123792,CABS,33,40,33
SBF1-0.75/barthol2_c=137,1801.315408984,CABS,32,39,32
SBF1-0.75/barthol2_c=142,1801.88978682,CABS,31,37,31
SBF1-0.75/barthol2_c=146,1800.815984746,CABS,30,36,30
SBF1-0.75/barthol2_c=152,1801.701943421,CABS,29,35,29
SBF1-0.75/barthol2_c=157,1800.700382876,CABS,28,34,28
SBF1-0.75/barthol2_c=163,1800.942495225,CABS,27,33,27
SBF1-0.75/barthol2_c=170,1801.661108375,CABS,26,30,26
SBF1-0.75/barthol2_c=84,1801.579902756,CABS,52,53,52
SBF1-0.75/barthol2_c=85,1801.765828313,CABS,51,53,51
SBF1-0.75/barthol2_c=87,1801.765758168,CABS,50,53,50
SBF1-0.75/barthol2_c=89,1801.698088338,CABS,49,53,49
SBF1-0.75/barthol2_c=91,1801.623095579,CABS,48,53,48
SBF1-0.75/barthol2_c=93,1801.747227309,CABS,48,53,48
SBF1-0.75/barthol2_c=95,1801.7685551,CABS,47,53,47
SBF1-0.75/barthol2_c=97,1801.794058169,CABS,46,53,46
SBF1-0.75/barthol2_c=99,1801.412544224,CABS,45,53,45
SBF1-0.75/barthold_c=403,1801.398245541,CABS,15,17,15
SBF1-0.75/barthold_c=434,1801.685956968,CABS,14,16,14
SBF1-0.75/barthold_c=470,1801.424587489,CABS,13,15,13
SBF1-0.75/barthold_c=513,1801.361523085,CABS,12,14,12
SBF1-0.75/barthold_c=564,1800.931836164,CABS,11,13,11
SBF1-0.75/barthold_c=626,1801.380897154,CABS,10,11,10
SBF1-0.75/barthold_c=705,1801.07776731,CABS,9,10,9
SBF1-0.75/barthold_c=805,1801.21181617,CABS,8,9,8
SBF1-0.75/bowman8_c=20,1.45138e-4,CABS,6,6,6
SBF1-0.75/buxey_c=27,0.057952667,CABS,14,14,14
SBF1-0.75/buxey_c=30,0.309526237,CABS,14,14,14
SBF1-0.75/buxey_c=33,0.404886457,CABS,14,14,14
SBF1-0.75/buxey_c=36,0.413479749,CABS,12,12,12
SBF1-0.75/buxey_c=41,0.627063856,CABS,11,11,11
SBF1-0.75/buxey_c=47,0.330045412,CABS,9,9,9
SBF1-0.75/buxey_c=54,0.585191298,CABS,8,8,8
SBF1-0.75/gunther_c=41,0.028535943,CABS,14,14,14
SBF1-0.75/gunther_c=44,0.062537998,CABS,14,14,14
SBF1-0.75/gunther_c=49,0.34511383,CABS,14,14,14
SBF1-0.75/gunther_c=54,0.226778962,CABS,12,12,12
SBF1-0.75/gunther_c=61,0.173633347,CABS,10,10,10
SBF1-0.75/gunther_c=69,0.63568457,CABS,9,9,9
SBF1-0.75/gunther_c=81,0.423387203,CABS,8,8,8
SBF1-0.75/hahn_c=2004,1.002581964,CABS,11,11,11
SBF1-0.75/hahn_c=2338,6.854046515,CABS,9,9,9
SBF1-0.75/hahn_c=2806,6.996838343,CABS,7,7,7
SBF1-0.75/hahn_c=3507,0.023908974,CABS,5,5,5
SBF1-0.75/hahn_c=4676,0.010109845,CABS,4,4,4
SBF1-0.75/heskia_c=138,71.922543883,CABS,10,10,10
SBF1-0.75/heskia_c=205,58.445698697,CABS,6,6,6
SBF1-0.75/heskia_c=216,1.346145022,CABS,6,6,6
SBF1-0.75/heskia_c=256,0.209074461,CABS,5,5,5
SBF1-0.75/heskia_c=324,0.221080959,CABS,4,4,4
SBF1-0.75/heskia_c=342,0.001390141,CABS,4,4,4
SBF1-0.75/jackson_c=10,0.001019344,CABS,8,8,8
SBF1-0.75/jackson_c=13,5.73864e-4,CABS,5,5,5
SBF1-0.75/jackson_c=14,6.41177e-4,CABS,5,5,5
SBF1-0.75/jackson_c=21,1.3594e-4,CABS,3,3,3
SBF1-0.75/jackson_c=7,4.69411e-4,CABS,9,9,9
SBF1-0.75/jackson_c=9,4.73855e-4,CABS,8,8,8
SBF1-0.75/jaeschke_c=10,3.32883e-4,CABS,7,7,7
SBF1-0.75/jaeschke_c=18,7.7303e-5,CABS,3,3,3
SBF1-0.75/jaeschke_c=6,1.57539e-4,CABS,8,8,8
SBF1-0.75/jaeschke_c=7,1.65685e-4,CABS,8,8,8
SBF1-0.75/jaeschke_c=8,1.60154e-4,CABS,8,8,8
SBF1-0.75/kilbrid_c=110,117.191699229,CABS,6,6,6
SBF1-0.75/kilbrid_c=111,14.690421711,CABS,6,6,6
SBF1-0.75/kilbrid_c=138,0.007184549,CABS,5,5,5
SBF1-0.75/kilbrid_c=184,0.003118709,CABS,4,4,4
SBF1-0.75/kilbrid_c=56,989.457324534,CABS,11,11,11
SBF1-0.75/kilbrid_c=57,1042.799859504,CABS,11,11,11
SBF1-0.75/kilbrid_c=62,1348.917386345,CABS,11,11,11
SBF1-0.75/kilbrid_c=69,1115.530084164,CABS,10,10,10
SBF1-0.75/kilbrid_c=79,1810.764219852,CABS,8,9,8
SBF1-0.75/kilbrid_c=92,833.586193759,CABS,7,7,7
SBF1-0.75/lutz1_c=1414,0.005467233,CABS,11,11,11
SBF1-0.75/lutz1_c=1572,0.014648907,CABS,12,12,12
SBF1-0.75/lutz1_c=1768,0.01864296,CABS,12,12,12
SBF1-0.75/lutz1_c=2020,0.025766093,CABS,10,10,10
SBF1-0.75/lutz1_c=2357,0.021693905,CABS,8,8,8
SBF1-0.75/lutz1_c=2828,0.018799053,CABS,7,7,7
SBF1-0.75/lutz2_c=11,32.919160422,CABS,53,53,53
SBF1-0.75/lutz2_c=12,138.252608777,CABS,54,54,54
SBF1-0.75/lutz2_c=13,128.950511536,CABS,53,53,53
SBF1-0.75/lutz2_c=14,277.392020849,CABS,54,54,54
SBF1-0.75/lutz2_c=15,166.653235922,CABS,50,50,50
SBF1-0.75/lutz2_c=16,277.67318908,CABS,46,46,46
SBF1-0.75/lutz2_c=17,603.090308207,CABS,42,42,42
SBF1-0.75/lutz2_c=18,611.597358855,CABS,39,39,39
SBF1-0.75/lutz2_c=19,567.194150977,CABS,34,34,34
SBF1-0.75/lutz2_c=20,551.109358099,CABS,32,32,32
SBF1-0.75/lutz2_c=21,577.190243095,CABS,31,31,31
SBF1-0.75/lutz3_c=103,507.122106721,CABS,21,21,21
SBF1-0.75/lutz3_c=110,510.437410497,CABS,19,19,19
SBF1-0.75/lutz3_c=118,491.984920516,CABS,18,18,18
SBF1-0.75/lutz3_c=127,87.33554154,CABS,16,16,16
SBF1-0.75/lutz3_c=137,390.10083761,CABS,15,15,15
SBF1-0.75/lutz3_c=150,486.158467582,CABS,14,14,14
SBF1-0.75/lutz3_c=75,42.577973327,CABS,23,23,23
SBF1-0.75/lutz3_c=79,317.9760809,CABS,24,24,24
SBF1-0.75/lutz3_c=83,398.631318969,CABS,24,24,24
SBF1-0.75/lutz3_c=87,477.649581852,CABS,25,25,25
SBF1-0.75/lutz3_c=92,349.620450503,CABS,23,23,23
SBF1-0.75/lutz3_c=97,323.891809943,CABS,22,22,22
SBF1-0.75/mansoor_c=48,2.55019e-4,CABS,5,5,5
SBF1-0.75/mansoor_c=62,3.94304e-4,CABS,4,4,4
SBF1-0.75/mansoor_c=94,1.20573e-4,CABS,3,3,3
SBF1-0.75/mertens_c=10,2.70906e-4,CABS,5,5,5
SBF1-0.75/mertens_c=15,8.7412e-5,CABS,3,3,3
SBF1-0.75/mertens_c=18,1.08109e-4,CABS,2,2,2
SBF1-0.75/mertens_c=6,1.15313e-4,CABS,6,6,6
SBF1-0.75/mertens_c=7,1.43864e-4,CABS,6,6,6
SBF1-0.75/mertens_c=8,2.04447e-4,CABS,6,6,6
SBF1-0.75/mitchell_c=14,4.43247e-4,CABS,9,9,9
SBF1-0.75/mitchell_c=15,0.001419623,CABS,10,10,10
SBF1-0.75/mitchell_c=21,0.004065727,CABS,7,7,7
SBF1-0.75/mitchell_c=26,0.007592991,CABS,6,6,6
SBF1-0.75/mitchell_c=35,2.64507e-4,CABS,4,4,4
SBF1-0.75/mitchell_c=39,0.002931185,CABS,4,4,4
SBF1-0.75/mukherje_c=176,1801.829314527,CABS,25,26,25
SBF1-0.75/mukherje_c=183,1803.034768805,CABS,24,26,24
SBF1-0.75/mukherje_c=192,1803.956389855,CABS,24,26,24
SBF1-0.75/mukherje_c=201,1803.976499857,CABS,23,26,23
SBF1-0.75/mukherje_c=211,1804.03160776,CABS,22,25,22
SBF1-0.75/mukherje_c=222,1804.106052536,CABS,21,24,21
SBF1-0.75/mukherje_c=234,1803.682789297,CABS,20,23,20
SBF1-0.75/mukherje_c=248,1803.912892996,CABS,19,22,19
SBF1-0.75/mukherje_c=263,1803.181817354,CABS,18,21,18
SBF1-0.75/mukherje_c=281,1804.075089855,CABS,16,19,16
SBF1-0.75/mukherje_c=301,1803.538932417,CABS,15,18,15
SBF1-0.75/mukherje_c=324,1803.444583287,CABS,15,16,15
SBF1-0.75/mukherje_c=351,1803.097337038,CABS,13,15,13
SBF1-0.75/roszieg_c=14,8.48685e-4,CABS,11,11,11
SBF1-0.75/roszieg_c=16,0.007536807,CABS,11,11,11
SBF1-0.75/roszieg_c=18,0.004304343,CABS,10,10,10
SBF1-0.75/roszieg_c=21,0.00951313,CABS,8,8,8
SBF1-0.75/roszieg_c=25,0.010939988,CABS,7,7,7
SBF1-0.75/roszieg_c=32,5.88233e-4,CABS,5,5,5
SBF1-0.75/sawyer30_c=25,0.195948559,CABS,14,14,14
SBF1-0.75/sawyer30_c=27,0.142890919,CABS,14,14,14
SBF1-0.75/sawyer30_c=30,0.811520983,CABS,14,14,14
SBF1-0.75/Sawyer30_c=33,1.368008973,CABS,14,14,14
SBF1-0.75/sawyer30_c=36,0.919044511,CABS,12,12,12
SBF1-0.75/sawyer30_c=41,1.476282004,CABS,11,11,11
SBF1-0.75/Sawyer30_c=47,0.878593504,CABS,9,9,9
SBF1-0.75/sawyer30_c=54,1.385611504,CABS,8,8,8
SBF1-0.75/sawyer30_c=75,1.605531184,CABS,6,6,6
SBF1-0.75/scholl_c=1394,1800.341814676,CABS,51,52,51
SBF1-0.75/scholl_c=1422,1800.352854449,CABS,50,53,50
SBF1-0.75/scholl_c=1452,1800.394420321,CABS,49,54,49
SBF1-0.75/scholl_c=1483,1800.458749591,CABS,48,55,48
SBF1-0.75/scholl_c=1515,1800.371341784,CABS,47,55,47
SBF1-0.75/scholl_c=1548,1800.343441899,CABS,46,56,46
SBF1-0.75/scholl_c=1584,1800.372699295,CABS,45,55,45
SBF1-0.75/scholl_c=1620,1800.37833868,CABS,44,54,44
SBF1-0.75/scholl_c=1659,1800.35976036,CABS,43,53,43
SBF1-0.75/scholl_c=1699,1800.467546759,CABS,42,52,42
SBF1-0.75/scholl_c=1742,1800.407552577,CABS,41,50,41
SBF1-0.75/scholl_c=1787,1800.215502087,CABS,40,50,40
SBF1-0.75/scholl_c=1834,1800.2923258819999,CABS,39,48,39
SBF1-0.75/scholl_c=1883,1800.436018253,CABS,38,47,38
SBF1-0.75/scholl_c=1935,1800.39943782,CABS,37,46,37
SBF1-0.75/scholl_c=1991,1800.48811164,CABS,36,44,36
SBF1-0.75/scholl_c=2049,1800.446729454,CABS,35,43,35
SBF1-0.75/scholl_c=2111,1800.454413768,CABS,34,42,34
SBF1-0.75/scholl_c=2177,1800.463153074,CABS,33,41,33
SBF1-0.75/scholl_c=2247,1800.336345669,CABS,32,39,32
SBF1-0.75/scholl_c=2322,1800.320481606,CABS,31,38,31
SBF1-0.75/scholl_c=2402,1800.43198913,CABS,30,36,30
SBF1-0.75/scholl_c=2488,1800.470767131,CABS,29,35,29
SBF1-0.75/scholl_c=2580,1800.367762105,CABS,28,34,28
SBF1-0.75/scholl_c=2680,1800.419851683,CABS,27,33,27
SBF1-0.75/scholl_c=2787,1800.373740895,CABS,26,31,26
SBF1-0.75/Tonge70_c=160,183.244916081,CABS,23,23,23
SBF1-0.75/Tonge70_c=168,1803.871788618,CABS,23,24,23
SBF1-0.75/Tonge70_c=176,1807.90533643,CABS,23,24,23
SBF1-0.75/Tonge70_c=185,1800.477485901,CABS,23,24,23
SBF1-0.75/Tonge70_c=195,847.404765416,CABS,23,23,23
SBF1-0.75/Tonge70_c=207,1812.137004513,CABS,21,22,21
SBF1-0.75/Tonge70_c=220,289.876848761,CABS,20,20,20
SBF1-0.75/Tonge70_c=234,1812.973618227,CABS,18,19,18
SBF1-0.75/Tonge70_c=251,1810.658093794,CABS,17,18,17
SBF1-0.75/Tonge70_c=270,794.06243941,CABS,16,16,16
SBF1-0.75/Tonge70_c=293,1802.095288538,CABS,14,15,14
SBF1-0.75/Tonge70_c=320,748.43688947,CABS,13,13,13
SBF1-0.75/tonge70_c=364,1810.418800745,CABS,11,12,11
SBF1-0.75/tonge70_c=410,1266.772626294,CABS,10,10,10
SBF1-0.75/tonge70_c=468,479.315715736,CABS,9,9,9
SBF1-0.75/tonge70_c=527,106.650636382,CABS,8,8,8
SBF1-0.75/warnecke_c=104,1810.531537045,CABS,19,20,19
SBF1-0.75/warnecke_c=111,1812.257643395,CABS,18,18,18
SBF1-0.75/warnecke_c=54,280.760437171,CABS,31,31,31
SBF1-0.75/warnecke_c=56,579.561758709,CABS,31,31,31
SBF1-0.75/warnecke_c=58,712.704468295,CABS,31,31,31
SBF1-0.75/warnecke_c=60,803.091376033,CABS,32,32,32
SBF1-0.75/warnecke_c=62,1299.625636717,CABS,32,32,32
SBF1-0.75/warnecke_c=65,1396.3768865,CABS,32,32,32
SBF1-0.75/warnecke_c=68,1498.957981116,CABS,32,32,32
SBF1-0.75/warnecke_c=71,1577.806605318,CABS,32,32,32
SBF1-0.75/warnecke_c=74,1611.010291727,CABS,32,32,32
SBF1-0.75/warnecke_c=78,1772.665131505,CABS,29,29,29
SBF1-0.75/warnecke_c=82,1802.213427162,CABS,28,28,28
SBF1-0.75/warnecke_c=86,1803.890771725,CABS,25,25,25
SBF1-0.75/warnecke_c=92,1812.218232448,CABS,23,23,23
SBF1-0.75/warnecke_c=97,1805.836171261,CABS,21,21,21
SBF1-0.75/wee-mag_c=28,0.362057757,CABS,63,63,63
SBF1-0.75/wee-mag_c=29,0.177208207,CABS,63,63,63
SBF1-0.75/wee-mag_c=30,1804.992295217,CABS,63,63,63
SBF1-0.75/wee-mag_c=31,1805.660491224,CABS,63,63,63
SBF1-0.75/wee-mag_c=32,1801.743596691,CABS,63,63,63
SBF1-0.75/wee-mag_c=33,1802.852047588,CABS,63,63,63
SBF1-0.75/wee-mag_c=34,1802.110632183,CABS,63,63,63
SBF1-0.75/wee-mag_c=35,1802.919089233,CABS,63,63,63
SBF1-0.75/wee-mag_c=36,1802.629715189,CABS,63,63,63
SBF1-0.75/wee-mag_c=37,1803.351040415,CABS,63,63,63
SBF1-0.75/wee-mag_c=38,1803.566472299,CABS,63,63,63
SBF1-0.75/wee-mag_c=39,1802.947162231,CABS,63,63,63
SBF1-0.75/wee-mag_c=40,1802.548884195,CABS,63,63,63
SBF1-0.75/wee-mag_c=41,1802.317086137,CABS,63,63,63
SBF1-0.75/wee-mag_c=42,1801.547293914,CABS,63,63,63
SBF1-0.75/wee-mag_c=43,1802.297531774,CABS,63,63,63
SBF1-0.75/wee-mag_c=45,1808.927206116,CABS,62,62,62
SBF1-0.75/wee-mag_c=46,1803.510644399,CABS,61,75,61
SBF1-0.75/wee-mag_c=47,1802.875288494,CABS,61,61,61
SBF1-0.75/wee-mag_c=49,1809.137100047,CABS,60,75,60
SBF1-0.75/wee-mag_c=50,1806.324930101,CABS,60,75,60
SBF1-0.75/wee-mag_c=52,1808.720194586,CABS,60,75,60
SBF1-0.75/wee-mag_c=54,1803.252704927,CABS,60,75,60
SBF1-0.75/wee-mag_c=56,1801.975902028,CABS,55,75,55
SBF1-1.00/Arc111_c=10027,1801.240315103,CABS,16,19,16
SBF1-1.00/Arc111_c=10743,1803.081812748,CABS,15,18,15
SBF1-1.00/arc111_c=11378,1803.346451335,CABS,14,17,14
SBF1-1.00/Arc111_c=11570,1803.423542325,CABS,14,17,14
SBF1-1.00/Arc111_c=17067,1801.393656346,CABS,10,12,10
SBF1-1.00/arc111_c=5755,92.361483511,CABS,27,27,27
SBF1-1.00/Arc111_c=5785,1803.683642591,CABS,27,28,27
SBF1-1.00/Arc111_c=6016,1802.972814473,CABS,26,28,26
SBF1-1.00/Arc111_c=6267,1803.069254414,CABS,25,29,25
SBF1-1.00/Arc111_c=6540,1803.606342132,CABS,24,29,24
SBF1-1.00/Arc111_c=6837,1802.706031542,CABS,24,28,24
SBF1-1.00/Arc111_c=7162,1803.628401944,CABS,23,27,23
SBF1-1.00/Arc111_c=7520,1801.930671918,CABS,22,27,22
SBF1-1.00/Arc111_c=7916,1803.040113741,CABS,21,25,21
SBF1-1.00/Arc111_c=8356,1801.656764254,CABS,19,24,19
SBF1-1.00/arc111_c=8847,1803.44375332,CABS,18,22,18
SBF1-1.00/Arc111_c=9400,1800.230028085,CABS,17,21,17
SBF1-1.00/arc83_c=10816,1809.416092359,CABS,8,9,8
SBF1-1.00/Arc83_c=3786,1812.031693078,CABS,22,22,22
SBF1-1.00/Arc83_c=3985,1802.310929017,CABS,22,22,22
SBF1-1.00/Arc83_c=4206,1807.268782678,CABS,22,22,22
SBF1-1.00/Arc83_c=4454,1806.094911899,CABS,22,23,22
SBF1-1.00/Arc83_c=4732,1804.509790186,CABS,21,22,21
SBF1-1.00/Arc83_c=5048,1806.544292167,CABS,19,21,19
SBF1-1.00/Arc83_c=5408,1805.339953147,CABS,17,19,17
SBF1-1.00/Arc83_c=5824,1807.354789652,CABS,16,18,16
SBF1-1.00/arc83_c=5853,1805.922583637,CABS,15,18,15
SBF1-1.00/Arc83_c=6309,1806.905880442,CABS,14,16,14
SBF1-1.00/arc83_c=6842,1806.64983715,CABS,13,15,13
SBF1-1.00/Arc83_c=6883,1806.613323526,CABS,13,15,13
SBF1-1.00/Arc83_c=7571,1805.614562379,CABS,11,13,11
SBF1-1.00/arc83_c=8412,1806.58538086,CABS,10,12,10
SBF1-1.00/arc83_c=8898,1806.221445294,CABS,10,11,10
SBF1-1.00/barthol2_c=101,1801.801599845,CABS,44,53,44
SBF1-1.00/barthol2_c=104,1801.353012101,CABS,43,53,43
SBF1-1.00/barthol2_c=106,1802.474376956,CABS,43,53,43
SBF1-1.00/barthol2_c=109,1801.896419579,CABS,42,53,42
SBF1-1.00/barthol2_c=112,1801.341132792,CABS,40,52,40
SBF1-1.00/barthol2_c=115,1801.264974118,CABS,39,51,39
SBF1-1.00/barthol2_c=118,1801.683323179,CABS,38,49,38
SBF1-1.00/barthol2_c=121,1801.196285151,CABS,37,47,37
SBF1-1.00/barthol2_c=125,1801.654532395,CABS,35,46,35
SBF1-1.00/barthol2_c=129,1801.968237814,CABS,34,44,34
SBF1-1.00/barthol2_c=133,1801.531387982,CABS,33,43,33
SBF1-1.00/barthol2_c=137,1801.329031199,CABS,32,41,32
SBF1-1.00/barthol2_c=142,1801.742015676,CABS,31,40,31
SBF1-1.00/barthol2_c=146,1801.898812982,CABS,30,39,30
SBF1-1.00/barthol2_c=152,1801.550118764,CABS,29,37,29
SBF1-1.00/barthol2_c=157,1801.797375936,CABS,28,35,28
SBF1-1.00/barthol2_c=163,1800.574312066,CABS,27,34,27
SBF1-1.00/barthol2_c=170,1801.741619633,CABS,26,32,26
SBF1-1.00/barthol2_c=84,1801.560574714,CABS,52,53,52
SBF1-1.00/barthol2_c=85,1801.826245879,CABS,51,53,51
SBF1-1.00/barthol2_c=87,1801.829239316,CABS,50,53,50
SBF1-1.00/barthol2_c=89,1801.611625641,CABS,49,53,49
SBF1-1.00/barthol2_c=91,1801.762871896,CABS,48,53,48
SBF1-1.00/barthol2_c=93,1801.660079754,CABS,48,53,48
SBF1-1.00/barthol2_c=95,1801.590677356,CABS,47,53,47
SBF1-1.00/barthol2_c=97,1801.760607108,CABS,46,53,46
SBF1-1.00/barthol2_c=99,1801.071344971,CABS,45,53,45
SBF1-1.00/barthold_c=403,1801.445847214,CABS,15,17,15
SBF1-1.00/barthold_c=434,1801.2255705,CABS,14,17,14
SBF1-1.00/barthold_c=470,1801.584304173,CABS,13,16,13
SBF1-1.00/barthold_c=513,1801.526597908,CABS,12,15,12
SBF1-1.00/barthold_c=564,1800.850194829,CABS,11,13,11
SBF1-1.00/barthold_c=626,1801.289930438,CABS,10,12,10
SBF1-1.00/barthold_c=705,1800.74079343,CABS,9,11,9
SBF1-1.00/barthold_c=805,1801.371495501,CABS,8,9,8
SBF1-1.00/bowman8_c=20,1.58201e-4,CABS,6,6,6
SBF1-1.00/buxey_c=27,0.059619097,CABS,14,14,14
SBF1-1.00/buxey_c=30,0.312027602,CABS,14,14,14
SBF1-1.00/buxey_c=33,0.393147025,CABS,14,14,14
SBF1-1.00/buxey_c=36,0.702567098,CABS,14,14,14
SBF1-1.00/buxey_c=41,0.773848125,CABS,12,12,12
SBF1-1.00/buxey_c=47,0.74312922,CABS,10,10,10
SBF1-1.00/buxey_c=54,0.476434997,CABS,8,8,8
SBF1-1.00/gunther_c=41,0.029550919,CABS,14,14,14
SBF1-1.00/gunther_c=44,0.064230484,CABS,14,14,14
SBF1-1.00/gunther_c=49,0.316672688,CABS,14,14,14
SBF1-1.00/gunther_c=54,0.540625362,CABS,14,14,14
SBF1-1.00/gunther_c=61,0.235581333,CABS,11,11,11
SBF1-1.00/gunther_c=69,0.584484494,CABS,10,10,10
SBF1-1.00/gunther_c=81,0.641533379,CABS,8,8,8
SBF1-1.00/hahn_c=2004,2.711053336,CABS,11,11,11
SBF1-1.00/hahn_c=2338,12.039080369,CABS,9,9,9
SBF1-1.00/hahn_c=2806,6.330541085,CABS,7,7,7
SBF1-1.00/hahn_c=3507,7.078280489,CABS,6,6,6
SBF1-1.00/hahn_c=4676,6.350105006,CABS,5,5,5
SBF1-1.00/heskia_c=138,29.698275604,CABS,10,10,10
SBF1-1.00/heskia_c=205,255.742977121,CABS,7,7,7
SBF1-1.00/heskia_c=216,28.595698101,CABS,6,6,6
SBF1-1.00/heskia_c=256,56.961527053,CABS,5,5,5
SBF1-1.00/heskia_c=324,7.519979355,CABS,4,4,4
SBF1-1.00/heskia_c=342,0.103487572,CABS,4,4,4
SBF1-1.00/jackson_c=10,9.66857e-4,CABS,8,8,8
SBF1-1.00/jackson_c=13,4.10466e-4,CABS,6,6,6
SBF1-1.00/jackson_c=14,6.99021e-4,CABS,5,5,5
SBF1-1.00/jackson_c=21,1.77126e-4,CABS,3,3,3
SBF1-1.00/jackson_c=7,5.13698e-4,CABS,9,9,9
SBF1-1.00/jackson_c=9,4.98519e-4,CABS,8,8,8
SBF1-1.00/jaeschke_c=10,2.13542e-4,CABS,8,8,8
SBF1-1.00/jaeschke_c=18,2.97108e-4,CABS,4,4,4
SBF1-1.00/jaeschke_c=6,1.55597e-4,CABS,8,8,8
SBF1-1.00/jaeschke_c=7,1.66438e-4,CABS,8,8,8
SBF1-1.00/jaeschke_c=8,1.71405e-4,CABS,8,8,8
SBF1-1.00/kilbrid_c=110,851.854032123,CABS,6,6,6
SBF1-1.00/kilbrid_c=111,880.664315817,CABS,6,6,6
SBF1-1.00/kilbrid_c=138,108.061331668,CABS,5,5,5
SBF1-1.00/kilbrid_c=184,0.108565312,CABS,4,4,4
SBF1-1.00/kilbrid_c=56,984.491509408,CABS,11,11,11
SBF1-1.00/kilbrid_c=57,1036.462827344,CABS,11,11,11
SBF1-1.00/kilbrid_c=62,1410.62694016,CABS,11,11,11
SBF1-1.00/kilbrid_c=69,1236.904076704,CABS,10,10,10
SBF1-1.00/kilbrid_c=79,1066.460439014,CABS,9,9,9
SBF1-1.00/kilbrid_c=92,1810.500651175,CABS,7,8,7
SBF1-1.00/lutz1_c=1414,0.005598399,CABS,11,11,11
SBF1-1.00/lutz1_c=1572,0.014139848,CABS,12,12,12
SBF1-1.00/lutz1_c=1768,0.024224136,CABS,12,12,12
SBF1-1.00/lutz1_c=2020,0.016500852,CABS,11,11,11
SBF1-1.00/lutz1_c=2357,0.02839788,CABS,9,9,9
SBF1-1.00/lutz1_c=2828,0.018980627,CABS,7,7,7
SBF1-1.00/lutz2_c=11,32.181818498,CABS,53,53,53
SBF1-1.00/lutz2_c=12,135.379034525,CABS,54,54,54
SBF1-1.00/lutz2_c=13,132.203136651,CABS,53,53,53
SBF1-1.00/lutz2_c=14,266.026035957,CABS,54,54,54
SBF1-1.00/lutz2_c=15,264.818102816,CABS,54,54,54
SBF1-1.00/lutz2_c=16,245.374246053,CABS,50,50,50
SBF1-1.00/lutz2_c=17,287.564785746,CABS,46,46,46
SBF1-1.00/lutz2_c=18,923.902472161,CABS,42,42,42
SBF1-1.00/lutz2_c=19,627.349908217,CABS,39,39,39
SBF1-1.00/lutz2_c=20,616.937314286,CABS,35,35,35
