set,alpha,inst,n,lm1,lms1,lm2,lm3,lm4
mp,NA,MITCHELL.IN2_TS0.75_EJ3,21,6,6,2,4,6
mp,NA,MITCHELL.IN2_TS0.75_EJ4,21,8,8,5,6,9
mp,NA,MITCHELL.IN2_TS0.75_EJ5,21,4,4,0,1,4
mp,NA,MITCHELL.IN2_TS0.75_EJ6,21,5,5,1,2,5
mp,NA,MITCHELL.IN2_TS0.75_EJ7,21,5,5,1,2,5
mp,NA,MITCHELL.IN2_TS0.75_EJ8,21,5,5,1,2,5
mp,NA,MITCHELL.IN2_TS0.75_EJ9,21,3,3,0,1,3
mp,NA,MITCHELL.IN2_TS0.75-med_EJ1,21,3,4,0,1,4
mp,NA,MITCHELL.IN2_TS0.75-med_EJ10,21,4,4,0,1,4
mp,NA,MITCHELL.IN2_TS0.75-med_EJ2,21,3,4,0,1,4
mp,NA,MITCHELL.IN2_TS0.75-med_EJ3,21,7,7,3,4,7
mp,NA,MITCHELL.IN2_TS0.75-med_EJ4,21,5,5,1,2,5
mp,NA,MITCHELL.IN2_TS0.75-med_EJ5,21,4,4,0,1,4
mp,NA,MITCHELL.IN2_TS0.75-med_EJ6,21,5,5,1,2,5
mp,NA,MITCHELL.IN2_TS0.75-med_EJ7,21,4,4,0,1,4
mp,NA,MITCHELL.IN2_TS0.75-med_EJ8,21,7,7,3,4,7
mp,NA,MITCHELL.IN2_TS0.75-med_EJ9,21,3,4,0,1,4
mp,NA,MUKHERJE.IN2_TS0.25_EJ1,94,17,17,3,6,17
mp,NA,MUKHERJE.IN2_TS0.25_EJ10,94,20,20,7,10,21
mp,NA,MUKHERJE.IN2_TS0.25_EJ2,94,14,14,1,4,14
mp,NA,MUKHERJE.IN2_TS0.25_EJ3,94,22,22,8,11,23
mp,NA,MUKHERJE.IN2_TS0.25_EJ4,94,22,22,8,12,23
mp,NA,MUKHERJE.IN2_TS0.25_EJ5,94,18,18,4,6,18
mp,NA,MUKHERJE.IN2_TS0.25_EJ6,94,21,21,8,11,22
mp,NA,MUKHERJE.IN2_TS0.25_EJ7,94,16,16,3,5,16
mp,NA,MUKHERJE.IN2_TS0.25_EJ8,94,14,14,2,4,15
mp,NA,MUKHERJE.IN2_TS0.25_EJ9,94,16,16,3,5,17
mp,NA,MUKHERJE.IN2_TS0.25-med_EJ1,94,19,19,5,7,19
mp,NA,MUKHERJE.IN2_TS0.25-med_EJ10,94,22,22,8,12,23
mp,NA,MUKHERJE.IN2_TS0.25-med_EJ2,94,21,21,7,11,22
mp,NA,MUKHERJE.IN2_TS0.25-med_EJ3,94,15,15,3,5,16
mp,NA,MUKHERJE.IN2_TS0.25-med_EJ4,94,24,24,10,15,25
mp,NA,MUKHERJE.IN2_TS0.25-med_EJ5,94,21,21,8,11,22
mp,NA,MUKHERJE.IN2_TS0.25-med_EJ6,94,14,14,2,4,15
mp,NA,MUKHERJE.IN2_TS0.25-med_EJ7,94,16,16,3,5,16
mp,NA,MUKHERJE.IN2_TS0.25-med_EJ8,94,22,22,8,11,23
mp,NA,MUKHERJE.IN2_TS0.25-med_EJ9,94,17,17,3,5,17
mp,NA,MUKHERJE.IN2_TS0.75_EJ1,94,13,13,1,4,13
mp,NA,MUKHERJE.IN2_TS0.75_EJ10,94,17,17,3,6,17
mp,NA,MUKHERJE.IN2_TS0.75_EJ2,94,19,19,6,8,19
mp,NA,MUKHERJE.IN2_TS0.75_EJ3,94,14,14,2,4,15
mp,NA,MUKHERJE.IN2_TS0.75_EJ4,94,21,21,8,11,22
mp,NA,MUKHERJE.IN2_TS0.75_EJ5,94,15,15,3,4,15
mp,NA,MUKHERJE.IN2_TS0.75_EJ6,94,20,20,7,10,22
mp,NA,MUKHERJE.IN2_TS0.75_EJ7,94,15,15,3,4,16
mp,NA,MUKHERJE.IN2_TS0.75_EJ8,94,13,13,0,2,13
mp,NA,MUKHERJE.IN2_TS0.75_EJ9,94,25,25,10,15,25
mp,NA,MUKHERJE.IN2_TS0.75-med_EJ1,94,16,16,3,5,16
mp,NA,MUKHERJE.IN2_TS0.75-med_EJ10,94,18,18,4,6,19
mp,NA,MUKHERJE.IN2_TS0.75-med_EJ2,94,19,19,7,9,20
mp,NA,MUKHERJE.IN2_TS0.75-med_EJ3,94,16,16,3,5,17
mp,NA,MUKHERJE.IN2_TS0.75-med_EJ4,94,16,16,3,5,16
mp,NA,MUKHERJE.IN2_TS0.75-med_EJ5,94,17,17,3,6,18
mp,NA,MUKHERJE.IN2_TS0.75-med_EJ6,94,12,13,0,2,13
mp,NA,MUKHERJE.IN2_TS0.75-med_EJ7,94,17,17,3,6,17
mp,NA,MUKHERJE.IN2_TS0.75-med_EJ8,94,13,13,1,4,14
mp,NA,MUKHERJE.IN2_TS0.75-med_EJ9,94,16,16,3,5,16
mp,NA,ROSZIEG.IN2_TS0.25_EJ1,25,8,8,3,4,8
mp,NA,ROSZIEG.IN2_TS0.25_EJ10,25,8,8,3,4,8
mp,NA,ROSZIEG.IN2_TS0.25_EJ2,25,9,9,5,6,9
mp,NA,ROSZIEG.IN2_TS0.25_EJ3,25,5,5,0,1,5
mp,NA,ROSZIEG.IN2_TS0.25_EJ4,25,7,7,1,4,7
mp,NA,ROSZIEG.IN2_TS0.25_EJ5,25,5,5,0,2,5
mp,NA,ROSZIEG.IN2_TS0.25_EJ6,25,5,5,1,2,5
mp,NA,ROSZIEG.IN2_TS0.25_EJ7,25,5,5,0,1,5
mp,NA,ROSZIEG.IN2_TS0.25_EJ8,25,9,9,5,6,9
mp,NA,ROSZIEG.IN2_TS0.25_EJ9,25,5,5,1,2,5
mp,NA,ROSZIEG.IN2_TS0.25-med_EJ1,25,7,7,1,4,7
mp,NA,ROSZIEG.IN2_TS0.25-med_EJ10,25,5,5,0,1,5
mp,NA,ROSZIEG.IN2_TS0.25-med_EJ2,25,5,6,1,2,6
mp,NA,ROSZIEG.IN2_TS0.25-med_EJ3,25,5,5,0,2,5
mp,NA,ROSZIEG.IN2_TS0.25-med_EJ4,25,5,5,0,1,5
mp,NA,ROSZIEG.IN2_TS0.25-med_EJ5,25,6,6,1,3,6
mp,NA,ROSZIEG.IN2_TS0.25-med_EJ6,25,5,5,0,1,5
mp,NA,ROSZIEG.IN2_TS0.25-med_EJ7,25,4,4,0,1,5
mp,NA,ROSZIEG.IN2_TS0.25-med_EJ8,25,5,5,0,1,5
mp,NA,ROSZIEG.IN2_TS0.25-med_EJ9,25,5,5,1,2,5
mp,NA,ROSZIEG.IN2_TS0.75_EJ1,25,5,5,0,1,5
mp,NA,ROSZIEG.IN2_TS0.75_EJ10,25,6,6,1,3,6
mp,NA,ROSZIEG.IN2_TS0.75_EJ2,25,4,4,0,1,4
mp,NA,ROSZIEG.IN2_TS0.75_EJ3,25,7,7,1,4,7
mp,NA,ROSZIEG.IN2_TS0.75_EJ4,25,7,7,1,4,7
mp,NA,ROSZIEG.IN2_TS0.75_EJ5,25,5,5,0,2,5
mp,NA,ROSZIEG.IN2_TS0.75_EJ6,25,8,8,4,4,9
mp,NA,ROSZIEG.IN2_TS0.75_EJ7,25,4,4,0,1,4
mp,NA,ROSZIEG.IN2_TS0.75_EJ8,25,7,7,1,4,7
mp,NA,ROSZIEG.IN2_TS0.75_EJ9,25,6,6,1,3,6
mp,NA,ROSZIEG.IN2_TS0.75-med_EJ1,25,7,7,2,4,9
mp,NA,ROSZIEG.IN2_TS0.75-med_EJ10,25,4,4,0,1,4
mp,NA,ROSZIEG.IN2_TS0.75-med_EJ2,25,5,6,1,2,6
mp,NA,ROSZIEG.IN2_TS0.75-med_EJ3,25,5,5,0,1,5
mp,NA,ROSZIEG.IN2_TS0.75-med_EJ4,25,8,8,4,4,10
mp,NA,ROSZIEG.IN2_TS0.75-med_EJ5,25,9,9,6,7,11
mp,NA,ROSZIEG.IN2_TS0.75-med_EJ6,25,7,7,1,4,8
mp,NA,ROSZIEG.IN2_TS0.75-med_EJ7,25,8,8,4,4,10
mp,NA,ROSZIEG.IN2_TS0.75-med_EJ8,25,5,6,1,2,6
mp,NA,ROSZIEG.IN2_TS0.75-med_EJ9,25,5,5,0,1,5
mp,NA,SAWYER30.IN2_TS0.25_EJ1,30,6,6,0,2,6
mp,NA,SAWYER30.IN2_TS0.25_EJ10,30,9,9,2,6,9
mp,NA,SAWYER30.IN2_TS0.25_EJ2,30,6,6,0,1,6
mp,NA,SAWYER30.IN2_TS0.25_EJ3,30,6,6,0,2,6
mp,NA,SAWYER30.IN2_TS0.25_EJ4,30,6,6,0,1,6
mp,NA,SAWYER30.IN2_TS0.25_EJ5,30,5,5,0,1,5
mp,NA,SAWYER30.IN2_TS0.25_EJ6,30,5,5,0,1,5
mp,NA,SAWYER30.IN2_TS0.25_EJ7,30,5,5,0,1,5
mp,NA,SAWYER30.IN2_TS0.25_EJ8,30,13,13,12,12,13
mp,NA,SAWYER30.IN2_TS0.25_EJ9,30,7,7,1,3,7
mp,NA,SAWYER30.IN2_TS0.25-med_EJ1,30,5,5,0,1,5
mp,NA,SAWYER30.IN2_TS0.25-med_EJ10,30,6,6,0,1,6
mp,NA,SAWYER30.IN2_TS0.25-med_EJ2,30,6,6,0,2,6
mp,NA,SAWYER30.IN2_TS0.25-med_EJ3,30,5,5,0,1,5
mp,NA,SAWYER30.IN2_TS0.25-med_EJ4,30,8,8,1,4,8
mp,NA,SAWYER30.IN2_TS0.25-med_EJ5,30,9,9,3,6,9
mp,NA,SAWYER30.IN2_TS0.25-med_EJ6,30,5,5,0,1,5
mp,NA,SAWYER30.IN2_TS0.25-med_EJ7,30,8,8,2,6,8
mp,NA,SAWYER30.IN2_TS0.25-med_EJ8,30,10,10,5,7,10
mp,NA,SAWYER30.IN2_TS0.25-med_EJ9,30,10,10,5,7,10
mp,NA,SAWYER30.IN2_TS0.75_EJ1,30,5,5,0,1,5
mp,NA,SAWYER30.IN2_TS0.75_EJ10,30,5,5,0,1,5
mp,NA,SAWYER30.IN2_TS0.75_EJ2,30,8,8,1,4,8
mp,NA,SAWYER30.IN2_TS0.75_EJ3,30,5,5,0,1,5
mp,NA,SAWYER30.IN2_TS0.75_EJ4,30,9,9,4,7,9
mp,NA,SAWYER30.IN2_TS0.75_EJ5,30,11,11,8,9,11
mp,NA,SAWYER30.IN2_TS0.75_EJ6,30,13,13,12,12,13
mp,NA,SAWYER30.IN2_TS0.75_EJ7,30,5,5,0,1,5
mp,NA,SAWYER30.IN2_TS0.75_EJ8,30,6,6,0,2,6
mp,NA,SAWYER30.IN2_TS0.75_EJ9,30,6,6,0,1,6
mp,NA,SAWYER30.IN2_TS0.75-med_EJ1,30,6,6,0,2,6
mp,NA,SAWYER30.IN2_TS0.75-med_EJ10,30,5,5,0,1,5
mp,NA,SAWYER30.IN2_TS0.75-med_EJ2,30,13,13,12,12,13
mp,NA,SAWYER30.IN2_TS0.75-med_EJ3,30,7,7,0,3,7
mp,NA,SAWYER30.IN2_TS0.75-med_EJ4,30,10,10,4,7,10
mp,NA,SAWYER30.IN2_TS0.75-med_EJ5,30,7,7,1,3,7
mp,NA,SAWYER30.IN2_TS0.75-med_EJ6,30,6,6,0,2,6
mp,NA,SAWYER30.IN2_TS0.75-med_EJ7,30,8,8,1,4,8
mp,NA,SAWYER30.IN2_TS0.75-med_EJ8,30,5,6,0,1,5
mp,NA,SAWYER30.IN2_TS0.75-med_EJ9,30,8,8,2,6,8
mp,NA,SCHOLL.IN2_TS0.25_EJ1,297,29,29,2,5,29
mp,NA,SCHOLL.IN2_TS0.25_EJ10,297,31,31,2,6,31
mp,NA,SCHOLL.IN2_TS0.25_EJ2,297,26,26,1,3,26
mp,NA,SCHOLL.IN2_TS0.25_EJ3,297,31,31,2,6,31
mp,NA,SCHOLL.IN2_TS0.25_EJ4,297,46,46,11,12,46
mp,NA,SCHOLL.IN2_TS0.25_EJ5,297,36,36,4,8,36
mp,NA,SCHOLL.IN2_TS0.25_EJ6,297,29,29,2,5,29
mp,NA,SCHOLL.IN2_TS0.25_EJ7,297,49,49,13,14,49
mp,NA,SCHOLL.IN2_TS0.25_EJ8,297,32,32,2,7,32
mp,NA,SCHOLL.IN2_TS0.25_EJ9,297,35,35,3,8,35
mp,NA,SCHOLL.IN2_TS0.25-med_EJ1,297,32,32,2,7,32
mp,NA,SCHOLL.IN2_TS0.25-med_EJ10,297,36,36,4,8,36
mp,NA,SCHOLL.IN2_TS0.25-med_EJ2,297,44,44,10,9,44
mp,NA,SCHOLL.IN2_TS0.25-med_EJ3,297,50,50,13,14,50
mp,NA,SCHOLL.IN2_TS0.25-med_EJ4,297,36,36,4,8,36
mp,NA,SCHOLL.IN2_TS0.25-med_EJ5,297,40,40,6,9,40
mp,NA,SCHOLL.IN2_TS0.25-med_EJ6,297,31,31,2,6,31
mp,NA,SCHOLL.IN2_TS0.25-med_EJ7,297,26,26,1,3,26
mp,NA,SCHOLL.IN2_TS0.25-med_EJ8,297,29,29,2,5,29
mp,NA,SCHOLL.IN2_TS0.25-med_EJ9,297,35,35,4,8,35
mp,NA,SCHOLL.IN2_TS0.75_EJ1,297,39,39,5,9,39
mp,NA,SCHOLL.IN2_TS0.75_EJ10,297,36,36,4,8,36
mp,NA,SCHOLL.IN2_TS0.75_EJ2,297,27,27,2,4,27
mp,NA,SCHOLL.IN2_TS0.75_EJ3,297,42,42,10,9,42
mp,NA,SCHOLL.IN2_TS0.75_EJ4,297,32,32,2,6,32
mp,NA,SCHOLL.IN2_TS0.75_EJ5,297,33,33,2,7,33
mp,NA,SCHOLL.IN2_TS0.75_EJ6,297,45,45,10,10,45
mp,NA,SCHOLL.IN2_TS0.75_EJ7,297,42,42,10,9,42
mp,NA,SCHOLL.IN2_TS0.75_EJ8,297,32,32,2,6,32
mp,NA,SCHOLL.IN2_TS0.75_EJ9,297,28,28,2,5,28
mp,NA,SCHOLL.IN2_TS0.75-med_EJ1,297,49,49,13,14,49
mp,NA,SCHOLL.IN2_TS0.75-med_EJ10,297,30,30,2,5,30
mp,NA,SCHOLL.IN2_TS0.75-med_EJ2,297,39,39,6,9,39
mp,NA,SCHOLL.IN2_TS0.75-med_EJ3,297,48,48,12,12,48
mp,NA,SCHOLL.IN2_TS0.75-med_EJ4,297,37,37,5,8,37
mp,NA,SCHOLL.IN2_TS0.75-med_EJ5,297,37,37,5,8,37
mp,NA,SCHOLL.IN2_TS0.75-med_EJ6,297,26,26,1,3,26
mp,NA,SCHOLL.IN2_TS0.75-med_EJ7,297,29,29,2,5,29
mp,NA,SCHOLL.IN2_TS0.75-med_EJ8,297,31,31,2,6,31
mp,NA,SCHOLL.IN2_TS0.75-med_EJ9,297,26,26,1,3,26
mp,NA,TONGE70.IN2_TS0.25_EJ1,70,8,8,0,0,8
mp,NA,TONGE70.IN2_TS0.25_EJ10,70,9,9,0,2,9
mp,NA,TONGE70.IN2_TS0.25_EJ2,70,20,20,11,15,20
mp,NA,TONGE70.IN2_TS0.25_EJ3,70,11,11,0,4,11
mp,NA,TONGE70.IN2_TS0.25_EJ4,70,8,8,0,0,8
mp,NA,TONGE70.IN2_TS0.25_EJ5,70,14,14,6,6,14
mp,NA,TONGE70.IN2_TS0.25_EJ6,70,22,22,14,16,22
mp,NA,TONGE70.IN2_TS0.25_EJ7,70,9,9,0,3,9
mp,NA,TONGE70.IN2_TS0.25_EJ8,70,7,7,0,0,7
mp,NA,TONGE70.IN2_TS0.25_EJ9,70,7,7,0,0,7
mp,NA,TONGE70.IN2_TS0.25-med_EJ1,70,12,12,2,4,12
mp,NA,TONGE70.IN2_TS0.25-med_EJ10,70,19,19,9,14,19
mp,NA,TONGE70.IN2_TS0.25-med_EJ2,70,16,16,7,8,16
mp,NA,TONGE70.IN2_TS0.25-med_EJ3,70,16,16,7,8,16
mp,NA,TONGE70.IN2_TS0.25-med_EJ4,70,7,8,0,0,7
mp,NA,TONGE70.IN2_TS0.25-med_EJ5,70,7,7,0,0,7
mp,NA,TONGE70.IN2_TS0.25-med_EJ6,70,11,11,0,4,11
mp,NA,TONGE70.IN2_TS0.25-med_EJ7,70,8,8,0,0,8
mp,NA,TONGE70.IN2_TS0.25-med_EJ8,70,13,13,3,5,13
mp,NA,TONGE70.IN2_TS0.25-med_EJ9,70,7,7,0,0,7
mp,NA,TONGE70.IN2_TS0.75_EJ1,70,13,13,3,5,13
mp,NA,TONGE70.IN2_TS0.75_EJ10,70,8,8,0,0,8
mp,NA,TONGE70.IN2_TS0.75_EJ2,70,9,9,0,1,9
mp,NA,TONGE70.IN2_TS0.75_EJ3,70,16,16,7,8,16
mp,NA,TONGE70.IN2_TS0.75_EJ4,70,9,9,0,3,9
mp,NA,TONGE70.IN2_TS0.75_EJ5,70,9,9,0,1,9
mp,NA,TONGE70.IN2_TS0.75_EJ6,70,11,11,0,4,11
mp,NA,TONGE70.IN2_TS0.75_EJ7,70,9,9,0,3,9
mp,NA,TONGE70.IN2_TS0.75_EJ8,70,13,13,3,4,13
mp,NA,TONGE70.IN2_TS0.75_EJ9,70,8,8,0,0,8
mp,NA,TONGE70.IN2_TS0.75-med_EJ1,70,9,9,0,3,9
mp,NA,TONGE70.IN2_TS0.75-med_EJ10,70,9,9,0,3,9
mp,NA,TONGE70.IN2_TS0.75-med_EJ2,70,20,20,9,14,20
mp,NA,TONGE70.IN2_TS0.75-med_EJ3,70,12,13,2,4,12
mp,NA,TONGE70.IN2_TS0.75-med_EJ4,70,8,8,0,0,8
mp,NA,TONGE70.IN2_TS0.75-med_EJ5,70,12,12,0,4,12
mp,NA,TONGE70.IN2_TS0.75-med_EJ6,70,20,20,11,15,20
mp,NA,TONGE70.IN2_TS0.75-med_EJ7,70,8,8,0,0,8
mp,NA,TONGE70.IN2_TS0.75-med_EJ8,70,12,12,0,4,12
mp,NA,TONGE70.IN2_TS0.75-med_EJ9,70,9,9,0,3,9
mp,NA,WARNECKE.IN2_TS0.25_EJ1,58,16,16,6,12,16
mp,NA,WARNECKE.IN2_TS0.25_EJ10,58,29,29,26,24,29
mp,NA,WARNECKE.IN2_TS0.25_EJ2,58,16,16,6,12,16
mp,NA,WARNECKE.IN2_TS0.25_EJ3,58,16,16,6,10,16
mp,NA,WARNECKE.IN2_TS0.25_EJ4,58,16,16,5,9,16
mp,NA,WARNECKE.IN2_TS0.25_EJ5,58,15,15,3,9,15
mp,NA,WARNECKE.IN2_TS0.25_EJ6,58,20,20,13,14,20
mp,NA,WARNECKE.IN2_TS0.25_EJ7,58,20,20,13,14,20
mp,NA,WARNECKE.IN2_TS0.25_EJ8,58,28,28,26,24,28
mp,NA,WARNECKE.IN2_TS0.25_EJ9,58,16,16,6,12,16
mp,NA,WARNECKE.IN2_TS0.25-med_EJ1,58,18,18,7,12,18
mp,NA,WARNECKE.IN2_TS0.25-med_EJ10,58,21,21,13,17,21
mp,NA,WARNECKE.IN2_TS0.25-med_EJ2,58,22,22,16,18,22
mp,NA,WARNECKE.IN2_TS0.25-med_EJ3,58,30,30,26,24,30
mp,NA,WARNECKE.IN2_TS0.25-med_EJ4,58,26,26,24,24,26
mp,NA,WARNECKE.IN2_TS0.25-med_EJ5,58,19,19,12,13,19
mp,NA,WARNECKE.IN2_TS0.25-med_EJ6,58,17,17,7,12,17
mp,NA,WARNECKE.IN2_TS0.25-med_EJ7,58,16,16,6,10,16
mp,NA,WARNECKE.IN2_TS0.25-med_EJ8,58,23,23,19,21,23
mp,NA,WARNECKE.IN2_TS0.25-med_EJ9,58,18,18,11,13,18
mp,NA,WARNECKE.IN2_TS0.75_EJ1,58,23,23,17,19,23
mp,NA,WARNECKE.IN2_TS0.75_EJ10,58,16,16,6,12,16
mp,NA,WARNECKE.IN2_TS0.75_EJ2,58,21,21,13,17,21
mp,NA,WARNECKE.IN2_TS0.75_EJ3,58,22,22,15,17,22
mp,NA,WARNECKE.IN2_TS0.75_EJ4,58,15,15,0,8,15
mp,NA,WARNECKE.IN2_TS0.75_EJ5,58,17,17,6,12,17
mp,NA,WARNECKE.IN2_TS0.75_EJ6,58,19,19,13,13,19
mp,NA,WARNECKE.IN2_TS0.75_EJ7,58,15,15,1,8,15
mp,NA,WARNECKE.IN2_TS0.75_EJ8,58,23,23,17,19,23
mp,NA,WARNECKE.IN2_TS0.75_EJ9,58,17,17,6,12,17
mp,NA,WARNECKE.IN2_TS0.75-med_EJ1,58,22,22,16,18,22
mp,NA,WARNECKE.IN2_TS0.75-med_EJ10,58,29,29,26,26,29
mp,NA,WARNECKE.IN2_TS0.75-med_EJ2,58,24,24,22,22,24
mp,NA,WARNECKE.IN2_TS0.75-med_EJ3,58,17,17,6,12,17
mp,NA,WARNECKE.IN2_TS0.75-med_EJ4,58,25,25,24,24,25
mp,NA,WARNECKE.IN2_TS0.75-med_EJ5,58,16,16,6,10,16
mp,NA,WARNECKE.IN2_TS0.75-med_EJ6,58,18,18,7,12,18
mp,NA,WARNECKE.IN2_TS0.75-med_EJ7,58,16,16,5,9,16
mp,NA,WARNECKE.IN2_TS0.75-med_EJ8,58,27,27,25,24,27
mp,NA,WARNECKE.IN2_TS0.75-med_EJ9,58,18,18,7,12,18
mp,NA,WEE-MAG.IN2_TS0.25_EJ1,75,40,40,60,35,40
mp,NA,WEE-MAG.IN2_TS0.25_EJ10,75,55,55,61,63,55
mp,NA,WEE-MAG.IN2_TS0.25_EJ2,75,35,35,41,31,35
mp,NA,WEE-MAG.IN2_TS0.25_EJ3,75,38,38,60,32,38
mp,NA,WEE-MAG.IN2_TS0.25_EJ4,75,30,30,13,30,30
mp,NA,WEE-MAG.IN2_TS0.25_EJ5,75,41,41,60,40,41
mp,NA,WEE-MAG.IN2_TS0.25_EJ6,75,28,28,1,30,28
mp,NA,WEE-MAG.IN2_TS0.25_EJ7,75,35,35,41,31,35
mp,NA,WEE-MAG.IN2_TS0.25_EJ8,75,32,32,20,30,32
mp,NA,WEE-MAG.IN2_TS0.25_EJ9,75,28,28,0,30,28
mp,NA,WEE-MAG.IN2_TS0.25-med_EJ1,75,35,35,50,31,36
mp,NA,WEE-MAG.IN2_TS0.25-med_EJ10,75,34,34,31,31,34
mp,NA,WEE-MAG.IN2_TS0.25-med_EJ2,75,28,28,0,30,28
mp,NA,WEE-MAG.IN2_TS0.25-med_EJ3,75,27,27,0,30,27
mp,NA,WEE-MAG.IN2_TS0.25-med_EJ4,75,47,47,60,57,48
mp,NA,WEE-MAG.IN2_TS0.25-med_EJ5,75,52,52,61,63,52
mp,NA,WEE-MAG.IN2_TS0.25-med_EJ6,75,54,54,61,63,54
mp,NA,WEE-MAG.IN2_TS0.25-med_EJ7,75,54,54,61,63,54
mp,NA,WEE-MAG.IN2_TS0.25-med_EJ8,75,37,37,59,31,37
mp,NA,WEE-MAG.IN2_TS0.25-med_EJ9,75,28,28,1,30,28
mp,NA,WEE-MAG.IN2_TS0.75_EJ1,75,34,34,31,31,34
mp,NA,WEE-MAG.IN2_TS0.75_EJ10,75,31,31,17,30,31
mp,NA,WEE-MAG.IN2_TS0.75_EJ2,75,30,30,13,30,30
mp,NA,WEE-MAG.IN2_TS0.75_EJ3,75,31,31,17,30,31
mp,NA,WEE-MAG.IN2_TS0.75_EJ4,75,29,29,2,30,29
mp,NA,WEE-MAG.IN2_TS0.75_EJ5,75,35,35,50,31,36
mp,NA,WEE-MAG.IN2_TS0.75_EJ6,75,27,27,0,30,27
mp,NA,WEE-MAG.IN2_TS0.75_EJ7,75,42,42,60,41,42
mp,NA,WEE-MAG.IN2_TS0.75_EJ8,75,30,30,13,30,30
mp,NA,WEE-MAG.IN2_TS0.75_EJ9,75,37,37,59,31,37
mp,NA,WEE-MAG.IN2_TS0.75-med_EJ1,75,49,49,60,62,49
mp,NA,WEE-MAG.IN2_TS0.75-med_EJ10,75,40,40,60,35,40
mp,NA,WEE-MAG.IN2_TS0.75-med_EJ2,75,38,38,60,32,38
mp,NA,WEE-MAG.IN2_TS0.75-med_EJ3,75,45,45,60,47,45
mp,NA,WEE-MAG.IN2_TS0.75-med_EJ4,75,30,30,8,30,30
mp,NA,WEE-MAG.IN2_TS0.75-med_EJ5,75,38,38,60,32,38
mp,NA,WEE-MAG.IN2_TS0.75-med_EJ6,75,28,28,0,30,28
mp,NA,WEE-MAG.IN2_TS0.75-med_EJ7,75,49,49,60,62,49
mp,NA,WEE-MAG.IN2_TS0.75-med_EJ8,75,34,34,31,31,34
mp,NA,WEE-MAG.IN2_TS0.75-med_EJ9,75,37,37,59,31,37
SBF1,0.25,Arc111_c=10027,111,16,16,4,7,16
SBF1,0.25,Arc111_c=10743,111,15,15,2,5,15
SBF1,0.25,arc111_c=11378,111,14,14,1,4,14
SBF1,0.25,Arc111_c=11570,111,14,14,0,4,14
SBF1,0.25,Arc111_c=17067,111,9,9,0,1,9
SBF1,0.25,arc111_c=5755,111,27,27,18,21,27
SBF1,0.25,Arc111_c=5785,111,27,27,17,21,27
SBF1,0.25,Arc111_c=6016,111,26,26,15,19,26
SBF1,0.25,Arc111_c=6267,111,25,25,14,18,25
SBF1,0.25,Arc111_c=6540,111,24,24,13,17,24
SBF1,0.25,Arc111_c=6837,111,23,23,12,15,23
SBF1,0.25,Arc111_c=7162,111,22,22,9,13,22
SBF1,0.25,Arc111_c=7520,111,21,21,8,13,21
SBF1,0.25,Arc111_c=7916,111,20,20,8,12,20
SBF1,0.25,Arc111_c=8356,111,19,19,5,10,19
SBF1,0.25,arc111_c=8847,111,18,18,5,9,18
SBF1,0.25,Arc111_c=9400,111,17,17,5,7,17
SBF1,0.25,arc83_c=10816,83,8,8,0,1,8
SBF1,0.25,Arc83_c=3786,83,21,21,5,9,21
SBF1,0.25,Arc83_c=3985,83,20,20,5,7,20
SBF1,0.25,Arc83_c=4206,83,19,19,5,6,19
SBF1,0.25,Arc83_c=4454,83,18,18,4,6,18
SBF1,0.25,Arc83_c=4732,83,17,17,3,6,17
SBF1,0.25,Arc83_c=5048,83,16,16,3,6,16
SBF1,0.25,Arc83_c=5408,83,15,15,2,5,15
SBF1,0.25,Arc83_c=5824,83,14,14,1,3,14
SBF1,0.25,arc83_c=5853,83,14,14,1,3,14
SBF1,0.25,Arc83_c=6309,83,13,13,1,3,13
SBF1,0.25,arc83_c=6842,83,12,12,1,2,12
SBF1,0.25,Arc83_c=6883,83,12,12,1,2,12
SBF1,0.25,Arc83_c=7571,83,11,11,1,2,11
SBF1,0.25,arc83_c=8412,83,10,10,0,1,10
SBF1,0.25,arc83_c=8898,83,9,9,0,1,9
SBF1,0.25,barthol2_c=101,148,42,43,20,27,42
SBF1,0.25,barthol2_c=104,148,41,42,18,25,41
SBF1,0.25,barthol2_c=106,148,40,41,16,24,40
SBF1,0.25,barthol2_c=109,148,39,40,15,24,39
SBF1,0.25,barthol2_c=112,148,38,39,13,23,38
SBF1,0.25,barthol2_c=115,148,37,38,13,23,37
SBF1,0.25,barthol2_c=118,148,36,37,12,21,36
SBF1,0.25,barthol2_c=121,148,35,36,12,18,35
SBF1,0.25,barthol2_c=125,148,34,35,11,16,34
SBF1,0.25,barthol2_c=129,148,33,34,8,15,33
SBF1,0.25,barthol2_c=133,148,32,33,7,15,32
SBF1,0.25,barthol2_c=137,148,31,32,7,15,31
SBF1,0.25,barthol2_c=142,148,30,31,6,11,30
SBF1,0.25,barthol2_c=146,148,29,30,6,10,29
SBF1,0.25,barthol2_c=152,148,28,29,6,10,28
SBF1,0.25,barthol2_c=157,148,27,28,4,9,27
SBF1,0.25,barthol2_c=163,148,26,27,1,8,26
SBF1,0.25,barthol2_c=170,148,25,26,0,7,25
SBF1,0.25,barthol2_c=84,148,51,52,31,39,51
SBF1,0.25,barthol2_c=85,148,50,51,30,38,50
SBF1,0.25,barthol2_c=87,148,49,50,30,37,49
SBF1,0.25,barthol2_c=89,148,48,49,30,36,48
SBF1,0.25,barthol2_c=91,148,47,48,29,35,47
