set,alpha,inst,n,ub10,ub100,ub500,ub1000,sub,t10,t100,t500,t1000
SBF1,0.25,Arc111_c=10027,111,17,16,16,16,16,0.232911047,0.592945944,0.589287004,0.584581481
SBF1,0.25,Arc111_c=10743,111,15,15,15,15,15,0.046785634,0.046545975,0.047110216,0.04662941
SBF1,0.25,arc111_c=11378,111,14,14,14,14,15,0.239406389,0.239876329,0.244096229,0.246008315
SBF1,0.25,Arc111_c=11570,111,14,14,14,14,14,0.045231949,0.045136251,0.045222538,0.045564671
SBF1,0.25,Arc111_c=17067,111,10,10,10,10,10,0.115861117,0.370734083,1.737447806,3.46309029
SBF1,0.25,arc111_c=5755,111,28,28,27,27,28,0.118337145,0.373006676,1.637604942,1.653319845
SBF1,0.25,Arc111_c=5785,111,28,28,28,28,28,0.128441322,0.396423246,1.862501533,3.787574577
SBF1,0.25,Arc111_c=6016,111,28,28,28,28,28,0.122732709,0.438561025,2.034128915,4.200307182
SBF1,0.25,Arc111_c=6267,111,27,27,27,27,27,0.123600268,0.363473831,1.685463977,3.44341295
SBF1,0.25,Arc111_c=6540,111,26,26,26,26,26,0.130606885,0.466590421,2.05292012,4.174310472
SBF1,0.25,Arc111_c=6837,111,25,25,25,25,25,0.135531365,0.45428809,2.039186704,4.083755656
SBF1,0.25,Arc111_c=7162,111,23,23,23,23,23,0.137261351,0.47507523,2.171756081,4.489905894
SBF1,0.25,Arc111_c=7520,111,22,22,22,22,22,0.134251403,0.506201574,2.379591117,5.119513886
SBF1,0.25,Arc111_c=7916,111,21,21,21,21,21,0.141872647,0.52463937,2.400687304,5.48882903
SBF1,0.25,Arc111_c=8356,111,20,20,20,20,20,0.177811025,0.720258353,3.479893719,7.11100073
SBF1,0.25,arc111_c=8847,111,19,19,19,19,19,0.16797154,0.641221703,3.084143914,6.325357355
SBF1,0.25,Arc111_c=9400,111,17,17,17,17,18,0.043839024,0.043639559,0.045234848,0.077906039
SBF1,0.25,arc83_c=10816,83,8,8,8,8,8,0.01295426,0.012962691,0.013265097,0.01335117
SBF1,0.25,Arc83_c=3786,83,23,22,22,22,22,0.02369063,0.043239222,0.129442656,0.283797859
SBF1,0.25,Arc83_c=3985,83,23,23,22,22,22,0.02503606,0.045872051,0.135878555,0.28564012
SBF1,0.25,Arc83_c=4206,83,21,21,21,21,21,0.025696317,0.052330712,0.154768043,0.332385678
SBF1,0.25,Arc83_c=4454,83,20,20,20,20,20,0.028101671,0.063927422,0.203040058,0.451369956
SBF1,0.25,Arc83_c=4732,83,19,19,19,18,19,0.032882645,0.086289288,0.311133563,0.701486342
SBF1,0.25,Arc83_c=5048,83,17,17,17,17,17,0.034399601,0.107266715,0.391345747,0.88037964
SBF1,0.25,Arc83_c=5408,83,16,16,16,16,16,0.036420676,0.11996714,0.519807406,1.120209217
SBF1,0.25,Arc83_c=5824,83,15,15,15,15,15,0.037761025,0.126648364,0.587625184,1.262488199
SBF1,0.25,arc83_c=5853,83,15,15,15,15,15,0.041646493,0.133899317,0.599101118,1.186564335
SBF1,0.25,Arc83_c=6309,83,14,14,14,14,14,0.045702102,0.156086826,0.738624725,1.473810996
SBF1,0.25,arc83_c=6842,83,13,13,13,13,13,0.037352067,0.137583975,0.644500858,1.288651878
SBF1,0.25,Arc83_c=6883,83,13,13,13,13,13,0.042949765,0.139603213,0.651660651,1.345572816
SBF1,0.25,Arc83_c=7571,83,12,11,11,11,11,0.035150017,0.064337002,0.066366269,0.072443761
SBF1,0.25,arc83_c=8412,83,10,10,10,10,10,0.015222117,0.015237341,0.015450517,0.015760735
SBF1,0.25,arc83_c=8898,83,10,10,10,10,10,0.024438513,0.043585452,0.127052545,0.233728973
SBF1,0.25,barthol2_c=101,148,47,47,47,47,47,0.139514277,0.275761435,0.975409593,1.806149499
SBF1,0.25,barthol2_c=104,148,46,46,45,45,45,0.140402429,0.289786891,1.058167104,2.044688691
SBF1,0.25,barthol2_c=106,148,45,44,44,44,45,0.120835944,0.308669747,1.148260617,2.244381778
SBF1,0.25,barthol2_c=109,148,43,43,43,43,43,0.156319425,0.352265111,1.391127453,3.24315572
SBF1,0.25,barthol2_c=112,148,42,42,42,42,42,0.137834422,0.33823216,1.352800416,2.67952333
SBF1,0.25,barthol2_c=115,148,41,41,41,40,41,0.157193814,0.392308325,1.654833957,3.221762743
SBF1,0.25,barthol2_c=118,148,40,40,40,40,40,0.154999975,0.427306799,1.916277309,3.928652936
SBF1,0.25,barthol2_c=121,148,39,38,38,38,39,0.160904846,0.447985779,2.138761063,4.120366932
SBF1,0.25,barthol2_c=125,148,37,37,37,37,37,0.19551106,0.59631261,2.498646049,4.87201439
SBF1,0.25,barthol2_c=129,148,36,36,36,36,36,0.21650865,0.627074627,2.860370045,5.677500112
SBF1,0.25,barthol2_c=133,148,35,35,35,35,35,0.19579167,0.746830411,3.394754716,6.529679866
SBF1,0.25,barthol2_c=137,148,34,34,34,34,34,0.223588067,0.800291612,3.951771745,7.826089952
SBF1,0.25,barthol2_c=142,148,32,32,32,32,33,0.260057396,0.965975297,4.7291046,9.575785555
SBF1,0.25,barthol2_c=146,148,32,32,32,32,32,0.266362494,1.033072711,5.207428628,10.65215993
SBF1,0.25,barthol2_c=152,148,31,30,30,30,30,0.291583694,1.323151472,6.00237116,12.000974913
SBF1,0.25,barthol2_c=157,148,29,29,29,29,29,0.364345157,1.500434779,6.003108028,12.010018411
SBF1,0.25,barthol2_c=163,148,28,28,28,28,28,0.391542773,1.712361387,6.017860321,12.003567011
SBF1,0.25,barthol2_c=170,148,27,27,27,27,27,0.422296658,2.037565098,6.013240153,12.014229337
SBF1,0.25,barthol2_c=84,148,53,53,53,53,53,0.10995568,0.199244777,0.696524506,1.307951413
SBF1,0.25,barthol2_c=85,148,53,53,53,53,53,0.128697188,0.234955711,0.752499169,1.428278646
SBF1,0.25,barthol2_c=87,148,53,53,53,53,53,0.161343702,0.269825906,0.810732586,1.542699995
SBF1,0.25,barthol2_c=89,148,53,53,53,53,53,0.164069705,0.272264778,0.806949431,1.616524264
SBF1,0.25,barthol2_c=91,148,53,53,53,53,53,0.148054922,0.263211194,0.854716628,1.632070982
SBF1,0.25,barthol2_c=93,148,51,51,51,51,51,0.173118928,0.282342425,0.896330658,1.610674
SBF1,0.25,barthol2_c=95,148,50,50,50,50,50,0.129512084,0.241299935,0.866188442,1.669118639
SBF1,0.25,barthol2_c=97,148,49,49,49,49,49,0.12129798,0.235031131,0.831297007,1.585962563
SBF1,0.25,barthol2_c=99,148,48,48,48,48,48,0.141517064,0.270280834,0.939751906,1.757563311
SBF1,0.25,barthold_c=403,148,15,15,15,15,15,0.063986194,0.063478095,0.065032698,0.064493134
SBF1,0.25,barthold_c=434,148,14,14,14,14,14,0.06159151,0.062723742,0.064425662,0.065307148
SBF1,0.25,barthold_c=470,148,13,13,13,13,13,0.061008303,0.060935466,0.062730322,0.062141368
SBF1,0.25,barthold_c=513,148,12,12,12,12,12,0.064836869,0.065035278,0.066698336,0.066134185
SBF1,0.25,barthold_c=564,148,11,11,11,11,11,0.060955547,0.061762744,0.062447455,0.062295601
SBF1,0.25,barthold_c=626,148,10,10,10,10,10,0.061522245,0.061952858,0.063430519,0.062706521
SBF1,0.25,barthold_c=705,148,9,9,9,9,9,0.061074255,0.061895447,0.063400295,0.062404919
SBF1,0.25,barthold_c=805,148,8,8,8,8,8,0.060849168,0.061533167,0.062566249,0.062378735
SBF1,0.25,bowman8_c=20,8,5,5,5,5,5,5.05651e-4,5.09722e-4,5.10551e-4,4.94592e-4
SBF1,0.25,buxey_c=27,29,14,14,14,14,14,0.002647647,0.004559249,0.013981472,0.025738312
SBF1,0.25,buxey_c=30,29,13,13,13,13,12,0.002510223,0.004866766,0.016674281,0.030251158
SBF1,0.25,buxey_c=33,29,12,12,12,12,12,0.002620844,0.004793855,0.015913104,0.029367449
SBF1,0.25,buxey_c=36,29,10,10,10,10,10,0.001348968,0.001691989,0.001434749,0.001367495
SBF1,0.25,buxey_c=41,29,9,9,9,9,9,0.001478291,0.001512087,0.001611852,0.001524838
SBF1,0.25,buxey_c=47,29,8,8,8,8,8,0.001331723,0.001377895,0.0013918,0.001356651
SBF1,0.25,buxey_c=54,29,7,7,7,7,7,0.001357131,0.001373639,0.001447406,0.001375471
SBF1,0.25,gunther_c=41,35,14,14,14,14,14,0.003236127,0.00553068,0.017190854,0.032092252
SBF1,0.25,gunther_c=44,35,14,14,14,14,14,0.002923293,0.005485796,0.018767592,0.035254154
SBF1,0.25,gunther_c=49,35,12,12,12,12,12,0.003450756,0.006816426,0.023417392,0.045063817
SBF1,0.25,gunther_c=54,35,10,10,10,10,10,0.003050178,0.002117031,0.002044802,0.002130991
SBF1,0.25,gunther_c=61,35,9,9,9,9,9,0.001649592,0.001683445,0.001696692,0.001720694
SBF1,0.25,gunther_c=69,35,8,8,8,8,8,0.003093663,0.003101321,0.003210151,0.00321036
SBF1,0.25,gunther_c=81,35,7,7,7,7,7,0.001697129,0.001675807,0.001712367,0.001719024
SBF1,0.25,hahn_c=2004,53,9,9,9,9,9,0.00619673,0.011009668,0.033308242,0.062333495
SBF1,0.25,hahn_c=2338,53,8,8,8,8,8,0.003319547,0.003432941,0.003381156,0.003443286
SBF1,0.25,hahn_c=2806,53,6,6,6,6,6,0.003715763,0.003764427,0.003795769,0.003913578
SBF1,0.25,hahn_c=3507,53,5,5,5,5,5,0.003352737,0.00335966,0.003409069,0.003440625
SBF1,0.25,hahn_c=4676,53,4,4,4,4,4,0.003388614,0.003370155,0.003409731,0.003491525
SBF1,0.25,heskia_c=138,28,9,9,9,8,8,0.005497973,0.021186408,0.105797913,0.120202054
SBF1,0.25,heskia_c=205,28,6,6,6,6,6,0.002779736,0.00279023,0.002859458,0.002918857
SBF1,0.25,heskia_c=216,28,6,6,6,6,6,0.018416887,0.094112929,0.472284459,0.920618465
SBF1,0.25,heskia_c=256,28,5,5,5,5,5,0.001647678,0.001644903,0.001681342,0.001702655
SBF1,0.25,heskia_c=324,28,4,4,4,4,4,0.001895363,0.001896158,0.001985149,0.0019448550000000001
SBF1,0.25,heskia_c=342,28,4,4,4,4,4,0.001709232,0.001727812,0.001802433,0.001748741
SBF1,0.25,jackson_c=10,11,6,6,6,6,6,6.96456e-4,0.001050401,0.002905828,0.005054515
SBF1,0.25,jackson_c=13,11,4,4,4,4,4,6.24465e-4,6.10707e-4,6.19428e-4,6.31139e-4
SBF1,0.25,jackson_c=14,11,4,4,4,4,4,5.42681e-4,5.40712e-4,5.39794e-4,5.52994e-4
SBF1,0.25,jackson_c=21,11,3,3,3,3,3,5.43083e-4,5.45902e-4,5.40659e-4,5.6957e-4
SBF1,0.25,jackson_c=7,11,9,9,9,9,9,7.29412e-4,0.001211032,0.003551215,0.0064041
SBF1,0.25,jackson_c=9,11,7,7,7,7,7,5.55196e-4,5.49875e-4,5.50003e-4,5.48053e-4
SBF1,0.25,jaeschke_c=10,9,5,5,5,5,5,5.13495e-4,6.3821e-4,5.08923e-4,5.13451e-4
SBF1,0.25,jaeschke_c=18,9,3,3,3,3,3,5.0478e-4,5.05558e-4,5.19349e-4,5.13189e-4
SBF1,0.25,jaeschke_c=6,9,8,8,8,8,8,5.06065e-4,5.02561e-4,5.12177e-4,5.12062e-4
SBF1,0.25,jaeschke_c=7,9,8,8,8,8,8,5.07141e-4,5.05936e-4,5.03396e-4,5.05433e-4
SBF1,0.25,jaeschke_c=8,9,7,7,7,7,7,6.16282e-4,8.70227e-4,0.00224855,0.003914411
SBF1,0.25,kilbrid_c=110,45,6,6,6,6,6,0.003698114,0.003691739,0.003758952,0.003736444
SBF1,0.25,kilbrid_c=111,45,6,6,6,6,6,0.003690382,0.003691462,0.00376915,0.003805571
SBF1,0.25,kilbrid_c=138,45,5,5,5,5,5,0.003662625,0.003659377,0.003732482,0.003735119
SBF1,0.25,kilbrid_c=184,45,4,4,4,4,4,0.00285636,0.00284969,0.002971922,0.002987225
SBF1,0.25,kilbrid_c=56,45,11,11,11,11,11,0.003134973,0.003132999,0.003203514,0.003178961
SBF1,0.25,kilbrid_c=57,45,11,11,11,11,11,0.010960963,0.051971639,0.245714331,0.477134604
SBF1,0.25,kilbrid_c=62,45,10,10,10,10,10,0.003042948,0.003065509,0.003095258,0.003092075
SBF1,0.25,kilbrid_c=69,45,9,9,9,9,9,0.003256524,0.003203666,0.003245675,0.003265469
SBF1,0.25,kilbrid_c=79,45,8,8,8,8,8,0.003162814,0.003151374,0.003216992,0.003200551
SBF1,0.25,kilbrid_c=92,45,7,7,7,7,7,0.002986844,0.002987294,0.00305981,0.00308844
SBF1,0.25,lutz1_c=1414,32,11,11,11,11,11,0.001370898,0.001341599,0.001390472,0.001383368
SBF1,0.25,lutz1_c=1572,32,11,11,11,11,11,0.002335333,0.00335824,0.008553197,0.016488641
SBF1,0.25,lutz1_c=1768,32,10,10,10,10,10,0.002201954,0.00330443,0.008778335,0.015582821
SBF1,0.25,lutz1_c=2020,32,9,9,9,9,9,0.002244465,0.004182404,0.008385318,0.014404758
SBF1,0.25,lutz1_c=2357,32,7,7,7,7,7,0.002205605,0.002218332,0.002254419,0.002286764
SBF1,0.25,lutz1_c=2828,32,6,6,6,6,6,0.001379856,0.001394126,0.001433547,0.001387614
SBF1,0.25,lutz2_c=11,89,54,54,54,53,54,0.020265081,0.026715897,0.060521035,0.103485407
SBF1,0.25,lutz2_c=12,89,50,50,49,49,50,0.018697312,0.02473301,0.058298693,0.097612861
SBF1,0.25,lutz2_c=13,89,46,46,46,45,46,0.020521494,0.026809994,0.059390926,0.100283964
SBF1,0.25,lutz2_c=14,89,42,41,41,41,41,0.018964014,0.026869051,0.059047178,0.098523433
SBF1,0.25,lutz2_c=15,89,39,38,38,38,39,0.020747758,0.028654412,0.059890771,0.098435988
SBF1,0.25,lutz2_c=16,89,34,34,34,34,34,0.020683005,0.027353471,0.060225814,0.101165325
SBF1,0.25,lutz2_c=17,89,33,33,32,32,33,0.017363735,0.023995337,0.059907645,0.102291173
SBF1,0.25,lutz2_c=18,89,30,30,30,30,30,0.017367774,0.024748415,0.061237588,0.107930774
SBF1,0.25,lutz2_c=19,89,29,28,28,28,28,0.015624764,0.024536046,0.06320556,0.109885706
SBF1,0.25,lutz2_c=20,89,27,27,27,27,27,0.015653268,0.023885584,0.065688201,0.120587407
SBF1,0.25,lutz2_c=21,89,26,25,25,25,25,0.015910512,0.021376441,0.021746979,0.021795846
SBF1,0.25,lutz3_c=103,89,18,18,18,18,18,0.027636511,0.062925259,0.233088834,0.437830234
SBF1,0.25,lutz3_c=110,89,17,17,17,17,17,0.024877515,0.063077914,0.24560083,0.464810901
SBF1,0.25,lutz3_c=118,89,16,16,16,16,16,0.024823238,0.061419377,0.236192648,0.453393735
SBF1,0.25,lutz3_c=127,89,15,14,14,14,14,0.022836659,0.040714138,0.041392209,0.041705614
SBF1,0.25,lutz3_c=137,89,14,14,14,14,14,0.022460108,0.046855892,0.168325361,0.320882267
SBF1,0.25,lutz3_c=150,89,12,12,12,12,12,0.020152326,0.020102354,0.020522043,0.020547012
SBF1,0.25,lutz3_c=75,89,24,24,24,24,23,0.02188197,0.050550445,0.192087516,0.361791648
SBF1,0.25,lutz3_c=79,89,24,24,24,24,24,0.026193416,0.081963116,0.347318841,0.675458351
SBF1,0.25,lutz3_c=83,89,23,23,23,23,23,0.023738739,0.057876254,0.247333457,0.469489413
SBF1,0.25,lutz3_c=87,89,22,22,22,22,21,0.024138356,0.051085672,0.178087353,0.352842706
SBF1,0.25,lutz3_c=92,89,21,21,21,21,21,0.025461604,0.063629276,0.209117529,0.41606729
SBF1,0.25,lutz3_c=97,89,20,19,19,19,19,0.023418669,0.056872777,0.232255542,0.447899459
SBF1,0.25,mansoor_c=48,11,5,5,5,5,5,5.93521e-4,5.58968e-4,5.81425e-4,5.67121e-4
SBF1,0.25,mansoor_c=62,11,4,4,4,4,4,7.24235e-4,5.6078e-4,5.64672e-4,5.71085e-4
SBF1,0.25,mansoor_c=94,11,3,3,3,3,3,5.41899e-4,5.61891e-4,5.62286e-4,5.62723e-4
SBF1,0.25,mertens_c=10,7,4,4,4,4,4,7.63448e-4,7.83173e-4,0.001961413,0.003420474
SBF1,0.25,mertens_c=15,7,3,3,3,3,3,5.5769e-4,7.42215e-4,0.001725399,0.002940513
SBF1,0.25,mertens_c=18,7,2,2,2,2,2,4.92446e-4,4.82392e-4,4.91191e-4,4.9107e-4
SBF1,0.25,mertens_c=6,7,6,6,6,6,6,4.85283e-4,4.69877e-4,4.97006e-4,5.07582e-4
SBF1,0.25,mertens_c=7,7,6,6,6,6,6,4.83546e-4,4.75998e-4,5.1108e-4,4.86968e-4
SBF1,0.25,mertens_c=8,7,5,5,5,5,5,5.11914e-4,4.87734e-4,4.92608e-4,4.84347e-4
SBF1,0.25,mitchell_c=14,21,9,9,9,9,9,0.001054831,0.001057483,0.00105499,0.001063017
SBF1,0.25,mitchell_c=15,21,8,8,8,8,8,0.00083566999999999995,8.62442e-4,8.51328e-4,8.541e-4
SBF1,0.25,mitchell_c=21,21,6,6,6,6,6,7.81576e-4,7.73494e-4,8.10128e-4,7.98419e-4
SBF1,0.25,mitchell_c=26,21,5,5,5,5,5,7.84036e-4,7.69085e-4,7.68142e-4,8.271e-4
SBF1,0.25,mitchell_c=35,21,4,4,4,4,4,8.09256e-4,8.25456e-4,8.44664e-4,8.29334e-4
SBF1,0.25,mitchell_c=39,21,3,3,3,3,3,8.0739e-4,8.08532e-4,8.31841e-4,8.35703e-4
SBF1,0.25,mukherje_c=176,94,26,26,26,26,26,0.116236404,0.661852655,3.19523218,6.300977651
SBF1,0.25,mukherje_c=183,94,26,26,26,26,26,0.118497387,0.672255893,3.376919144,6.603658595
SBF1,0.25,mukherje_c=192,94,25,25,25,25,25,0.177833654,0.724688161,3.580705795,7.202171437
SBF1,0.25,mukherje_c=201,94,24,24,24,24,24,0.174907954,0.936087749,4.741330743,9.560473884
SBF1,0.25,mukherje_c=211,94,23,23,23,23,23,0.24337434,1.10573678,5.68756711,11.353505297
SBF1,0.25,mukherje_c=222,94,22,22,22,22,22,0.227904694,1.315288992,6.002315996,12.014754713
SBF1,0.25,mukherje_c=234,94,21,21,21,21,21,0.268220323,1.45475945,6.008596011,12.02918507
SBF1,0.25,mukherje_c=248,94,20,20,20,20,20,0.372175693,1.911096232,6.01298165,12.023348794
SBF1,0.25,mukherje_c=263,94,18,18,18,18,18,0.430152701,2.125354771,6.01518068,12.020618958
SBF1,0.25,mukherje_c=281,94,17,17,17,17,17,0.395647079,2.133606071,6.021235533,12.011576847
SBF1,0.25,mukherje_c=301,94,16,16,16,16,16,0.406514894,2.168864696,6.030731415,12.01719124
SBF1,0.25,mukherje_c=324,94,15,15,15,15,15,0.375538895,1.925574822,6.003278669,12.017162358
SBF1,0.25,mukherje_c=351,94,13,13,13,13,13,0.033020274,0.033298853,0.033926641,0.062406118
SBF1,0.25,roszieg_c=14,25,11,11,11,11,11,0.001588865,0.002854344,0.009159689,0.03031483
SBF1,0.25,roszieg_c=16,25,10,10,10,10,10,0.00155332,0.002770797,0.008653244,0.028259868
SBF1,0.25,roszieg_c=18,25,8,8,8,8,8,9.62229e-4,9.7594e-4,0.001006781,0.001698232
SBF1,0.25,roszieg_c=21,25,7,7,7,7,7,9.75399e-4,9.97411e-4,9.95128e-4,0.001681128
SBF1,0.25,roszieg_c=25,25,6,6,6,6,6,9.73357e-4,9.88886e-4,9.90169e-4,0.001700545
SBF1,0.25,roszieg_c=32,25,5,5,5,5,5,0.001011539,0.001001801,9.87143e-4,0.001721066
SBF1,0.25,sawyer30_c=25,30,15,15,14,14,15,0.003403779,0.004387363,0.008643138,0.014945518
SBF1,0.25,sawyer30_c=27,30,14,14,14,14,14,0.002900141,0.005147203,0.016135874,0.050553271
SBF1,0.25,sawyer30_c=30,30,13,13,13,13,12,0.002517155,0.005449592,0.019571538,0.063245762
SBF1,0.25,Sawyer30_c=33,30,12,12,12,12,12,0.002919871,0.00580211,0.020623728,0.038374977
SBF1,0.25,sawyer30_c=36,30,11,10,10,10,10,0.002518535,0.005631259,0.005538895,0.009745398
SBF1,0.25,sawyer30_c=41,30,9,9,9,9,9,0.002019226,0.002022099,0.002057599,0.00349436
SBF1,0.25,Sawyer30_c=47,30,8,8,8,8,8,0.00136868,0.001370421,0.001414703,0.001391682
SBF1,0.25,sawyer30_c=54,30,7,7,7,7,7,0.001377361,0.001389871,0.001381059,0.002344249
SBF1,0.25,sawyer30_c=75,30,5,5,5,5,5,0.0016374200000000001,0.00162201,0.00164714,0.002804284
SBF1,0.25,scholl_c=1394,297,52,52,52,52,52,1.000443616,2.24023873,6.00629884,12.004229052
SBF1,0.25,scholl_c=1422,297,52,52,52,52,52,1.132493524,2.513042659,6.010785364,12.019270292
SBF1,0.25,scholl_c=1452,297,53,53,53,53,53,1.078264058,2.536016558,6.015288412,12.010032269
SBF1,0.25,scholl_c=1483,297,52,52,52,52,51,1.124107026,2.774683231,6.010787638,12.000685488
SBF1,0.25,scholl_c=1515,297,51,51,51,50,50,1.069116598,2.673222156,6.002492136,12.017824769
SBF1,0.25,scholl_c=1548,297,49,49,49,49,49,1.090442661,2.793249256,6.010795269,12.014217728
SBF1,0.25,scholl_c=1584,297,48,48,48,48,48,1.128132719,2.920362973,6.014034189,12.01253503
SBF1,0.25,scholl_c=1620,297,47,47,47,47,47,1.123077996,2.985184715,6.015331994,12.00247119
SBF1,0.25,scholl_c=1659,297,46,46,46,46,46,1.130009565,3.038060596,6.018583697,12.002154574
SBF1,0.25,scholl_c=1699,297,45,45,45,45,45,1.114927405,2.913465544,6.013041774,12.013243175
SBF1,0.25,scholl_c=1742,297,43,43,43,43,44,1.21519105,3.176127988,6.011926205,12.020860378
SBF1,0.25,scholl_c=1787,297,43,43,43,43,43,1.056343799,2.57614905,6.004779738,12.017001415
SBF1,0.25,scholl_c=1834,297,42,42,42,42,41,1.114094445,2.723374277,6.005815219,12.01300098
SBF1,0.25,scholl_c=1883,297,41,41,41,41,40,1.060359648,2.430833981,6.01162749,12.003239762
SBF1,0.25,scholl_c=1935,297,39,39,39,39,39,1.008813122,2.191907831,6.000786415,12.006302157
SBF1,0.25,scholl_c=1991,297,38,38,38,38,38,0.974989214,2.057445451,6.007668872,12.0164795
SBF1,0.25,scholl_c=2049,297,37,37,37,37,37,0.954780934,1.852461546,6.008257216,12.000382065
SBF1,0.25,scholl_c=2111,297,36,36,36,36,36,0.927301788,1.702269234,6.000824993,11.482189822
SBF1,0.25,scholl_c=2177,297,35,35,35,35,35,0.872368685,1.513948759,5.19091619,9.757023085
SBF1,0.25,scholl_c=2247,297,34,34,34,34,34,0.891114545,1.396629632,4.352126735,8.158072686
SBF1,0.25,scholl_c=2322,297,33,33,33,33,33,0.836065277,1.281528371,3.9196086,7.221954051
SBF1,0.25,scholl_c=2402,297,32,32,32,32,32,0.85206665,1.254158098,3.413066594,6.338834493
SBF1,0.25,scholl_c=2488,297,31,31,31,31,30,0.805320656,1.165447432,3.026477882,5.531311139
SBF1,0.25,scholl_c=2580,297,29,29,29,29,29,0.808825966,1.10091769,3.133805896,5.515877519
SBF1,0.25,scholl_c=2680,297,29,29,29,29,28,0.719302383,1.044919254,2.573102773,4.399799251
SBF1,0.25,scholl_c=2787,297,27,27,27,27,27,0.684248204,0.925447133,2.160261438,3.617947315
SBF1,0.25,Tonge70_c=160,70,24,24,24,24,24,0.015962903,0.035588026,0.143237991,0.270718679
SBF1,0.25,Tonge70_c=168,70,24,24,24,24,24,0.018025008,0.040467777,0.150452151,0.32035056
SBF1,0.25,Tonge70_c=176,70,23,23,23,23,23,0.019492914,0.045121282,0.173766991,0.325468843
SBF1,0.25,Tonge70_c=185,70,22,22,22,22,22,0.018597954,0.04861007,0.190472905,0.409746411
SBF1,0.25,Tonge70_c=195,70,21,21,20,20,20,0.018114311,0.055022385,0.230577848,0.499172812
SBF1,0.25,Tonge70_c=207,70,19,19,19,19,19,0.0208628,0.061944719,0.261040364,0.799929332
SBF1,0.25,Tonge70_c=220,70,18,18,18,18,18,0.024796012,0.081170973,0.377887897,0.725057707
SBF1,0.25,Tonge70_c=234,70,17,17,17,17,17,0.026849776,0.08653454,0.391142302,0.781927742
SBF1,0.25,Tonge70_c=251,70,16,16,16,16,16,0.029145127,0.107553774,0.49579514,0.983653847
SBF1,0.25,Tonge70_c=270,70,15,15,15,15,15,0.031624935,0.11945048900000001,0.568474355,1.111303918
SBF1,0.25,Tonge70_c=293,70,13,13,13,13,13,0.006879711,0.006854652,0.007009035,0.007018249
SBF1,0.25,Tonge70_c=320,70,12,12,12,12,12,0.009467717,0.008429049,0.008529735,0.008505136
SBF1,0.25,tonge70_c=364,70,11,11,11,11,11,0.0363696,0.127808328,0.626622983,1.233550176
SBF1,0.25,tonge70_c=410,70,10,10,10,10,10,0.03224546,0.112542107,0.515261891,0.994839118
SBF1,0.25,tonge70_c=468,70,9,9,9,9,8,0.018839054,0.064458973,0.28800136,0.572409245
SBF1,0.25,tonge70_c=527,70,8,8,8,8,8,0.015422977,0.029714465,0.106272403,0.204645284
SBF1,0.25,warnecke_c=104,58,18,18,17,17,17,0.010439144,0.020171202,0.06944323,0.132458735
SBF1,0.25,warnecke_c=111,58,16,16,16,16,16,0.011218868,0.022641342,0.081431921,0.154643942
SBF1,0.25,warnecke_c=54,58,32,32,32,32,32,0.009141148,0.014853067,0.044790906,0.082111653
SBF1,0.25,warnecke_c=56,58,32,32,32,32,32,0.009462586,0.015259912,0.045735977,0.083282658
SBF1,0.25,warnecke_c=58,58,33,32,32,32,32,0.009613723,0.016331953,0.046870898,0.085452166
SBF1,0.25,warnecke_c=60,58,33,32,32,32,32,0.009732756,0.016552278,0.04722882,0.086219181
SBF1,0.25,warnecke_c=62,58,32,31,31,31,31,0.009693963,0.016528355,0.047239632,0.085756782
SBF1,0.25,warnecke_c=65,58,30,30,29,29,29,0.010548867,0.016678712,0.048339025,0.086081997
SBF1,0.25,warnecke_c=68,58,29,29,29,28,28,0.010724566,0.017070617,0.049194728,0.088931134
SBF1,0.25,warnecke_c=71,58,26,26,26,26,27,0.010712096,0.016814969,0.046956515,0.08482508
SBF1,0.25,warnecke_c=74,58,25,25,25,25,25,0.010782298,0.017162458,0.048817794,0.088588344
SBF1,0.25,warnecke_c=78,58,24,24,23,23,24,0.009965174,0.016562195,0.050708694,0.092476313
SBF1,0.25,warnecke_c=82,58,22,22,22,22,22,0.008361315,0.015177453,0.049624334,0.092927465
SBF1,0.25,warnecke_c=86,58,21,21,21,21,21,0.011051259,0.018391587,0.054991951,0.1011887
SBF1,0.25,warnecke_c=92,58,20,20,20,20,19,0.012765888,0.017877393,0.05934245,0.110824111
SBF1,0.25,warnecke_c=97,58,19,19,19,19,18,0.011039725,0.019877609,0.065900777,0.120993666
SBF1,0.25,wee-mag_c=28,75,63,63,63,63,63,0.009176088,0.009219364,0.009255043,0.009287023
SBF1,0.25,wee-mag_c=29,75,63,63,63,63,63,0.009822623,0.009878441,0.009992057,0.010003462
SBF1,0.25,wee-mag_c=30,75,63,63,63,63,63,0.023422369,0.045839848,0.158786879,0.302533236
SBF1,0.25,wee-mag_c=31,75,63,63,63,63,63,0.023492138,0.045306205,0.155155115,0.293673103
SBF1,0.25,wee-mag_c=32,75,63,63,63,63,63,0.023807694,0.044821485,0.14967042,0.283201582
SBF1,0.25,wee-mag_c=33,75,63,63,63,63,63,0.021149965,0.041993062,0.156291046,0.279825362
SBF1,0.25,wee-mag_c=34,75,62,62,62,62,62,0.022674009,0.043302894,0.14673433,0.284971835
SBF1,0.25,wee-mag_c=35,75,62,62,62,62,62,0.022683741,0.050827958,0.147537089,0.278326084
