set,alpha,inst,n,ub10,ub100,ub500,ub1000,sub,t10,t100,t500,t1000
SBF1,0.50,wee-mag_c=38,75,63,63,63,63,63,0.021839212,0.043461473,0.150967661,0.286899685
SBF1,0.50,wee-mag_c=39,75,62,62,62,62,62,0.021716241,0.042376295,0.146315056,0.281348192
SBF1,0.50,wee-mag_c=40,75,62,62,62,62,62,0.021794744,0.042138733,0.145707741,0.275994345
SBF1,0.50,wee-mag_c=41,75,61,61,61,61,61,0.021631997,0.041760504,0.144389009,0.27404299
SBF1,0.50,wee-mag_c=42,75,61,61,61,61,61,0.025228432,0.045774637,0.149043063,0.278165851
SBF1,0.50,wee-mag_c=43,75,61,61,61,61,61,0.023091772,0.043839329,0.147903025,0.279692747
SBF1,0.50,wee-mag_c=45,75,60,60,60,60,60,0.026960868,0.048273745,0.157895408,0.293747998
SBF1,0.50,wee-mag_c=46,75,60,60,60,60,60,0.025674246,0.047038917,0.15402633,0.29129616
SBF1,0.50,wee-mag_c=47,75,60,60,60,60,60,0.026239063,0.04817404,0.156515717,0.291922571
SBF1,0.50,wee-mag_c=49,75,60,60,60,60,60,0.026400077,0.047439652,0.155031052,0.288663275
SBF1,0.50,wee-mag_c=50,75,59,59,59,59,59,0.030794846,0.052647567,0.160993002,0.296932582
SBF1,0.50,wee-mag_c=52,75,50,50,50,50,50,0.025627261,0.046236235,0.149287054,0.277893169
SBF1,0.50,wee-mag_c=54,75,39,39,39,39,39,0.027367983,0.046408414,0.1406096,0.259677739
SBF1,0.50,wee-mag_c=56,75,33,33,33,33,33,0.02789038,0.0493312,0.154726303,0.286098066
SBF1,0.75,Arc111_c=10027,111,18,18,18,18,18,0.198567006,0.787360938,3.862324308,7.803172572
SBF1,0.75,Arc111_c=10743,111,17,17,17,17,17,0.209499164,0.913891522,4.54383478,9.223551741
SBF1,0.75,arc111_c=11378,111,16,16,16,16,16,0.283334552,1.273484783,6.007196523,12.002054414
SBF1,0.75,Arc111_c=11570,111,16,16,16,16,16,0.232957889,1.132157973,5.756181196,11.610509512
SBF1,0.75,Arc111_c=17067,111,11,11,11,11,11,0.135354623,0.42744096,2.04116334,4.241780998
SBF1,0.75,arc111_c=5755,111,28,28,27,27,28,0.118475043,0.375231966,1.643575424,1.857706006
SBF1,0.75,Arc111_c=5785,111,28,28,28,28,28,0.1284256,0.395859448,1.858441332,3.745233607
SBF1,0.75,Arc111_c=6016,111,28,28,28,28,28,0.122688197,0.436149413,2.022334196,4.208898974
SBF1,0.75,Arc111_c=6267,111,28,28,28,28,28,0.145077441,0.515142966,2.324857423,4.661150283
SBF1,0.75,Arc111_c=6540,111,28,28,28,28,28,0.16061446,0.560741558,2.481168431,5.093650948
SBF1,0.75,Arc111_c=6837,111,27,27,27,27,28,0.158748101,0.515728825,2.360397498,4.849651194
SBF1,0.75,Arc111_c=7162,111,26,26,26,26,26,0.142399715,0.457770812,1.995760441,3.941293916
SBF1,0.75,Arc111_c=7520,111,25,25,25,25,25,0.157211992,0.50288762,2.24771684,4.461470494
SBF1,0.75,Arc111_c=7916,111,24,24,24,24,24,0.143204095,0.528920111,2.447858827,4.898790743
SBF1,0.75,Arc111_c=8356,111,22,22,22,22,22,0.169562425,0.55461679,2.510090293,5.012892081
SBF1,0.75,arc111_c=8847,111,21,21,21,21,21,0.168267607,0.695507423,3.350779229,6.537095899
SBF1,0.75,Arc111_c=9400,111,19,19,19,19,19,0.192997024,0.679201095,3.271440143,6.608793692
SBF1,0.75,arc83_c=10816,83,9,9,9,9,9,0.023879674,0.035166375,0.092770174,0.196822647
SBF1,0.75,Arc83_c=3786,83,23,22,22,22,22,0.023707459,0.042935692,0.146342631,0.23793957
SBF1,0.75,Arc83_c=3985,83,23,23,23,23,22,0.02911518,0.045878008,0.132142004,0.244397263
SBF1,0.75,Arc83_c=4206,83,23,23,23,23,23,0.02693154,0.043492384,0.129051451,0.238113595
SBF1,0.75,Arc83_c=4454,83,23,23,23,23,23,0.027149164,0.045468565,0.13902405,0.259146804
SBF1,0.75,Arc83_c=4732,83,22,21,21,21,21,0.030634486,0.058571923,0.182813479,0.33842624
SBF1,0.75,Arc83_c=5048,83,20,20,20,20,20,0.029333152,0.065705204,0.252038977,0.476563934
SBF1,0.75,Arc83_c=5408,83,18,18,18,18,18,0.037656624,0.092271618,0.365123003,0.714660538
SBF1,0.75,Arc83_c=5824,83,17,17,17,17,17,0.039307209,0.114785511,0.49788948,0.981114789
SBF1,0.75,arc83_c=5853,83,17,17,17,17,17,0.042807306,0.116957143,0.518749807,1.12370566
SBF1,0.75,Arc83_c=6309,83,16,16,15,15,16,0.04011147,0.15006479,0.660306209,1.328796338
SBF1,0.75,arc83_c=6842,83,14,14,14,14,14,0.044624156,0.169111315,0.793774527,1.723591674
SBF1,0.75,Arc83_c=6883,83,14,14,14,14,14,0.047759937,0.178155983,0.796006676,1.600504246
SBF1,0.75,Arc83_c=7571,83,13,13,13,13,13,0.040263101,0.147277241,0.66003402,1.312778936
SBF1,0.75,arc83_c=8412,83,12,12,12,12,12,0.030344318,0.077442512,0.312192267,0.686335107
SBF1,0.75,arc83_c=8898,83,11,11,11,11,11,0.027240439,0.048302268,0.172706983,0.357038317
SBF1,0.75,barthol2_c=101,148,54,53,53,53,53,0.127363308,0.255122787,0.842735576,1.59169672
SBF1,0.75,barthol2_c=104,148,54,54,54,53,54,0.166673343,0.282405457,0.89990814,1.707880132
SBF1,0.75,barthol2_c=106,148,53,52,52,52,52,0.152768974,0.301257536,1.045852815,1.916254431
SBF1,0.75,barthol2_c=109,148,51,50,50,50,50,0.154082636,0.309197064,1.10908987,1.8960987
SBF1,0.75,barthol2_c=112,148,49,49,48,48,49,0.137188999,0.274668687,1.148987582,1.979358418
SBF1,0.75,barthol2_c=115,148,47,47,47,47,47,0.18444242,0.33564574,1.282222272,2.071207731
SBF1,0.75,barthol2_c=118,148,46,46,46,46,46,0.172995161,0.337515015,1.344068055,2.246079014
SBF1,0.75,barthol2_c=121,148,44,44,44,44,44,0.179353324,0.418910234,1.725567717,2.913935564
SBF1,0.75,barthol2_c=125,148,43,43,43,43,43,0.199892187,0.414521756,1.635554159,2.985304462
SBF1,0.75,barthol2_c=129,148,41,41,41,41,41,0.176015409,0.48168952,1.919733935,3.564472878
SBF1,0.75,barthol2_c=133,148,40,40,39,39,40,0.201581633,0.526933131,2.205163099,4.265812929
SBF1,0.75,barthol2_c=137,148,38,38,38,38,38,0.211050884,0.587578708,2.507187617,5.158531929
SBF1,0.75,barthol2_c=142,148,37,36,36,36,37,0.27524907,0.818940332,3.240700062,6.447552495
SBF1,0.75,barthol2_c=146,148,36,35,35,35,35,0.225142906,0.761563841,3.48188164,7.262019373
SBF1,0.75,barthol2_c=152,148,34,34,34,34,34,0.256393408,1.009820997,4.415733312,8.882098285
SBF1,0.75,barthol2_c=157,148,33,33,32,32,33,0.289920187,1.153971732,5.188566804,10.733314943
SBF1,0.75,barthol2_c=163,148,31,31,31,31,31,0.350734553,1.349215972,6.01739066,12.00275351
SBF1,0.75,barthol2_c=170,148,30,29,29,29,30,0.430716822,1.807290442,6.005583361,12.006073738
SBF1,0.75,barthol2_c=84,148,53,53,53,53,53,0.108112015,0.201352085,0.703201215,1.384225454
SBF1,0.75,barthol2_c=85,148,53,53,53,53,53,0.12781982,0.235484427,0.752882252,1.425823197
SBF1,0.75,barthol2_c=87,148,53,53,53,53,53,0.158264697,0.272116668,0.814143681,1.481808552
SBF1,0.75,barthol2_c=89,148,53,53,53,53,53,0.164486994,0.274324506,0.806896783,1.508695542
SBF1,0.75,barthol2_c=91,148,53,53,53,53,53,0.16146681,0.275377483,0.854771269,1.565320953
SBF1,0.75,barthol2_c=93,148,54,53,53,53,53,0.147264875,0.282084389,0.859553407,1.577209513
SBF1,0.75,barthol2_c=95,148,54,53,53,53,53,0.167241773,0.331755234,0.893858071,1.638718045
SBF1,0.75,barthol2_c=97,148,54,53,53,53,53,0.152711284,0.29321523,0.864797816,1.583682445
SBF1,0.75,barthol2_c=99,148,54,53,53,53,53,0.151256551,0.310969874,0.882279513,1.615896825
SBF1,0.75,barthold_c=403,148,16,16,16,16,16,0.28787785,1.099881815,4.974587776,9.781249551
SBF1,0.75,barthold_c=434,148,15,15,15,15,15,0.301032283,1.112838966,5.403811906,10.885522534
SBF1,0.75,barthold_c=470,148,14,14,14,14,14,0.252508183,0.867535691,4.100186821,8.34126561
SBF1,0.75,barthold_c=513,148,13,13,13,13,13,0.203309925,0.52321281,2.246183204,4.615624283
SBF1,0.75,barthold_c=564,148,12,12,12,12,12,0.163325468,0.414030182,1.916358104,3.861761886
SBF1,0.75,barthold_c=626,148,11,11,11,11,11,0.145825448,0.218061031,0.617692424,1.155308977
SBF1,0.75,barthold_c=705,148,10,10,10,10,9,0.130995702,0.190781198,0.463535675,0.910038698
SBF1,0.75,barthold_c=805,148,8,8,8,8,8,0.077388575,0.077510737,0.078761348,0.087005278
SBF1,0.75,bowman8_c=20,8,6,6,6,6,6,5.96382e-4,8.38451e-4,0.00214528,0.003977329
SBF1,0.75,buxey_c=27,29,14,14,14,14,14,0.002626128,0.004574615,0.014004327,0.028904144
SBF1,0.75,buxey_c=30,29,15,14,14,14,14,0.002686875,0.004946831,0.014734435,0.031271722
SBF1,0.75,buxey_c=33,29,15,14,14,14,14,0.002952151,0.005201158,0.01484475,0.030307131
SBF1,0.75,buxey_c=36,29,13,13,13,13,13,0.003011414,0.005123315,0.016518663,0.035251624
SBF1,0.75,buxey_c=41,29,11,11,11,11,11,0.002977126,0.005308487,0.017412829,0.034840879
SBF1,0.75,buxey_c=47,29,9,9,9,9,9,0.00283915,0.005487252,0.022022352,0.041522571
SBF1,0.75,buxey_c=54,29,8,8,8,8,8,0.003125085,0.006866301,0.030566309,0.057219796
SBF1,0.75,gunther_c=41,35,14,14,14,14,14,0.003192251,0.005570303,0.019692229,0.036002233
SBF1,0.75,gunther_c=44,35,14,14,14,14,14,0.003248751,0.006214113,0.023569481,0.043513764
SBF1,0.75,gunther_c=49,35,14,14,14,14,14,0.004207025,0.006823311,0.023829502,0.04321182
SBF1,0.75,gunther_c=54,35,12,12,12,12,12,0.003562207,0.006923375,0.027922427,0.052269903
SBF1,0.75,gunther_c=61,35,10,10,10,10,10,0.006223775,0.021138055,0.104741301,0.210934513
SBF1,0.75,gunther_c=69,35,9,9,9,9,9,0.004659118,0.013535393,0.062129006,0.124645121
SBF1,0.75,gunther_c=81,35,8,8,8,8,8,0.004648062,0.014292292,0.06880617,0.134566667
SBF1,0.75,hahn_c=2004,53,11,11,11,11,11,0.007078687,0.01016749,0.028725562,0.049852187
SBF1,0.75,hahn_c=2338,53,9,9,9,9,9,0.006286333,0.011811028,0.044492114,0.074548158
SBF1,0.75,hahn_c=2806,53,7,7,7,7,7,0.005641597,0.00794308,0.021447004,0.03187512
SBF1,0.75,hahn_c=3507,53,5,5,5,5,5,0.006279319,0.006195315,0.007115381,0.009187974
SBF1,0.75,hahn_c=4676,53,4,4,4,4,4,0.003799829,0.003734269,0.004280372,0.005571833
SBF1,0.75,heskia_c=138,28,10,10,10,10,10,0.010633018,0.028559731,0.159041902,0.28195472
SBF1,0.75,heskia_c=205,28,6,6,6,6,6,0.003512677,0.003500697,0.003913451,0.003519474
SBF1,0.75,heskia_c=216,28,6,6,6,6,6,0.001930574,0.00201379,0.002859245,0.001949662
SBF1,0.75,heskia_c=256,28,5,5,5,5,5,0.003137135,0.003127612,0.003592061,0.003097476
SBF1,0.75,heskia_c=324,28,4,4,4,4,4,0.001527284,0.001512488,0.001748844,0.001554834
SBF1,0.75,heskia_c=342,28,4,4,4,4,4,0.001750954,0.00175953,0.001933419,0.001769606
SBF1,0.75,jackson_c=10,11,8,8,8,8,8,7.52289e-4,0.00122631,0.003860847,0.006588536
SBF1,0.75,jackson_c=13,11,5,5,5,5,5,6.60431e-4,6.85287e-4,8.45064e-4,7.04679e-4
SBF1,0.75,jackson_c=14,11,5,5,5,5,5,7.08041e-4,0.001042868,0.003123537,0.004806685
SBF1,0.75,jackson_c=21,11,3,3,3,3,3,6.22805e-4,6.25547e-4,7.6313e-4,6.09577e-4
SBF1,0.75,jackson_c=7,11,9,9,9,9,9,7.32154e-4,0.001182662,0.004949023,0.006245355
SBF1,0.75,jackson_c=9,11,8,8,8,8,8,7.3973e-4,0.001167584,0.003585839,0.005832561
SBF1,0.75,jaeschke_c=10,9,7,7,7,7,7,6.37147e-4,9.44363e-4,0.002645873,0.004174236
SBF1,0.75,jaeschke_c=18,9,3,3,3,3,3,5.25505e-4,5.13036e-4,5.89524e-4,5.1343e-4
SBF1,0.75,jaeschke_c=6,9,8,8,8,8,8,5.07478e-4,4.97772e-4,5.61231e-4,4.95899e-4
SBF1,0.75,jaeschke_c=7,9,8,8,8,8,8,5.05526e-4,5.19057e-4,5.65188e-4,5.04604e-4
SBF1,0.75,jaeschke_c=8,9,8,8,8,8,8,5.10725e-4,5.00513e-4,5.61376e-4,5.09321e-4
SBF1,0.75,kilbrid_c=110,45,6,6,6,6,6,0.004583743,0.004582247,0.005103917,0.004675454
SBF1,0.75,kilbrid_c=111,45,6,6,6,6,6,0.004570424,0.004541674,0.005172903,0.004684458
SBF1,0.75,kilbrid_c=138,45,5,5,5,5,5,0.003917821,0.003910329,0.005610673,0.003969815
SBF1,0.75,kilbrid_c=184,45,4,4,4,4,4,0.003391739,0.003411591,0.003899107,0.0033809
SBF1,0.75,kilbrid_c=56,45,11,11,11,11,11,0.003171792,0.003161144,0.003530507,0.003128041
SBF1,0.75,kilbrid_c=57,45,11,11,11,11,11,0.010948816,0.052381775,0.278068023,0.462892581
SBF1,0.75,kilbrid_c=62,45,11,11,11,11,11,0.012874075,0.049184571,0.273736832,0.473669559
SBF1,0.75,kilbrid_c=69,45,10,10,10,10,10,0.015335369,0.07051086,0.4206366,0.748288595
SBF1,0.75,kilbrid_c=79,45,9,9,9,9,9,0.030220771,0.139374327,0.754828463,1.347482123
SBF1,0.75,kilbrid_c=92,45,8,7,7,7,8,0.026202822,0.050280853,0.057539089,0.051183189
SBF1,0.75,lutz1_c=1414,32,11,11,11,11,11,0.001361577,0.001342035,0.001542457,0.001393712
SBF1,0.75,lutz1_c=1572,32,12,12,12,12,12,0.002217989,0.003360079,0.010280215,0.016414818
SBF1,0.75,lutz1_c=1768,32,12,12,12,12,12,0.002260505,0.003487252,0.009991661,0.015455271
SBF1,0.75,lutz1_c=2020,32,10,10,10,10,10,0.002235366,0.003371962,0.01039666,0.015974409
SBF1,0.75,lutz1_c=2357,32,8,8,8,8,8,0.002343421,0.003238022,0.009019568,0.013512316
SBF1,0.75,lutz1_c=2828,32,7,7,7,7,7,0.002238217,0.003384147,0.011194632,0.016336032
SBF1,0.75,lutz2_c=11,89,54,54,54,53,54,0.020220718,0.026927307,0.068224037,0.102203445
SBF1,0.75,lutz2_c=12,89,55,54,54,54,55,0.02409441,0.03248163,0.074816766,0.107098866
SBF1,0.75,lutz2_c=13,89,56,54,54,54,55,0.019360947,0.029349671,0.070870656,0.103545036
SBF1,0.75,lutz2_c=14,89,56,55,55,54,55,0.024758312,0.033206147,0.075447639,0.110504685
SBF1,0.75,lutz2_c=15,89,51,51,50,50,51,0.023165795,0.029433618,0.072038032,0.10351413
SBF1,0.75,lutz2_c=16,89,47,47,47,47,47,0.02299056,0.029045102,0.068623327,0.099814367
SBF1,0.75,lutz2_c=17,89,45,43,43,43,43,0.021322517,0.031211461,0.071400954,0.102605113
SBF1,0.75,lutz2_c=18,89,42,41,41,41,40,0.021906852,0.029558798,0.071895171,0.105953311
SBF1,0.75,lutz2_c=19,89,37,36,36,36,36,0.021212668,0.029434406,0.07220943,0.10598764
SBF1,0.75,lutz2_c=20,89,34,33,33,33,33,0.022587731,0.030913598,0.073487074,0.108710223
SBF1,0.75,lutz2_c=21,89,32,32,31,31,32,0.019396148,0.026897751,0.073743531,0.112169153
SBF1,0.75,lutz3_c=103,89,22,21,21,21,21,0.025890432,0.075238799,0.331449474,0.626381341
SBF1,0.75,lutz3_c=110,89,20,20,20,20,19,0.028133669,0.073943333,0.317850652,0.618575968
SBF1,0.75,lutz3_c=118,89,18,18,18,18,18,0.026430363,0.065536612,0.263941899,0.521224644
SBF1,0.75,lutz3_c=127,89,17,17,17,17,17,0.026369599,0.06415677,0.236052777,0.464031332
SBF1,0.75,lutz3_c=137,89,16,16,16,16,15,0.025044738,0.06685914,0.273154059,0.536623899
SBF1,0.75,lutz3_c=150,89,14,14,14,14,14,0.024887226,0.056496762,0.227422185,0.441442804
SBF1,0.75,lutz3_c=75,89,24,24,24,24,23,0.021802167,0.050898587,0.189997886,0.360748188
SBF1,0.75,lutz3_c=79,89,25,24,24,24,24,0.025348727,0.061138572,0.271883936,0.536017646
SBF1,0.75,lutz3_c=83,89,26,25,25,25,25,0.024537297,0.064171635,0.243578004,0.474714722
SBF1,0.75,lutz3_c=87,89,26,26,26,26,26,0.027948714,0.080488629,0.342495651,0.702582652
SBF1,0.75,lutz3_c=92,89,24,24,24,24,24,0.027645426,0.069245724,0.282010066,0.524332632
SBF1,0.75,lutz3_c=97,89,23,23,23,23,22,0.029225806,0.071583592,0.294418296,0.583305021
SBF1,0.75,mansoor_c=48,11,5,5,5,5,5,5.73663e-4,5.69131e-4,5.76377e-4,6.04552e-4
SBF1,0.75,mansoor_c=62,11,4,4,4,4,4,5.72169e-4,7.26142e-4,5.66174e-4,5.88154e-4
SBF1,0.75,mansoor_c=94,11,3,3,3,3,3,5.49689e-4,5.59602e-4,7.22176e-4,5.65916e-4
SBF1,0.75,mertens_c=10,7,5,5,5,5,5,5.85687e-4,9.92828e-4,0.002108529,0.003818685
SBF1,0.75,mertens_c=15,7,3,3,3,3,3,4.85179e-4,4.85267e-4,4.74284e-4,5.01692e-4
SBF1,0.75,mertens_c=18,7,2,2,2,2,2,4.89442e-4,4.76619e-4,4.86221e-4,4.89538e-4
SBF1,0.75,mertens_c=6,7,6,6,6,6,6,4.75525e-4,6.48847e-4,4.81027e-4,4.95086e-4
SBF1,0.75,mertens_c=7,7,6,6,6,6,6,4.92731e-4,4.78221e-4,4.80487e-4,5.86103e-4
SBF1,0.75,mertens_c=8,7,6,6,6,6,6,4.92019e-4,4.88392e-4,5.0804e-4,4.96716e-4
SBF1,0.75,mitchell_c=14,21,9,9,9,9,9,0.001029708,0.001032871,0.001054845,0.001055638
SBF1,0.75,mitchell_c=15,21,10,10,10,10,10,0.001278048,0.001976847,0.005447436,0.010501933
SBF1,0.75,mitchell_c=21,21,7,7,7,7,7,0.001377477,0.002759391,0.008495611,0.015722206
SBF1,0.75,mitchell_c=26,21,6,6,6,6,5,0.00136497,0.002625419,0.008639108,0.016229403
SBF1,0.75,mitchell_c=35,21,4,4,4,4,4,8.99215e-4,8.69296e-4,8.76543e-4,9.09641e-4
SBF1,0.75,mitchell_c=39,21,4,4,4,4,4,0.001440956,0.00374573,0.009902543,0.018067333
SBF1,0.75,mukherje_c=176,94,26,26,26,26,26,0.115961924,0.664793375,3.095420584,6.267648535
SBF1,0.75,mukherje_c=183,94,26,26,26,26,26,0.163542957,0.670528778,3.221106194,6.722387319
SBF1,0.75,mukherje_c=192,94,26,26,26,26,26,0.145826142,0.740455252,3.370755526,6.805507398
SBF1,0.75,mukherje_c=201,94,26,26,26,26,26,0.131468132,0.750717101,3.601467027,7.433211399
SBF1,0.75,mukherje_c=211,94,25,25,25,25,25,0.170315228,0.788519278,3.696888089,7.618670157
SBF1,0.75,mukherje_c=222,94,24,24,24,24,24,0.231801485,1.170640621,5.378017172,11.052646545
SBF1,0.75,mukherje_c=234,94,23,23,23,23,23,0.227174978,1.215039449,6.001951523,12.012382799
SBF1,0.75,mukherje_c=248,94,22,22,22,22,22,0.254441147,1.357613509,6.009089585,12.016618123
SBF1,0.75,mukherje_c=263,94,20,20,20,20,20,0.355236059,1.901532269,6.007280637,12.002262791
SBF1,0.75,mukherje_c=281,94,18,18,18,18,18,0.508565275,2.271194945,6.022368534,12.007658661
SBF1,0.75,mukherje_c=301,94,17,17,17,17,17,0.410729761,2.274040424,6.002424439,12.000747579
SBF1,0.75,mukherje_c=324,94,16,16,16,16,16,0.409528856,2.126615693,6.014787672,12.009115749
SBF1,0.75,mukherje_c=351,94,15,15,15,15,15,0.36833688,1.827515181,6.010740341,12.013546803
SBF1,0.75,roszieg_c=14,25,11,11,11,11,11,0.001586856,0.002870382,0.009222221,0.017472086
SBF1,0.75,roszieg_c=16,25,11,11,11,11,11,0.001602837,0.002781791,0.008714942,0.016358087
SBF1,0.75,roszieg_c=18,25,10,10,10,10,10,0.00171518,0.002868923,0.008676215,0.015933846
SBF1,0.75,roszieg_c=21,25,8,8,8,8,8,0.001783352,0.003076905,0.00999076,0.018899224
SBF1,0.75,roszieg_c=25,25,7,7,7,7,7,0.001835611,0.003297141,0.010946983,0.020724791
SBF1,0.75,roszieg_c=32,25,5,5,5,5,5,0.001109609,0.00109821,0.001138671,0.00111113
SBF1,0.75,sawyer30_c=25,30,15,15,14,14,15,0.002321401,0.004394393,0.008731901,0.008783799
SBF1,0.75,sawyer30_c=27,30,14,14,14,14,14,0.00292543,0.005257294,0.016337642,0.030241394
SBF1,0.75,sawyer30_c=30,30,14,14,14,14,14,0.003477132,0.005048587,0.016017981,0.02997106
SBF1,0.75,Sawyer30_c=33,30,15,14,14,14,14,0.002930528,0.005261725,0.016493124,0.03057808
SBF1,0.75,sawyer30_c=36,30,13,13,13,13,13,0.002962529,0.005995612,0.021332942,0.040931216
SBF1,0.75,sawyer30_c=41,30,11,11,11,11,11,0.003084567,0.006525843,0.021749202,0.041248991
SBF1,0.75,Sawyer30_c=47,30,9,9,9,9,9,0.003033086,0.007990273,0.03319147,0.064551033
SBF1,0.75,sawyer30_c=54,30,8,8,8,8,8,0.003648563,0.011078032,0.048014902,0.096317128
SBF1,0.75,sawyer30_c=75,30,6,6,6,6,6,0.009068806,0.039288521,0.193856015,0.385874176
SBF1,0.75,scholl_c=1394,297,52,52,52,52,52,0.962713781,2.257874474,6.004640861,12.018531759
SBF1,0.75,scholl_c=1422,297,52,52,52,52,52,1.100424944,2.51625485,6.004597211,12.000294801
SBF1,0.75,scholl_c=1452,297,53,53,53,53,53,1.02629317,2.481324729,6.011470637,12.002743439
SBF1,0.75,scholl_c=1483,297,54,54,54,54,53,1.03550303,2.442050447,6.010989709,12.01691629
SBF1,0.75,scholl_c=1515,297,54,54,54,54,53,1.234329348,2.642120757,6.006169489,12.015860279
SBF1,0.75,scholl_c=1548,297,54,54,54,54,53,1.42096632,2.886634281,6.001663405,12.009359125
SBF1,0.75,scholl_c=1584,297,53,53,53,53,53,1.219664875,2.758465633,6.002891125,12.017446975
SBF1,0.75,scholl_c=1620,297,52,52,52,52,52,1.139405934,2.72792146,6.014933353,12.016226354
SBF1,0.75,scholl_c=1659,297,51,51,51,51,50,1.090619543,2.760820302,6.004109298,12.018821982
SBF1,0.75,scholl_c=1699,297,50,50,50,50,49,1.158155394,2.9279041710000002,6.001525581,12.019028294
SBF1,0.75,scholl_c=1742,297,48,48,48,48,48,1.139841638,3.082944967,6.005051165,12.01496652
SBF1,0.75,scholl_c=1787,297,47,47,47,47,47,1.185180826,3.13040663,6.023880468,12.000742806
SBF1,0.75,scholl_c=1834,297,45,45,45,45,46,1.250927708,3.160685947,6.019423199,12.013935707
SBF1,0.75,scholl_c=1883,297,44,44,44,44,44,1.151848224,3.023878475,6.011566781,12.018715892
SBF1,0.75,scholl_c=1935,297,43,43,43,43,43,1.140169667,2.977157837,6.013995411,12.022928643
SBF1,0.75,scholl_c=1991,297,42,42,42,42,42,1.066036491,2.731554122,6.019752051,12.021830803
SBF1,0.75,scholl_c=2049,297,41,41,41,41,41,0.997457802,2.489217206,6.009715749,12.013525835
SBF1,0.75,scholl_c=2111,297,39,39,39,39,40,0.999332145,2.233318436,6.013639609,12.007535146
SBF1,0.75,scholl_c=2177,297,38,38,38,38,38,0.973353821,2.022927239,6.01239932,12.009689223
SBF1,0.75,scholl_c=2247,297,37,37,37,37,37,0.945494595,1.8814417,6.003692445,12.006715219
SBF1,0.75,scholl_c=2322,297,36,36,36,36,36,0.878158062,1.66193811,5.811035188,10.878617249
SBF1,0.75,scholl_c=2402,297,35,35,35,35,34,0.878173773,1.504964528,4.871447618,9.010494349
SBF1,0.75,scholl_c=2488,297,33,33,33,33,33,0.947774654,1.45879354,4.339495186,7.720690725
SBF1,0.75,scholl_c=2580,297,32,32,32,32,32,0.814707937,1.314175455,3.72420024,6.68662635
SBF1,0.75,scholl_c=2680,297,31,31,31,31,31,0.787153644,1.163025686,3.321795724,5.946122799
SBF1,0.75,scholl_c=2787,297,30,30,30,30,29,0.773263225,1.133617917,2.937866593,5.092744304
SBF1,0.75,Tonge70_c=160,70,24,24,24,24,24,0.015979929,0.035843759,0.143901883,0.278081559
SBF1,0.75,Tonge70_c=168,70,24,24,24,24,24,0.017970035,0.040741686,0.151527885,0.29785309
SBF1,0.75,Tonge70_c=176,70,24,24,24,24,24,0.019459024,0.044723051,0.185777555,0.347923129
SBF1,0.75,Tonge70_c=185,70,24,24,24,24,24,0.020390054,0.052099243,0.202873654,0.385222283
SBF1,0.75,Tonge70_c=195,70,24,24,24,24,24,0.019093859,0.047140191,0.193155245,0.380516335
SBF1,0.75,Tonge70_c=207,70,23,23,22,22,22,0.019923463,0.048812914,0.189528906,0.36625625
SBF1,0.75,Tonge70_c=220,70,21,21,21,21,21,0.020507378,0.056765943,0.268713197,0.518719322
SBF1,0.75,Tonge70_c=234,70,19,19,19,19,19,0.02664757,0.085007246,0.356949152,0.704214376
SBF1,0.75,Tonge70_c=251,70,18,18,18,18,18,0.028084404,0.103730273,0.5072495,1.044693281
SBF1,0.75,Tonge70_c=270,70,16,16,16,16,17,0.035171026,0.127765615,0.593449542,1.238524579
SBF1,0.75,Tonge70_c=293,70,15,15,15,15,15,0.037557003,0.133241285,0.653243177,1.386234423
SBF1,0.75,Tonge70_c=320,70,14,13,13,13,14,0.03914193,0.176018553,0.808059297,1.776629164
SBF1,0.75,tonge70_c=364,70,12,12,12,12,12,0.032442338,0.137197355,0.65966904,1.290883047
SBF1,0.75,tonge70_c=410,70,11,11,10,10,11,0.034329296,0.138239856,0.650810621,1.303109596
SBF1,0.75,tonge70_c=468,70,9,9,9,9,9,0.026824411,0.088266215,0.423771938,0.850822874
SBF1,0.75,tonge70_c=527,70,8,8,8,8,8,0.020632245,0.060826622,0.254801342,0.498623077
SBF1,0.75,warnecke_c=104,58,21,21,21,20,21,0.011307183,0.018970003,0.059092573,0.109541059
SBF1,0.75,warnecke_c=111,58,19,19,19,19,19,0.013438852,0.020514742,0.066060832,0.125038337
SBF1,0.75,warnecke_c=54,58,32,32,32,32,32,0.009054126,0.01524589,0.04466212,0.082379006
SBF1,0.75,warnecke_c=56,58,32,32,32,32,32,0.009409326,0.015439527,0.045355798,0.083390683
SBF1,0.75,warnecke_c=58,58,33,32,32,32,32,0.009759295,0.016611762,0.046633104,0.085185117
SBF1,0.75,warnecke_c=60,58,33,33,33,33,32,0.011331552,0.017550191,0.048465202,0.087054054
SBF1,0.75,warnecke_c=62,58,33,33,33,33,32,0.012088967,0.018349056,0.049164067,0.088617606
SBF1,0.75,warnecke_c=65,58,34,33,33,33,33,0.011527156,0.018793126,0.049367981,0.088857583
SBF1,0.75,warnecke_c=68,58,34,34,33,33,33,0.012591651,0.018252789,0.050511636,0.090936268
SBF1,0.75,warnecke_c=71,58,34,34,33,33,33,0.010268366,0.016713078,0.049085361,0.089257775
SBF1,0.75,warnecke_c=74,58,34,33,33,33,33,0.010356585,0.017519889,0.049264226,0.089753608
SBF1,0.75,warnecke_c=78,58,31,30,30,30,30,0.010369924,0.017605012,0.048791403,0.088880476
