inst,elapsed,alg,lb,ub
SBF2-1.00/Arc111_c=6837,1.674546291,ro-random,23,26
SBF2-1.00/Arc111_c=6837,3.754911869,ro-asq,23,25
SBF2-1.00/Arc111_c=7162,1.515968257,ro-random,22,25
SBF2-1.00/Arc111_c=7162,0.04520831,ro-mprule,22,23
SBF2-1.00/Arc111_c=7162,3.188396161,ro-asq,22,24
SBF2-1.00/Arc111_c=7162,5.692051698,ro-sbf,22,23
SBF2-1.00/Arc111_c=7520,1.900507667,ro-random,20,24
SBF2-1.00/Arc111_c=7520,0.043705473,ro-mprule,20,21
SBF2-1.00/Arc111_c=7520,10.92393118,ro-sbf,20,22
SBF2-1.00/Arc111_c=7520,4.482132088,ro-asq,20,22
SBF2-1.00/Arc111_c=7916,1.935816355,ro-random,19,23
SBF2-1.00/Arc111_c=7916,5.19487843,ro-asq,19,21
SBF2-1.00/Arc111_c=7916,9.727563878,ro-sbf,19,21
SBF2-1.00/Arc111_c=7916,0.040515953,ro-mprule,19,20
SBF2-1.00/Arc111_c=8356,1.538610547,ro-random,18,21
SBF2-1.00/Arc111_c=8356,7.639390232,ro-sbf,18,20
SBF2-1.00/Arc111_c=8356,0.04291142,ro-mprule,18,19
SBF2-1.00/Arc111_c=8356,3.83389126,ro-asq,18,20
SBF2-1.00/arc111_c=8847,5.332831632,ro-asq,17,19
SBF2-1.00/arc111_c=8847,1.833157383,ro-random,17,20
SBF2-1.00/arc111_c=8847,12.004121363,ro-sbf,17,18
SBF2-1.00/arc111_c=8847,0.041696462,ro-mprule,17,18
SBF2-1.00/Arc111_c=9400,0.051775515,ro-mprule,16,18
SBF2-1.00/Arc111_c=9400,6.628923804,ro-asq,16,18
SBF2-1.00/Arc111_c=9400,2.170987446,ro-random,16,18
SBF2-1.00/Arc111_c=9400,12.002381857,ro-sbf,16,17
SBF2-1.00/arc83_c=10816,0.016543214,ro-mprule,7,8
SBF2-1.00/arc83_c=10816,0.123921784,ro-asq,7,8
SBF2-1.00/arc83_c=10816,0.118619239,ro-sbf,7,8
SBF2-1.00/arc83_c=10816,0.086186702,ro-random,7,8
SBF2-1.00/Arc83_c=3786,0.381191858,ro-sbf,21,22
SBF2-1.00/Arc83_c=3786,0.014920063,ro-mprule,21,23
SBF2-1.00/Arc83_c=3786,0.41320774,ro-asq,21,23
SBF2-1.00/Arc83_c=3786,0.198012275,ro-random,21,23
SBF2-1.00/Arc83_c=3985,0.222555231,ro-random,20,22
SBF2-1.00/Arc83_c=3985,0.416482299,ro-sbf,20,21
SBF2-1.00/Arc83_c=3985,0.014571003,ro-mprule,20,21
SBF2-1.00/Arc83_c=3985,0.457402288,ro-asq,20,22
SBF2-1.00/Arc83_c=4206,0.61103217,ro-asq,19,20
SBF2-1.00/Arc83_c=4206,0.585962487,ro-sbf,19,20
SBF2-1.00/Arc83_c=4206,0.014995412,ro-mprule,19,20
SBF2-1.00/Arc83_c=4206,0.274809163,ro-random,19,21
SBF2-1.00/Arc83_c=4454,0.015682629,ro-mprule,18,19
SBF2-1.00/Arc83_c=4454,0.763673696,ro-sbf,18,19
SBF2-1.00/Arc83_c=4454,0.745902651,ro-asq,18,20
SBF2-1.00/Arc83_c=4454,0.315945098,ro-random,18,20
SBF2-1.00/Arc83_c=4732,0.385958531,ro-random,17,19
SBF2-1.00/Arc83_c=4732,0.95309574,ro-sbf,17,18
SBF2-1.00/Arc83_c=4732,0.015060042,ro-mprule,17,18
SBF2-1.00/Arc83_c=4732,0.928260782,ro-asq,17,18
SBF2-1.00/Arc83_c=5048,0.572014136,ro-random,16,17
SBF2-1.00/Arc83_c=5048,0.015449851,ro-mprule,16,17
SBF2-1.00/Arc83_c=5048,1.454807819,ro-asq,16,17
SBF2-1.00/Arc83_c=5048,1.420329466,ro-sbf,16,17
SBF2-1.00/Arc83_c=5408,0.68551654,ro-random,15,16
SBF2-1.00/Arc83_c=5408,0.018093192,ro-mprule,15,16
SBF2-1.00/Arc83_c=5408,1.75298059,ro-sbf,15,16
SBF2-1.00/Arc83_c=5408,2.035444248,ro-asq,15,16
SBF2-1.00/Arc83_c=5824,0.018204704,ro-mprule,14,14
SBF2-1.00/Arc83_c=5824,0.929320231,ro-random,14,15
SBF2-1.00/Arc83_c=5824,2.943340652,ro-asq,14,15
SBF2-1.00/Arc83_c=5824,1.281570391,ro-sbf,14,14
SBF2-1.00/arc83_c=5853,0.018264704,ro-mprule,14,14
SBF2-1.00/arc83_c=5853,0.951972933,ro-random,14,15
SBF2-1.00/arc83_c=5853,2.813174133,ro-asq,14,15
SBF2-1.00/arc83_c=5853,0.310744463,ro-sbf,14,14
SBF2-1.00/Arc83_c=6309,3.275173212,ro-asq,13,14
SBF2-1.00/Arc83_c=6309,0.994006162,ro-random,13,14
SBF2-1.00/Arc83_c=6309,2.737896294,ro-sbf,13,14
SBF2-1.00/Arc83_c=6309,0.018630175,ro-mprule,13,13
SBF2-1.00/arc83_c=6842,3.31614705,ro-asq,12,13
SBF2-1.00/arc83_c=6842,2.571502179,ro-sbf,12,13
SBF2-1.00/arc83_c=6842,0.014996707,ro-mprule,12,13
SBF2-1.00/arc83_c=6842,1.025538498,ro-random,12,13
SBF2-1.00/Arc83_c=6883,0.014931732,ro-mprule,12,12
SBF2-1.00/Arc83_c=6883,0.989865816,ro-random,12,13
SBF2-1.00/Arc83_c=6883,2.482132873,ro-sbf,12,13
SBF2-1.00/Arc83_c=6883,3.499903984,ro-asq,12,13
SBF2-1.00/Arc83_c=7571,0.014822485,ro-mprule,11,11
SBF2-1.00/Arc83_c=7571,0.018185768,ro-asq,11,11
SBF2-1.00/Arc83_c=7571,0.027524189,ro-random,11,11
SBF2-1.00/Arc83_c=7571,0.018227588,ro-sbf,11,11
SBF2-1.00/arc83_c=8412,0.024440856,ro-asq,10,10
SBF2-1.00/arc83_c=8412,0.018425886,ro-mprule,10,10
SBF2-1.00/arc83_c=8412,0.040814787,ro-random,10,10
SBF2-1.00/arc83_c=8412,0.023847412,ro-sbf,10,10
SBF2-1.00/arc83_c=8898,0.093697531,ro-sbf,9,9
SBF2-1.00/arc83_c=8898,0.016306683,ro-mprule,9,9
SBF2-1.00/arc83_c=8898,0.588080288,ro-asq,9,10
SBF2-1.00/arc83_c=8898,0.119617802,ro-random,9,10
SBF2-1.00/barthol2_c=101,4.354381775,ro-random,42,50
SBF2-1.00/barthol2_c=101,0.095859562,ro-mprule,42,46
SBF2-1.00/barthol2_c=101,3.229181712,ro-sbf,42,47
SBF2-1.00/barthol2_c=101,5.33238659,ro-asq,42,50
SBF2-1.00/barthol2_c=104,3.23644203,ro-sbf,41,46
SBF2-1.00/barthol2_c=104,5.10560436,ro-random,41,49
SBF2-1.00/barthol2_c=104,0.098574178,ro-mprule,41,45
SBF2-1.00/barthol2_c=104,6.926067758,ro-asq,41,48
SBF2-1.00/barthol2_c=106,0.117106686,ro-mprule,40,44
SBF2-1.00/barthol2_c=106,6.392924163,ro-random,40,48
SBF2-1.00/barthol2_c=106,3.606572054,ro-sbf,40,45
SBF2-1.00/barthol2_c=106,7.544849118,ro-asq,40,47
SBF2-1.00/barthol2_c=109,8.625927801,ro-random,39,46
SBF2-1.00/barthol2_c=109,10.175019436,ro-asq,39,45
SBF2-1.00/barthol2_c=109,4.19289001,ro-sbf,39,44
SBF2-1.00/barthol2_c=109,0.096791234,ro-mprule,39,43
SBF2-1.00/barthol2_c=112,7.736850551,ro-random,38,46
SBF2-1.00/barthol2_c=112,4.541800206,ro-sbf,38,42
SBF2-1.00/barthol2_c=112,10.037912457,ro-asq,38,45
SBF2-1.00/barthol2_c=112,0.095933544,ro-mprule,38,42
SBF2-1.00/barthol2_c=115,8.436185204,ro-random,37,44
SBF2-1.00/barthol2_c=115,0.098896611,ro-mprule,37,41
SBF2-1.00/barthol2_c=115,4.969375061,ro-sbf,37,41
SBF2-1.00/barthol2_c=115,10.420118156,ro-asq,37,43
SBF2-1.00/barthol2_c=118,12.006775152,ro-asq,36,42
SBF2-1.00/barthol2_c=118,11.427913995,ro-random,36,43
SBF2-1.00/barthol2_c=118,0.095639574,ro-mprule,36,40
SBF2-1.00/barthol2_c=118,6.755964079,ro-sbf,36,40
SBF2-1.00/barthol2_c=121,12.007921584,ro-asq,35,41
SBF2-1.00/barthol2_c=121,12.005026524,ro-random,35,42
SBF2-1.00/barthol2_c=121,6.444273746,ro-sbf,35,39
SBF2-1.00/barthol2_c=121,0.102615277,ro-mprule,35,39
SBF2-1.00/barthol2_c=125,12.013063472,ro-asq,34,39
SBF2-1.00/barthol2_c=125,12.013602087,ro-random,34,41
SBF2-1.00/barthol2_c=125,0.101846115,ro-mprule,34,37
SBF2-1.00/barthol2_c=125,8.208757915,ro-sbf,34,38
SBF2-1.00/barthol2_c=129,10.203745896,ro-sbf,33,36
SBF2-1.00/barthol2_c=129,12.00786387,ro-random,33,39
SBF2-1.00/barthol2_c=129,0.102723681,ro-mprule,33,36
SBF2-1.00/barthol2_c=129,12.004808022,ro-asq,33,38
SBF2-1.00/barthol2_c=133,0.112126666,ro-mprule,32,35
SBF2-1.00/barthol2_c=133,10.957416081,ro-sbf,32,35
SBF2-1.00/barthol2_c=133,12.01342503,ro-asq,32,37
SBF2-1.00/barthol2_c=133,12.007547813,ro-random,32,38
SBF2-1.00/barthol2_c=137,0.103063289,ro-mprule,31,34
SBF2-1.00/barthol2_c=137,12.003687459,ro-asq,31,36
SBF2-1.00/barthol2_c=137,12.005675926,ro-sbf,31,35
SBF2-1.00/barthol2_c=137,12.008197526,ro-random,31,36
SBF2-1.00/barthol2_c=142,12.010268218,ro-asq,30,35
SBF2-1.00/barthol2_c=142,12.000810247,ro-random,30,35
SBF2-1.00/barthol2_c=142,12.002875364,ro-sbf,30,33
SBF2-1.00/barthol2_c=142,0.099295036,ro-mprule,30,33
SBF2-1.00/barthol2_c=146,12.001613878,ro-sbf,29,32
SBF2-1.00/barthol2_c=146,12.015316892,ro-random,29,34
SBF2-1.00/barthol2_c=146,0.09788979,ro-mprule,29,32
SBF2-1.00/barthol2_c=146,12.003310344,ro-asq,29,34
SBF2-1.00/barthol2_c=152,12.008018112,ro-sbf,28,31
SBF2-1.00/barthol2_c=152,12.008054819,ro-asq,28,32
SBF2-1.00/barthol2_c=152,12.009290928,ro-random,28,33
SBF2-1.00/barthol2_c=152,0.101382392,ro-mprule,28,31
SBF2-1.00/barthol2_c=157,0.106081497,ro-mprule,27,30
SBF2-1.00/barthol2_c=157,12.004220675,ro-random,27,31
SBF2-1.00/barthol2_c=157,12.000782667,ro-asq,27,31
SBF2-1.00/barthol2_c=157,12.001215058,ro-sbf,27,30
SBF2-1.00/barthol2_c=163,0.103050925,ro-mprule,26,29
SBF2-1.00/barthol2_c=163,12.023713868,ro-random,26,30
SBF2-1.00/barthol2_c=163,12.005790829,ro-asq,26,30
SBF2-1.00/barthol2_c=163,12.012312171,ro-sbf,26,29
SBF2-1.00/barthol2_c=170,12.001425401,ro-random,25,29
SBF2-1.00/barthol2_c=170,12.010286665,ro-sbf,25,28
SBF2-1.00/barthol2_c=170,12.026231983,ro-asq,25,28
SBF2-1.00/barthol2_c=170,0.101372347,ro-mprule,25,28
SBF2-1.00/barthol2_c=84,2.899247233,ro-asq,51,59
SBF2-1.00/barthol2_c=84,0.124329256,ro-mprule,51,57
SBF2-1.00/barthol2_c=84,2.176964493,ro-sbf,51,56
SBF2-1.00/barthol2_c=84,2.332560463,ro-random,51,60
SBF2-1.00/barthol2_c=85,2.126495088,ro-sbf,50,56
SBF2-1.00/barthol2_c=85,2.433719794,ro-random,50,60
SBF2-1.00/barthol2_c=85,0.124307361,ro-mprule,50,57
SBF2-1.00/barthol2_c=85,3.377933384,ro-asq,50,58
SBF2-1.00/barthol2_c=87,2.13042999,ro-sbf,49,54
SBF2-1.00/barthol2_c=87,3.303194703,ro-asq,49,58
SBF2-1.00/barthol2_c=87,2.459666369,ro-random,49,59
SBF2-1.00/barthol2_c=87,0.098225293,ro-mprule,49,54
SBF2-1.00/barthol2_c=89,3.248317132,ro-asq,48,57
SBF2-1.00/barthol2_c=89,0.125356117,ro-mprule,48,53
SBF2-1.00/barthol2_c=89,2.298944789,ro-random,48,57
SBF2-1.00/barthol2_c=89,2.286438558,ro-sbf,48,53
SBF2-1.00/barthol2_c=91,0.095854332,ro-mprule,47,53
SBF2-1.00/barthol2_c=91,3.636511187,ro-asq,47,55
SBF2-1.00/barthol2_c=91,2.163287065,ro-sbf,47,52
SBF2-1.00/barthol2_c=91,2.735975373,ro-random,47,57
SBF2-1.00/barthol2_c=93,0.096725248,ro-mprule,46,51
SBF2-1.00/barthol2_c=93,2.449688577,ro-sbf,46,51
SBF2-1.00/barthol2_c=93,4.440692523,ro-asq,46,54
SBF2-1.00/barthol2_c=93,3.710801218,ro-random,46,55
SBF2-1.00/barthol2_c=95,0.097837045,ro-mprule,45,50
SBF2-1.00/barthol2_c=95,5.191958062,ro-asq,45,53
SBF2-1.00/barthol2_c=95,3.72994291,ro-random,45,54
SBF2-1.00/barthol2_c=95,2.557356837,ro-sbf,45,50
SBF2-1.00/barthol2_c=97,4.084154435,ro-random,44,53
SBF2-1.00/barthol2_c=97,5.580246714,ro-asq,44,52
SBF2-1.00/barthol2_c=97,0.098235319,ro-mprule,44,50
SBF2-1.00/barthol2_c=97,2.871656253,ro-sbf,44,49
SBF2-1.00/barthol2_c=99,0.09863569,ro-mprule,43,48
SBF2-1.00/barthol2_c=99,3.767902162,ro-random,43,52
SBF2-1.00/barthol2_c=99,3.108716873,ro-sbf,43,48
SBF2-1.00/barthol2_c=99,5.198108982,ro-asq,43,51
SBF2-1.00/barthold_c=403,9.699781738,ro-asq,14,16
SBF2-1.00/barthold_c=403,12.001953308,ro-sbf,14,16
SBF2-1.00/barthold_c=403,11.911740674,ro-random,14,16
SBF2-1.00/barthold_c=403,0.098775763,ro-mprule,14,15
SBF2-1.00/barthold_c=434,7.806974471,ro-asq,13,15
SBF2-1.00/barthold_c=434,0.101498616,ro-mprule,13,14
SBF2-1.00/barthold_c=434,12.012593299,ro-sbf,13,15
SBF2-1.00/barthold_c=434,9.984375159,ro-random,13,15
SBF2-1.00/barthold_c=470,5.571114638,ro-asq,12,14
SBF2-1.00/barthold_c=470,0.104200537,ro-mprule,12,14
SBF2-1.00/barthold_c=470,12.003310827,ro-sbf,12,14
SBF2-1.00/barthold_c=470,6.834476004,ro-random,12,14
SBF2-1.00/barthold_c=513,3.14657215,ro-asq,11,13
SBF2-1.00/barthold_c=513,0.097528482,ro-mprule,11,12
SBF2-1.00/barthold_c=513,3.970809519,ro-random,11,13
SBF2-1.00/barthold_c=513,9.377709797,ro-sbf,11,13
SBF2-1.00/barthold_c=564,2.129540384,ro-asq,10,12
SBF2-1.00/barthold_c=564,0.104395033,ro-mprule,10,11
SBF2-1.00/barthold_c=564,7.014609977,ro-sbf,10,12
SBF2-1.00/barthold_c=564,2.415776599,ro-random,10,12
SBF2-1.00/barthold_c=626,1.140972759,ro-random,9,11
SBF2-1.00/barthold_c=626,2.528806199,ro-sbf,9,10
SBF2-1.00/barthold_c=626,0.096069203,ro-mprule,9,10
SBF2-1.00/barthold_c=626,1.237231258,ro-asq,9,11
SBF2-1.00/barthold_c=705,1.641055484,ro-sbf,8,9
SBF2-1.00/barthold_c=705,0.794622528,ro-asq,8,10
SBF2-1.00/barthold_c=705,0.095367313,ro-mprule,8,9
SBF2-1.00/barthold_c=705,0.629325726,ro-random,8,10
SBF2-1.00/barthold_c=805,0.58950626800000006,ro-asq,7,8
SBF2-1.00/barthold_c=805,0.324467629,ro-random,7,8
SBF2-1.00/barthold_c=805,0.572222803,ro-sbf,7,8
SBF2-1.00/barthold_c=805,0.094729821,ro-mprule,7,8
SBF2-1.00/bowman8_c=20,5.96735e-4,ro-random,5,5
SBF2-1.00/bowman8_c=20,5.14923e-4,ro-mprule,5,5
SBF2-1.00/bowman8_c=20,5.05071e-4,ro-sbf,5,5
SBF2-1.00/bowman8_c=20,5.17812e-4,ro-asq,5,5
SBF2-1.00/buxey_c=27,0.011108743,ro-sbf,13,13
SBF2-1.00/buxey_c=27,0.059441105,ro-asq,13,14
SBF2-1.00/buxey_c=27,0.002293518,ro-mprule,13,14
SBF2-1.00/buxey_c=27,0.04184679,ro-random,13,14
SBF2-1.00/buxey_c=30,0.048797218,ro-sbf,11,12
SBF2-1.00/buxey_c=30,0.040579052,ro-random,11,13
SBF2-1.00/buxey_c=30,0.00184009,ro-mprule,11,12
SBF2-1.00/buxey_c=30,0.056823622,ro-asq,11,13
SBF2-1.00/buxey_c=33,0.0571813,ro-random,11,12
SBF2-1.00/buxey_c=33,0.001816712,ro-mprule,11,12
SBF2-1.00/buxey_c=33,0.070363698,ro-sbf,11,12
SBF2-1.00/buxey_c=33,0.046241006,ro-asq,11,11
SBF2-1.00/buxey_c=36,0.071448647,ro-sbf,9,10
SBF2-1.00/buxey_c=36,0.001831639,ro-mprule,9,10
SBF2-1.00/buxey_c=36,0.053808757,ro-random,9,10
SBF2-1.00/buxey_c=36,0.073025692,ro-asq,9,10
SBF2-1.00/buxey_c=41,0.001773068,ro-mprule,8,9
SBF2-1.00/buxey_c=41,0.00880327,ro-sbf,8,8
SBF2-1.00/buxey_c=41,0.065554707,ro-random,8,9
SBF2-1.00/buxey_c=41,0.084476692,ro-asq,8,9
SBF2-1.00/buxey_c=47,0.001785269,ro-mprule,7,8
SBF2-1.00/buxey_c=47,0.043582354,ro-sbf,7,7
SBF2-1.00/buxey_c=47,0.08558302,ro-random,7,8
SBF2-1.00/buxey_c=47,0.103405,ro-asq,7,8
SBF2-1.00/buxey_c=54,0.192905637,ro-asq,6,7
SBF2-1.00/buxey_c=54,0.150121968,ro-random,6,7
SBF2-1.00/buxey_c=54,0.199501391,ro-sbf,6,7
SBF2-1.00/buxey_c=54,0.001950145,ro-mprule,6,7
SBF2-1.00/gunther_c=41,0.059308515,ro-sbf,13,14
SBF2-1.00/gunther_c=41,0.002738066,ro-mprule,13,15
SBF2-1.00/gunther_c=41,0.053168342,ro-random,13,14
SBF2-1.00/gunther_c=41,0.077455479,ro-asq,13,14
SBF2-1.00/gunther_c=44,0.064990809,ro-sbf,11,12
SBF2-1.00/gunther_c=44,0.060497704,ro-random,11,12
SBF2-1.00/gunther_c=44,0.002322137,ro-mprule,11,13
SBF2-1.00/gunther_c=44,0.07806156,ro-asq,11,12
SBF2-1.00/gunther_c=49,0.0779926,ro-random,10,11
SBF2-1.00/gunther_c=49,0.137672588,ro-asq,10,11
SBF2-1.00/gunther_c=49,0.00232322,ro-mprule,10,11
SBF2-1.00/gunther_c=49,0.136130124,ro-sbf,10,11
SBF2-1.00/gunther_c=54,0.075809961,ro-random,9,10
SBF2-1.00/gunther_c=54,0.003192186,ro-mprule,9,10
SBF2-1.00/gunther_c=54,0.030966065,ro-sbf,9,9
SBF2-1.00/gunther_c=54,0.114809013,ro-asq,9,10
SBF2-1.00/gunther_c=61,0.129430138,ro-random,8,9
SBF2-1.00/gunther_c=61,0.002282744,ro-mprule,8,9
SBF2-1.00/gunther_c=61,0.177888314,ro-asq,8,9
SBF2-1.00/gunther_c=61,0.135916245,ro-sbf,8,9
SBF2-1.00/gunther_c=69,0.002241014,ro-mprule,8,8
SBF2-1.00/gunther_c=69,0.003131744,ro-random,8,8
SBF2-1.00/gunther_c=69,0.002525933,ro-sbf,8,8
SBF2-1.00/gunther_c=69,0.002608768,ro-asq,8,8
SBF2-1.00/gunther_c=81,0.002418214,ro-mprule,7,8
SBF2-1.00/gunther_c=81,0.002591398,ro-random,7,7
SBF2-1.00/gunther_c=81,0.002454886,ro-sbf,7,7
SBF2-1.00/gunther_c=81,0.002620965,ro-asq,7,7
SBF2-1.00/hahn_c=2004,0.005374057,ro-sbf,8,8
SBF2-1.00/hahn_c=2004,0.004818137,ro-mprule,8,9
SBF2-1.00/hahn_c=2004,0.006262609,ro-random,8,8
SBF2-1.00/hahn_c=2004,0.005307284,ro-asq,8,8
SBF2-1.00/hahn_c=2338,0.003866568,ro-mprule,7,7
SBF2-1.00/hahn_c=2338,0.004378219,ro-sbf,7,7
SBF2-1.00/hahn_c=2338,0.111237515,ro-random,7,8
SBF2-1.00/hahn_c=2338,0.00508354,ro-asq,7,7
SBF2-1.00/hahn_c=2806,0.219929098,ro-sbf,5,6
SBF2-1.00/hahn_c=2806,0.213814004,ro-random,5,6
SBF2-1.00/hahn_c=2806,0.193544041,ro-asq,5,6
SBF2-1.00/hahn_c=2806,0.003829947,ro-mprule,5,6
SBF2-1.00/hahn_c=3507,0.004537141,ro-random,5,5
SBF2-1.00/hahn_c=3507,0.003913654,ro-mprule,5,5
SBF2-1.00/hahn_c=3507,0.004022879,ro-sbf,5,5
SBF2-1.00/hahn_c=3507,0.003983195,ro-asq,5,5
SBF2-1.00/hahn_c=4676,0.005328261,ro-mprule,4,4
SBF2-1.00/hahn_c=4676,0.003994808,ro-sbf,4,4
SBF2-1.00/hahn_c=4676,0.004456408,ro-random,4,4
SBF2-1.00/hahn_c=4676,0.004065133,ro-asq,4,4
SBF2-1.00/heskia_c=138,0.001971855,ro-mprule,8,8
SBF2-1.00/heskia_c=138,0.757720453,ro-random,8,9
SBF2-1.00/heskia_c=138,0.443820454,ro-asq,8,8
SBF2-1.00/heskia_c=138,0.002291703,ro-sbf,8,8
SBF2-1.00/heskia_c=205,1.055593055,ro-random,5,6
SBF2-1.00/heskia_c=205,0.004877196,ro-mprule,5,6
SBF2-1.00/heskia_c=205,1.317166372,ro-asq,5,6
SBF2-1.00/heskia_c=205,0.056607656,ro-sbf,5,5
SBF2-1.00/heskia_c=216,0.002205572,ro-mprule,5,6
SBF2-1.00/heskia_c=216,0.991416199,ro-random,5,6
SBF2-1.00/heskia_c=216,0.037536858,ro-asq,5,5
SBF2-1.00/heskia_c=216,0.007427143,ro-sbf,5,5
SBF2-1.00/heskia_c=256,1.134101163,ro-asq,4,5
SBF2-1.00/heskia_c=256,0.81085471,ro-random,4,5
SBF2-1.00/heskia_c=256,0.209873499,ro-sbf,4,4
SBF2-1.00/heskia_c=256,0.001993475,ro-mprule,4,5
SBF2-1.00/heskia_c=324,0.001995779,ro-sbf,4,4
SBF2-1.00/heskia_c=324,0.001821828,ro-random,4,4
SBF2-1.00/heskia_c=324,0.001785183,ro-asq,4,4
SBF2-1.00/heskia_c=324,0.002121061,ro-mprule,4,4
SBF2-1.00/heskia_c=342,0.712648094,ro-sbf,3,4
SBF2-1.00/heskia_c=342,0.001698663,ro-mprule,3,4
SBF2-1.00/heskia_c=342,0.361977705,ro-asq,3,4
SBF2-1.00/heskia_c=342,0.277564484,ro-random,3,4
SBF2-1.00/jackson_c=10,6.31959e-4,ro-random,5,5
SBF2-1.00/jackson_c=10,6.46107e-4,ro-asq,5,5
SBF2-1.00/jackson_c=10,6.11454e-4,ro-mprule,5,6
SBF2-1.00/jackson_c=10,6.46944e-4,ro-sbf,5,5
SBF2-1.00/jackson_c=13,6.05648e-4,ro-random,4,4
SBF2-1.00/jackson_c=13,5.95503e-4,ro-mprule,4,4
SBF2-1.00/jackson_c=13,5.98058e-4,ro-sbf,4,4
SBF2-1.00/jackson_c=13,6.70519e-4,ro-asq,4,4
SBF2-1.00/jackson_c=14,6.12475e-4,ro-mprule,4,4
SBF2-1.00/jackson_c=14,5.87252e-4,ro-random,4,4
SBF2-1.00/jackson_c=14,5.88959e-4,ro-asq,4,4
SBF2-1.00/jackson_c=14,5.83851e-4,ro-sbf,4,4
SBF2-1.00/jackson_c=21,5.8431e-4,ro-mprule,3,3
SBF2-1.00/jackson_c=21,5.86761e-4,ro-asq,3,3
SBF2-1.00/jackson_c=21,5.83878e-4,ro-random,3,3
SBF2-1.00/jackson_c=21,6.19047e-4,ro-sbf,3,3
SBF2-1.00/jackson_c=7,6.20835e-4,ro-asq,8,8
SBF2-1.00/jackson_c=7,6.20823e-4,ro-mprule,8,8
SBF2-1.00/jackson_c=7,6.01823e-4,ro-random,8,8
SBF2-1.00/jackson_c=7,5.9147e-4,ro-sbf,8,8
SBF2-1.00/jackson_c=9,6.09958e-4,ro-sbf,6,6
SBF2-1.00/jackson_c=9,6.27028e-4,ro-asq,6,6
SBF2-1.00/jackson_c=9,6.16897e-4,ro-mprule,6,7
SBF2-1.00/jackson_c=9,6.2056e-4,ro-random,6,6
SBF2-1.00/jaeschke_c=10,5.43615e-4,ro-asq,4,4
SBF2-1.00/jaeschke_c=10,5.50724e-4,ro-mprule,4,4
SBF2-1.00/jaeschke_c=10,5.47746e-4,ro-sbf,4,4
SBF2-1.00/jaeschke_c=10,5.40422e-4,ro-random,4,4
SBF2-1.00/jaeschke_c=18,5.73163e-4,ro-sbf,3,3
SBF2-1.00/jaeschke_c=18,5.50341e-4,ro-asq,3,3
SBF2-1.00/jaeschke_c=18,5.47437e-4,ro-mprule,3,3
SBF2-1.00/jaeschke_c=18,5.46717e-4,ro-random,3,3
SBF2-1.00/jaeschke_c=6,5.46305e-4,ro-random,8,8
SBF2-1.00/jaeschke_c=6,5.30561e-4,ro-asq,8,8
SBF2-1.00/jaeschke_c=6,5.42524e-4,ro-mprule,8,8
SBF2-1.00/jaeschke_c=6,5.47789e-4,ro-sbf,8,8
SBF2-1.00/jaeschke_c=7,5.54723e-4,ro-asq,7,7
SBF2-1.00/jaeschke_c=7,5.32865e-4,ro-mprule,7,7
SBF2-1.00/jaeschke_c=7,5.45862e-4,ro-random,7,7
SBF2-1.00/jaeschke_c=7,5.41147e-4,ro-sbf,7,7
SBF2-1.00/jaeschke_c=8,5.44315e-4,ro-random,6,6
SBF2-1.00/jaeschke_c=8,5.43174e-4,ro-sbf,6,6
SBF2-1.00/jaeschke_c=8,5.37723e-4,ro-asq,6,6
SBF2-1.00/jaeschke_c=8,5.74439e-4,ro-mprule,6,6
SBF2-1.00/kilbrid_c=110,0.004057964,ro-random,6,6
SBF2-1.00/kilbrid_c=110,0.005062533,ro-mprule,6,6
SBF2-1.00/kilbrid_c=110,0.004942869,ro-asq,6,6
SBF2-1.00/kilbrid_c=110,0.004666497,ro-sbf,6,6
SBF2-1.00/kilbrid_c=111,0.897356499,ro-random,5,6
SBF2-1.00/kilbrid_c=111,1.457633201,ro-sbf,5,6
SBF2-1.00/kilbrid_c=111,1.419712083,ro-asq,5,6
SBF2-1.00/kilbrid_c=111,0.005313304,ro-mprule,5,6
SBF2-1.00/kilbrid_c=138,0.071339382,ro-sbf,4,4
SBF2-1.00/kilbrid_c=138,0.006351597,ro-mprule,4,4
SBF2-1.00/kilbrid_c=138,0.466562179,ro-asq,4,5
SBF2-1.00/kilbrid_c=138,0.287226711,ro-random,4,5
SBF2-1.00/kilbrid_c=184,0.029417272,ro-random,3,4
SBF2-1.00/kilbrid_c=184,0.048226913,ro-sbf,3,4
SBF2-1.00/kilbrid_c=184,0.065920431,ro-asq,3,4
SBF2-1.00/kilbrid_c=184,0.004376957,ro-mprule,3,3
SBF2-1.00/kilbrid_c=56,0.857432529,ro-asq,10,11
SBF2-1.00/kilbrid_c=56,0.473784989,ro-random,10,11
SBF2-1.00/kilbrid_c=56,1.108427391,ro-sbf,10,11
SBF2-1.00/kilbrid_c=56,0.005399951,ro-mprule,10,11
SBF2-1.00/kilbrid_c=57,0.954550432,ro-sbf,10,11
SBF2-1.00/kilbrid_c=57,0.882414068,ro-asq,10,11
SBF2-1.00/kilbrid_c=57,0.465298123,ro-random,10,11
SBF2-1.00/kilbrid_c=57,0.004531439,ro-mprule,10,11
SBF2-1.00/kilbrid_c=62,1.322978793,ro-asq,9,10
SBF2-1.00/kilbrid_c=62,0.004473223,ro-mprule,9,10
SBF2-1.00/kilbrid_c=62,0.750319913,ro-random,9,10
SBF2-1.00/kilbrid_c=62,1.245896822,ro-sbf,9,10
