inst,elapsed,alg,lb,ub
mp/ARC83.IN2_TS0.25_EJ1,0.015351428,ro-sbf,8,8
mp/ARC83.IN2_TS0.25_EJ1,0.01892782,ro-asq,8,8
mp/ARC83.IN2_TS0.25_EJ1,0.015948293,ro-mprule,8,8
mp/ARC83.IN2_TS0.25_EJ1,0.015229578,ro-random,8,8
mp/ARC83.IN2_TS0.25_EJ10,2.949495134,ro-asq,12,13
mp/ARC83.IN2_TS0.25_EJ10,2.209392447,ro-sbf,12,13
mp/ARC83.IN2_TS0.25_EJ10,0.016412789,ro-mprule,12,13
mp/ARC83.IN2_TS0.25_EJ10,0.863957986,ro-random,12,13
mp/ARC83.IN2_TS0.25_EJ2,0.016576627,ro-mprule,15,16
mp/ARC83.IN2_TS0.25_EJ2,1.874852392,ro-sbf,15,16
mp/ARC83.IN2_TS0.25_EJ2,0.680528556,ro-random,15,16
mp/ARC83.IN2_TS0.25_EJ2,2.012378374,ro-asq,15,16
mp/ARC83.IN2_TS0.25_EJ3,0.167629877,ro-asq,8,9
mp/ARC83.IN2_TS0.25_EJ3,0.098749272,ro-random,8,9
mp/ARC83.IN2_TS0.25_EJ3,0.016115362,ro-mprule,8,9
mp/ARC83.IN2_TS0.25_EJ3,0.33971514,ro-sbf,8,9
mp/ARC83.IN2_TS0.25_EJ4,0.017446318,ro-sbf,10,10
mp/ARC83.IN2_TS0.25_EJ4,0.017865238,ro-mprule,10,10
mp/ARC83.IN2_TS0.25_EJ4,0.015030815,ro-random,10,10
mp/ARC83.IN2_TS0.25_EJ4,0.015780529,ro-asq,10,10
mp/ARC83.IN2_TS0.25_EJ5,2.240944167,ro-sbf,12,13
mp/ARC83.IN2_TS0.25_EJ5,2.871092781,ro-asq,12,13
mp/ARC83.IN2_TS0.25_EJ5,0.016698581,ro-mprule,12,13
mp/ARC83.IN2_TS0.25_EJ5,0.848469831,ro-random,12,13
mp/ARC83.IN2_TS0.25_EJ6,0.015074716,ro-mprule,9,10
mp/ARC83.IN2_TS0.25_EJ6,0.450575808,ro-sbf,9,10
mp/ARC83.IN2_TS0.25_EJ6,0.110911323,ro-random,9,10
mp/ARC83.IN2_TS0.25_EJ6,0.501138438,ro-asq,9,10
mp/ARC83.IN2_TS0.25_EJ7,0.03797233,ro-asq,13,13
mp/ARC83.IN2_TS0.25_EJ7,0.737759346,ro-random,13,13
mp/ARC83.IN2_TS0.25_EJ7,0.017442941,ro-mprule,13,13
mp/ARC83.IN2_TS0.25_EJ7,0.123749258,ro-sbf,13,13
mp/ARC83.IN2_TS0.25_EJ8,0.088793155,ro-random,8,9
mp/ARC83.IN2_TS0.25_EJ8,0.239171619,ro-sbf,8,9
mp/ARC83.IN2_TS0.25_EJ8,0.015087205,ro-mprule,8,9
mp/ARC83.IN2_TS0.25_EJ8,0.155077679,ro-asq,8,9
mp/ARC83.IN2_TS0.25_EJ9,0.137741235,ro-asq,14,14
mp/ARC83.IN2_TS0.25_EJ9,0.815559756,ro-random,14,15
mp/ARC83.IN2_TS0.25_EJ9,0.016627227,ro-mprule,14,15
mp/ARC83.IN2_TS0.25_EJ9,0.029841249,ro-sbf,14,14
mp/ARC83.IN2_TS0.25-med_EJ1,0.01537009,ro-mprule,20,23
mp/ARC83.IN2_TS0.25-med_EJ1,0.46756262,ro-sbf,20,22
mp/ARC83.IN2_TS0.25-med_EJ1,0.523647225,ro-asq,20,23
mp/ARC83.IN2_TS0.25-med_EJ1,0.242386584,ro-random,20,23
mp/ARC83.IN2_TS0.25-med_EJ10,3.37432388,ro-asq,12,13
mp/ARC83.IN2_TS0.25-med_EJ10,0.016004608,ro-mprule,12,13
mp/ARC83.IN2_TS0.25-med_EJ10,2.400288645,ro-sbf,12,13
mp/ARC83.IN2_TS0.25-med_EJ10,0.939228966,ro-random,12,13
mp/ARC83.IN2_TS0.25-med_EJ2,0.956937035,ro-random,12,13
mp/ARC83.IN2_TS0.25-med_EJ2,0.015705926,ro-mprule,12,13
mp/ARC83.IN2_TS0.25-med_EJ2,2.547989571,ro-sbf,12,13
mp/ARC83.IN2_TS0.25-med_EJ2,3.289590828,ro-asq,12,13
mp/ARC83.IN2_TS0.25-med_EJ3,1.885070845,ro-asq,11,12
mp/ARC83.IN2_TS0.25-med_EJ3,0.536564943,ro-random,11,12
mp/ARC83.IN2_TS0.25-med_EJ3,1.6752233,ro-sbf,11,12
mp/ARC83.IN2_TS0.25-med_EJ3,0.015695784,ro-mprule,11,12
mp/ARC83.IN2_TS0.25-med_EJ4,2.50205298,ro-sbf,12,13
mp/ARC83.IN2_TS0.25-med_EJ4,0.966024376,ro-random,12,13
mp/ARC83.IN2_TS0.25-med_EJ4,3.248924774,ro-asq,12,13
mp/ARC83.IN2_TS0.25-med_EJ4,0.018127207,ro-mprule,12,13
mp/ARC83.IN2_TS0.25-med_EJ5,0.944358942,ro-random,13,14
mp/ARC83.IN2_TS0.25-med_EJ5,3.418525534,ro-asq,13,14
mp/ARC83.IN2_TS0.25-med_EJ5,0.015943137,ro-mprule,13,14
mp/ARC83.IN2_TS0.25-med_EJ5,3.09041942,ro-sbf,13,14
mp/ARC83.IN2_TS0.25-med_EJ6,0.019755668,ro-mprule,18,20
mp/ARC83.IN2_TS0.25-med_EJ6,0.870748671,ro-asq,18,20
mp/ARC83.IN2_TS0.25-med_EJ6,0.813739132,ro-sbf,18,20
mp/ARC83.IN2_TS0.25-med_EJ6,0.372225892,ro-random,18,20
mp/ARC83.IN2_TS0.25-med_EJ7,0.015533179,ro-mprule,12,13
mp/ARC83.IN2_TS0.25-med_EJ7,2.411785959,ro-sbf,12,13
mp/ARC83.IN2_TS0.25-med_EJ7,3.173875978,ro-asq,12,13
mp/ARC83.IN2_TS0.25-med_EJ7,0.934623867,ro-random,12,13
mp/ARC83.IN2_TS0.25-med_EJ8,0.745833661,ro-asq,19,21
mp/ARC83.IN2_TS0.25-med_EJ8,0.020905202,ro-mprule,19,21
mp/ARC83.IN2_TS0.25-med_EJ8,0.628363837,ro-sbf,19,21
mp/ARC83.IN2_TS0.25-med_EJ8,0.326709721,ro-random,19,21
mp/ARC83.IN2_TS0.25-med_EJ9,0.944344329,ro-random,12,13
mp/ARC83.IN2_TS0.25-med_EJ9,3.22620339,ro-asq,12,13
mp/ARC83.IN2_TS0.25-med_EJ9,2.4745656,ro-sbf,12,13
mp/ARC83.IN2_TS0.25-med_EJ9,0.016835575,ro-mprule,12,13
mp/ARC83.IN2_TS0.75_EJ1,2.650211495,ro-asq,14,15
mp/ARC83.IN2_TS0.75_EJ1,0.834927759,ro-random,14,15
mp/ARC83.IN2_TS0.75_EJ1,2.429720247,ro-sbf,14,15
mp/ARC83.IN2_TS0.75_EJ1,0.018456665,ro-mprule,14,15
mp/ARC83.IN2_TS0.75_EJ10,0.016594454,ro-mprule,14,16
mp/ARC83.IN2_TS0.75_EJ10,2.529467235,ro-asq,14,15
mp/ARC83.IN2_TS0.75_EJ10,1.966815139,ro-sbf,14,15
mp/ARC83.IN2_TS0.75_EJ10,0.787076501,ro-random,14,16
mp/ARC83.IN2_TS0.75_EJ2,0.148054758,ro-sbf,9,9
mp/ARC83.IN2_TS0.75_EJ2,0.359929528,ro-asq,9,10
mp/ARC83.IN2_TS0.75_EJ2,0.111728155,ro-random,9,10
mp/ARC83.IN2_TS0.75_EJ2,0.017210223,ro-mprule,9,9
mp/ARC83.IN2_TS0.75_EJ3,0.067429776,ro-asq,12,12
mp/ARC83.IN2_TS0.75_EJ3,0.817291334,ro-random,12,13
mp/ARC83.IN2_TS0.75_EJ3,0.179687067,ro-sbf,12,12
mp/ARC83.IN2_TS0.75_EJ3,0.015236039,ro-mprule,12,13
mp/ARC83.IN2_TS0.75_EJ4,0.116165967,ro-random,9,10
mp/ARC83.IN2_TS0.75_EJ4,0.015113031,ro-mprule,9,10
mp/ARC83.IN2_TS0.75_EJ4,0.443786172,ro-asq,9,10
mp/ARC83.IN2_TS0.75_EJ4,0.435331407,ro-sbf,9,10
mp/ARC83.IN2_TS0.75_EJ5,0.037966928,ro-sbf,8,8
mp/ARC83.IN2_TS0.75_EJ5,0.017229768,ro-mprule,8,8
mp/ARC83.IN2_TS0.75_EJ5,0.132437093,ro-asq,8,9
mp/ARC83.IN2_TS0.75_EJ5,0.089226138,ro-random,8,9
mp/ARC83.IN2_TS0.75_EJ6,0.017534589,ro-random,9,9
mp/ARC83.IN2_TS0.75_EJ6,0.015461847,ro-asq,9,9
mp/ARC83.IN2_TS0.75_EJ6,0.017712905,ro-sbf,9,9
mp/ARC83.IN2_TS0.75_EJ6,0.015172963,ro-mprule,9,9
mp/ARC83.IN2_TS0.75_EJ7,0.699709474,ro-random,11,12
mp/ARC83.IN2_TS0.75_EJ7,2.34461192,ro-sbf,11,12
mp/ARC83.IN2_TS0.75_EJ7,2.636296349,ro-asq,11,12
mp/ARC83.IN2_TS0.75_EJ7,0.017378241,ro-mprule,11,12
mp/ARC83.IN2_TS0.75_EJ8,0.877150393,ro-sbf,10,11
mp/ARC83.IN2_TS0.75_EJ8,0.339332811,ro-random,10,11
mp/ARC83.IN2_TS0.75_EJ8,0.015091497,ro-mprule,10,11
mp/ARC83.IN2_TS0.75_EJ8,1.121310705,ro-asq,10,11
mp/ARC83.IN2_TS0.75_EJ9,0.097609012,ro-random,8,9
mp/ARC83.IN2_TS0.75_EJ9,0.163956106,ro-asq,8,9
mp/ARC83.IN2_TS0.75_EJ9,0.290995931,ro-sbf,8,9
mp/ARC83.IN2_TS0.75_EJ9,0.015136271,ro-mprule,8,9
mp/ARC83.IN2_TS0.75-med_EJ1,2.135210923,ro-sbf,14,18
mp/ARC83.IN2_TS0.75-med_EJ1,0.03554148,ro-mprule,14,18
mp/ARC83.IN2_TS0.75-med_EJ1,1.97273505,ro-asq,14,18
mp/ARC83.IN2_TS0.75-med_EJ1,0.743021833,ro-random,14,18
mp/ARC83.IN2_TS0.75-med_EJ10,0.032243899,ro-mprule,16,19
mp/ARC83.IN2_TS0.75-med_EJ10,0.433032498,ro-random,16,20
mp/ARC83.IN2_TS0.75-med_EJ10,1.125243802,ro-sbf,16,19
mp/ARC83.IN2_TS0.75-med_EJ10,1.030893595,ro-asq,16,19
mp/ARC83.IN2_TS0.75-med_EJ2,0.424944049,ro-asq,20,25
mp/ARC83.IN2_TS0.75-med_EJ2,0.026528223,ro-mprule,20,25
mp/ARC83.IN2_TS0.75-med_EJ2,0.216939405,ro-random,20,26
mp/ARC83.IN2_TS0.75-med_EJ2,0.428925553,ro-sbf,20,25
mp/ARC83.IN2_TS0.75-med_EJ3,1.148661167,ro-random,11,14
mp/ARC83.IN2_TS0.75-med_EJ3,3.138463284,ro-sbf,11,14
mp/ARC83.IN2_TS0.75-med_EJ3,3.937507831,ro-asq,11,14
mp/ARC83.IN2_TS0.75-med_EJ3,0.043296389,ro-mprule,11,14
mp/ARC83.IN2_TS0.75-med_EJ4,1.079233386,ro-random,12,14
mp/ARC83.IN2_TS0.75-med_EJ4,3.261996639,ro-sbf,12,14
mp/ARC83.IN2_TS0.75-med_EJ4,3.732149499,ro-asq,12,14
mp/ARC83.IN2_TS0.75-med_EJ4,0.041699149,ro-mprule,12,14
mp/ARC83.IN2_TS0.75-med_EJ5,0.975475642,ro-sbf,16,20
mp/ARC83.IN2_TS0.75-med_EJ5,0.460979093,ro-random,16,20
mp/ARC83.IN2_TS0.75-med_EJ5,0.031568651,ro-mprule,16,20
mp/ARC83.IN2_TS0.75-med_EJ5,0.942499211,ro-asq,16,20
mp/ARC83.IN2_TS0.75-med_EJ6,1.209784186,ro-random,11,14
mp/ARC83.IN2_TS0.75-med_EJ6,0.051808909,ro-mprule,11,13
mp/ARC83.IN2_TS0.75-med_EJ6,3.837717826,ro-asq,11,13
mp/ARC83.IN2_TS0.75-med_EJ6,3.153567802,ro-sbf,11,13
mp/ARC83.IN2_TS0.75-med_EJ7,3.522909995,ro-sbf,12,14
mp/ARC83.IN2_TS0.75-med_EJ7,0.043338378,ro-mprule,12,14
mp/ARC83.IN2_TS0.75-med_EJ7,3.923458394,ro-asq,12,14
mp/ARC83.IN2_TS0.75-med_EJ7,1.154536008,ro-random,12,14
mp/ARC83.IN2_TS0.75-med_EJ8,0.044253929,ro-mprule,11,14
mp/ARC83.IN2_TS0.75-med_EJ8,1.133849311,ro-random,11,14
mp/ARC83.IN2_TS0.75-med_EJ8,3.913438413,ro-asq,11,13
mp/ARC83.IN2_TS0.75-med_EJ8,2.889336616,ro-sbf,11,14
mp/ARC83.IN2_TS0.75-med_EJ9,0.476840765,ro-asq,20,24
mp/ARC83.IN2_TS0.75-med_EJ9,0.027992169,ro-mprule,20,24
mp/ARC83.IN2_TS0.75-med_EJ9,0.41767433,ro-sbf,20,24
mp/ARC83.IN2_TS0.75-med_EJ9,0.226058102,ro-random,20,25
mp/BARTHOL2.IN2_TS0.25_EJ1,6.24413422,ro-sbf,40,41
mp/BARTHOL2.IN2_TS0.25_EJ1,12.002037801,ro-random,40,42
mp/BARTHOL2.IN2_TS0.25_EJ1,0.109083875,ro-mprule,40,41
mp/BARTHOL2.IN2_TS0.25_EJ1,12.00315453,ro-asq,40,41
mp/BARTHOL2.IN2_TS0.25_EJ10,12.000654901,ro-random,37,39
mp/BARTHOL2.IN2_TS0.25_EJ10,1.95517001,ro-sbf,37,37
mp/BARTHOL2.IN2_TS0.25_EJ10,0.105262325,ro-mprule,37,38
mp/BARTHOL2.IN2_TS0.25_EJ10,12.001416793,ro-asq,37,38
mp/BARTHOL2.IN2_TS0.25_EJ2,12.005782029,ro-random,29,30
mp/BARTHOL2.IN2_TS0.25_EJ2,0.281549304,ro-asq,29,29
mp/BARTHOL2.IN2_TS0.25_EJ2,0.106051373,ro-mprule,29,30
mp/BARTHOL2.IN2_TS0.25_EJ2,0.119107782,ro-sbf,29,29
mp/BARTHOL2.IN2_TS0.25_EJ3,9.272071332,ro-random,44,46
mp/BARTHOL2.IN2_TS0.25_EJ3,0.101215721,ro-mprule,44,45
mp/BARTHOL2.IN2_TS0.25_EJ3,4.35844401,ro-sbf,44,45
mp/BARTHOL2.IN2_TS0.25_EJ3,11.35153945,ro-asq,44,46
mp/BARTHOL2.IN2_TS0.25_EJ4,12.01031923,ro-random,28,29
mp/BARTHOL2.IN2_TS0.25_EJ4,0.106163403,ro-mprule,28,29
mp/BARTHOL2.IN2_TS0.25_EJ4,12.006827277,ro-sbf,28,29
mp/BARTHOL2.IN2_TS0.25_EJ4,12.000821314,ro-asq,28,29
mp/BARTHOL2.IN2_TS0.25_EJ5,12.019914392,ro-random,26,27
mp/BARTHOL2.IN2_TS0.25_EJ5,0.108677583,ro-mprule,26,27
mp/BARTHOL2.IN2_TS0.25_EJ5,0.212740206,ro-sbf,26,26
mp/BARTHOL2.IN2_TS0.25_EJ5,9.619891066,ro-asq,26,26
mp/BARTHOL2.IN2_TS0.25_EJ6,9.841914491,ro-random,43,45
mp/BARTHOL2.IN2_TS0.25_EJ6,4.781596185,ro-sbf,43,44
mp/BARTHOL2.IN2_TS0.25_EJ6,11.519421087,ro-asq,43,45
mp/BARTHOL2.IN2_TS0.25_EJ6,0.105181864,ro-mprule,43,45
mp/BARTHOL2.IN2_TS0.25_EJ7,9.269834306,ro-asq,46,48
mp/BARTHOL2.IN2_TS0.25_EJ7,7.605654581,ro-random,46,49
mp/BARTHOL2.IN2_TS0.25_EJ7,0.104194336,ro-mprule,46,48
mp/BARTHOL2.IN2_TS0.25_EJ7,3.705172069,ro-sbf,46,47
mp/BARTHOL2.IN2_TS0.25_EJ8,6.779470259,ro-sbf,39,40
mp/BARTHOL2.IN2_TS0.25_EJ8,0.107412953,ro-mprule,39,41
mp/BARTHOL2.IN2_TS0.25_EJ8,12.001472397,ro-random,39,42
mp/BARTHOL2.IN2_TS0.25_EJ8,12.001707176,ro-asq,39,41
mp/BARTHOL2.IN2_TS0.25_EJ9,11.118860569,ro-random,41,44
mp/BARTHOL2.IN2_TS0.25_EJ9,0.106739373,ro-mprule,41,43
mp/BARTHOL2.IN2_TS0.25_EJ9,5.369111667,ro-sbf,41,42
mp/BARTHOL2.IN2_TS0.25_EJ9,12.002641547,ro-asq,41,43
mp/BARTHOL2.IN2_TS0.25-med_EJ1,12.017352659,ro-random,26,29
mp/BARTHOL2.IN2_TS0.25-med_EJ1,12.018976547,ro-asq,26,28
mp/BARTHOL2.IN2_TS0.25-med_EJ1,0.151923153,ro-mprule,26,28
mp/BARTHOL2.IN2_TS0.25-med_EJ1,12.010645572,ro-sbf,26,28
mp/BARTHOL2.IN2_TS0.25-med_EJ10,2.579684076,ro-sbf,50,55
mp/BARTHOL2.IN2_TS0.25-med_EJ10,5.796945353,ro-asq,50,57
mp/BARTHOL2.IN2_TS0.25-med_EJ10,0.156403988,ro-mprule,50,56
mp/BARTHOL2.IN2_TS0.25-med_EJ10,4.272856062,ro-random,50,58
mp/BARTHOL2.IN2_TS0.25-med_EJ2,5.716575189,ro-asq,50,57
mp/BARTHOL2.IN2_TS0.25-med_EJ2,3.221989418,ro-sbf,50,55
mp/BARTHOL2.IN2_TS0.25-med_EJ2,4.729865174,ro-random,50,58
mp/BARTHOL2.IN2_TS0.25-med_EJ2,0.158869616,ro-mprule,50,56
mp/BARTHOL2.IN2_TS0.25-med_EJ3,12.014087171,ro-random,27,29
mp/BARTHOL2.IN2_TS0.25-med_EJ3,12.004396127,ro-sbf,27,28
mp/BARTHOL2.IN2_TS0.25-med_EJ3,0.154625934,ro-mprule,27,28
mp/BARTHOL2.IN2_TS0.25-med_EJ3,12.017772833,ro-asq,27,29
mp/BARTHOL2.IN2_TS0.25-med_EJ4,12.001587168,ro-sbf,28,29
mp/BARTHOL2.IN2_TS0.25-med_EJ4,0.167096175,ro-mprule,28,30
mp/BARTHOL2.IN2_TS0.25-med_EJ4,12.002970347,ro-random,28,30
mp/BARTHOL2.IN2_TS0.25-med_EJ4,12.015757857,ro-asq,28,30
mp/BARTHOL2.IN2_TS0.25-med_EJ5,12.003278088,ro-asq,28,30
mp/BARTHOL2.IN2_TS0.25-med_EJ5,12.015868729,ro-random,28,30
mp/BARTHOL2.IN2_TS0.25-med_EJ5,0.150419033,ro-mprule,28,30
mp/BARTHOL2.IN2_TS0.25-med_EJ5,12.021846178,ro-sbf,28,29
mp/BARTHOL2.IN2_TS0.25-med_EJ6,12.008493754,ro-sbf,29,31
mp/BARTHOL2.IN2_TS0.25-med_EJ6,12.004558771,ro-random,29,32
mp/BARTHOL2.IN2_TS0.25-med_EJ6,0.149456418,ro-mprule,29,32
mp/BARTHOL2.IN2_TS0.25-med_EJ6,12.004957352,ro-asq,29,32
mp/BARTHOL2.IN2_TS0.25-med_EJ7,0.14432555,ro-mprule,37,40
mp/BARTHOL2.IN2_TS0.25-med_EJ7,12.000430289,ro-random,37,41
mp/BARTHOL2.IN2_TS0.25-med_EJ7,12.000033586,ro-asq,37,41
mp/BARTHOL2.IN2_TS0.25-med_EJ7,8.310319488,ro-sbf,37,39
mp/BARTHOL2.IN2_TS0.25-med_EJ8,12.001855406,ro-asq,27,29
mp/BARTHOL2.IN2_TS0.25-med_EJ8,12.01867265,ro-random,27,30
mp/BARTHOL2.IN2_TS0.25-med_EJ8,0.165996814,ro-mprule,27,29
mp/BARTHOL2.IN2_TS0.25-med_EJ8,12.012582822,ro-sbf,27,29
mp/BARTHOL2.IN2_TS0.25-med_EJ9,12.002775146,ro-random,27,29
mp/BARTHOL2.IN2_TS0.25-med_EJ9,0.152475377,ro-mprule,27,28
mp/BARTHOL2.IN2_TS0.25-med_EJ9,12.001893269,ro-sbf,27,28
mp/BARTHOL2.IN2_TS0.25-med_EJ9,12.01144366,ro-asq,27,29
mp/BARTHOL2.IN2_TS0.75_EJ1,12.001495689,ro-random,27,28
mp/BARTHOL2.IN2_TS0.75_EJ1,0.123887081,ro-mprule,27,28
mp/BARTHOL2.IN2_TS0.75_EJ1,0.591744739,ro-sbf,27,27
mp/BARTHOL2.IN2_TS0.75_EJ1,12.002095072,ro-asq,27,28
mp/BARTHOL2.IN2_TS0.75_EJ10,0.157981558,ro-sbf,35,35
mp/BARTHOL2.IN2_TS0.75_EJ10,0.115564685,ro-mprule,35,36
mp/BARTHOL2.IN2_TS0.75_EJ10,12.009164588,ro-asq,35,36
mp/BARTHOL2.IN2_TS0.75_EJ10,12.004251093,ro-random,35,36
mp/BARTHOL2.IN2_TS0.75_EJ2,3.330254067,ro-sbf,49,50
mp/BARTHOL2.IN2_TS0.75_EJ2,7.745166937,ro-asq,49,51
mp/BARTHOL2.IN2_TS0.75_EJ2,0.113111944,ro-mprule,49,50
mp/BARTHOL2.IN2_TS0.75_EJ2,6.063841298,ro-random,49,51
mp/BARTHOL2.IN2_TS0.75_EJ3,12.009722801,ro-random,26,27
mp/BARTHOL2.IN2_TS0.75_EJ3,12.009629862,ro-sbf,26,27
mp/BARTHOL2.IN2_TS0.75_EJ3,12.015620683,ro-asq,26,27
mp/BARTHOL2.IN2_TS0.75_EJ3,0.126630529,ro-mprule,26,27
mp/BARTHOL2.IN2_TS0.75_EJ4,0.11703254,ro-mprule,46,48
mp/BARTHOL2.IN2_TS0.75_EJ4,9.746350959,ro-asq,46,48
mp/BARTHOL2.IN2_TS0.75_EJ4,3.536899097,ro-sbf,46,47
mp/BARTHOL2.IN2_TS0.75_EJ4,7.535204528,ro-random,46,49
mp/BARTHOL2.IN2_TS0.75_EJ5,12.002700127,ro-random,28,29
mp/BARTHOL2.IN2_TS0.75_EJ5,0.119655064,ro-sbf,28,28
mp/BARTHOL2.IN2_TS0.75_EJ5,0.375582152,ro-asq,28,28
mp/BARTHOL2.IN2_TS0.75_EJ5,0.125388125,ro-mprule,28,28
mp/BARTHOL2.IN2_TS0.75_EJ6,12.004295649,ro-sbf,28,29
mp/BARTHOL2.IN2_TS0.75_EJ6,0.124232134,ro-mprule,28,29
mp/BARTHOL2.IN2_TS0.75_EJ6,12.010635999,ro-random,28,29
mp/BARTHOL2.IN2_TS0.75_EJ6,12.013434501,ro-asq,28,29
mp/BARTHOL2.IN2_TS0.75_EJ7,12.003908731,ro-random,31,32
mp/BARTHOL2.IN2_TS0.75_EJ7,12.001406484,ro-asq,31,32
mp/BARTHOL2.IN2_TS0.75_EJ7,0.123820957,ro-mprule,31,32
mp/BARTHOL2.IN2_TS0.75_EJ7,4.412623333,ro-sbf,31,31
mp/BARTHOL2.IN2_TS0.75_EJ8,9.758840599,ro-sbf,36,37
mp/BARTHOL2.IN2_TS0.75_EJ8,12.002977431,ro-random,36,38
mp/BARTHOL2.IN2_TS0.75_EJ8,0.119379276,ro-mprule,36,38
mp/BARTHOL2.IN2_TS0.75_EJ8,12.012383002,ro-asq,36,38
mp/BARTHOL2.IN2_TS0.75_EJ9,4.569807758,ro-sbf,43,44
mp/BARTHOL2.IN2_TS0.75_EJ9,0.117567997,ro-mprule,43,45
mp/BARTHOL2.IN2_TS0.75_EJ9,11.527124912,ro-asq,43,45
mp/BARTHOL2.IN2_TS0.75_EJ9,9.172886799,ro-random,43,46
mp/BARTHOL2.IN2_TS0.75-med_EJ1,10.09997392,ro-sbf,34,40
mp/BARTHOL2.IN2_TS0.75-med_EJ1,0.185373804,ro-mprule,34,41
mp/BARTHOL2.IN2_TS0.75-med_EJ1,12.002719574,ro-random,34,43
mp/BARTHOL2.IN2_TS0.75-med_EJ1,12.012476722,ro-asq,34,42
mp/BARTHOL2.IN2_TS0.75-med_EJ10,12.020132747,ro-sbf,26,29
mp/BARTHOL2.IN2_TS0.75-med_EJ10,12.013357158,ro-random,26,31
mp/BARTHOL2.IN2_TS0.75-med_EJ10,12.011038388,ro-asq,26,30
mp/BARTHOL2.IN2_TS0.75-med_EJ10,0.186540966,ro-mprule,26,29
mp/BARTHOL2.IN2_TS0.75-med_EJ2,12.005075009,ro-random,36,45
mp/BARTHOL2.IN2_TS0.75-med_EJ2,12.007662132,ro-asq,36,44
mp/BARTHOL2.IN2_TS0.75-med_EJ2,0.203556513,ro-mprule,36,42
mp/BARTHOL2.IN2_TS0.75-med_EJ2,6.856263139,ro-sbf,36,42
mp/BARTHOL2.IN2_TS0.75-med_EJ3,12.005103868,ro-asq,26,31
mp/BARTHOL2.IN2_TS0.75-med_EJ3,12.000124479,ro-random,26,32
mp/BARTHOL2.IN2_TS0.75-med_EJ3,0.175818123,ro-mprule,26,30
mp/BARTHOL2.IN2_TS0.75-med_EJ3,12.007547955,ro-sbf,26,30
mp/BARTHOL2.IN2_TS0.75-med_EJ4,6.550936662,ro-asq,45,57
mp/BARTHOL2.IN2_TS0.75-med_EJ4,3.283496213,ro-sbf,45,55
mp/BARTHOL2.IN2_TS0.75-med_EJ4,5.01546929,ro-random,45,59
mp/BARTHOL2.IN2_TS0.75-med_EJ4,0.270009259,ro-mprule,45,55
mp/BARTHOL2.IN2_TS0.75-med_EJ5,0.235997617,ro-mprule,40,48
mp/BARTHOL2.IN2_TS0.75-med_EJ5,8.223580261,ro-asq,40,50
mp/BARTHOL2.IN2_TS0.75-med_EJ5,6.974611567,ro-random,40,51
mp/BARTHOL2.IN2_TS0.75-med_EJ5,4.257543055,ro-sbf,40,48
mp/BARTHOL2.IN2_TS0.75-med_EJ6,4.506913558,ro-random,43,57
mp/BARTHOL2.IN2_TS0.75-med_EJ6,5.976894475,ro-asq,43,55
mp/BARTHOL2.IN2_TS0.75-med_EJ6,0.26380406,ro-mprule,43,52
mp/BARTHOL2.IN2_TS0.75-med_EJ6,4.176863365,ro-sbf,43,52
mp/BARTHOL2.IN2_TS0.75-med_EJ7,12.000340929,ro-sbf,31,37
mp/BARTHOL2.IN2_TS0.75-med_EJ7,12.007951084,ro-random,31,39
mp/BARTHOL2.IN2_TS0.75-med_EJ7,12.00473491,ro-asq,31,38
mp/BARTHOL2.IN2_TS0.75-med_EJ7,0.184088293,ro-mprule,31,37
mp/BARTHOL2.IN2_TS0.75-med_EJ8,12.012102,ro-random,26,32
mp/BARTHOL2.IN2_TS0.75-med_EJ8,12.003081911,ro-sbf,26,30
mp/BARTHOL2.IN2_TS0.75-med_EJ8,0.183153909,ro-mprule,26,30
mp/BARTHOL2.IN2_TS0.75-med_EJ8,12.005380875,ro-asq,26,31
mp/BARTHOL2.IN2_TS0.75-med_EJ9,2.585943225,ro-sbf,51,62
mp/BARTHOL2.IN2_TS0.75-med_EJ9,2.696092007,ro-random,51,67
mp/BARTHOL2.IN2_TS0.75-med_EJ9,3.735983467,ro-asq,51,66
mp/BARTHOL2.IN2_TS0.75-med_EJ9,0.30949722,ro-mprule,51,62
mp/BARTHOLD.IN2_TS0.25_EJ1,0.398833717,ro-asq,14,14
mp/BARTHOLD.IN2_TS0.25_EJ1,0.12985665,ro-sbf,14,14
mp/BARTHOLD.IN2_TS0.25_EJ1,0.501766465,ro-random,14,14
mp/BARTHOLD.IN2_TS0.25_EJ1,0.134104213,ro-mprule,14,14
mp/BARTHOLD.IN2_TS0.25_EJ10,0.116113836,ro-mprule,9,9
mp/BARTHOLD.IN2_TS0.25_EJ10,0.10393711,ro-sbf,9,9
mp/BARTHOLD.IN2_TS0.25_EJ10,0.099845521,ro-random,9,9
mp/BARTHOLD.IN2_TS0.25_EJ10,0.10484876,ro-asq,9,9
mp/BARTHOLD.IN2_TS0.25_EJ2,6.764295036,ro-random,13,14
mp/BARTHOLD.IN2_TS0.25_EJ2,12.002654537,ro-sbf,13,14
mp/BARTHOLD.IN2_TS0.25_EJ2,0.124448263,ro-mprule,13,14
mp/BARTHOLD.IN2_TS0.25_EJ2,5.631826803,ro-asq,13,14
mp/BARTHOLD.IN2_TS0.25_EJ3,0.106539364,ro-sbf,12,12
mp/BARTHOLD.IN2_TS0.25_EJ3,0.104295538,ro-asq,12,12
